package,version,filename,packagetype,python_version,url,size,sha256,local_path,status,error
noba-mauve,0.0.7,noba_mauve-0.0.7-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/68/1c/d68ccc951998ff8d77da3e83dbfcf016119c726d24d8f1e72dd44cd52145/noba_mauve-0.0.7-py3-none-any.whl,235014,077157e05aa6318785abac3a3d0a89fd85ff552ea2ed2d71b1961e2f8c31d9d3,data/artifacts/pypi/noba-mauve/0.0.7/noba_mauve-0.0.7-py3-none-any.whl,downloaded,
noba-mauve,0.0.7,noba-mauve-0.0.7.tar.gz,sdist,source,https://files.pythonhosted.org/packages/f8/15/01711adddfed73b0f72b9cbccd9a4d998c597efdc913d911bb568acfab98/noba-mauve-0.0.7.tar.gz,222700,1e608b268cc5b2d6fc2c944f6e1a13dd90dcdfeee44712376713953e1dbfa87e,data/artifacts/pypi/noba-mauve/0.0.7/noba-mauve-0.0.7.tar.gz,downloaded,
nrfapy,0.5,nrfapy-0.5-py2.py3-none-any.whl,bdist_wheel,py2.py3,https://files.pythonhosted.org/packages/31/10/d1984fcad619a78af0bb075e4633eaf78b183c7efac3a70fb6021c592d93/nrfapy-0.5-py2.py3-none-any.whl,7176,dc1c94bf7d7c55ace214e39bc6e3caac5dc6234fc9813f2376f6628074f2fd17,data/artifacts/pypi/nrfapy/0.5/nrfapy-0.5-py2.py3-none-any.whl,downloaded,
nrfapy,0.5,nrfapy-0.5.tar.gz,sdist,source,https://files.pythonhosted.org/packages/25/2e/c84799bf196dd9b5f5667532b70a6efe4c052e1c906746a43348cbce86bd/nrfapy-0.5.tar.gz,8032,7de983879ca115bea948ac8b29227805db1439d935f4c439907e3831d334ecb3,data/artifacts/pypi/nrfapy/0.5/nrfapy-0.5.tar.gz,downloaded,
oculus-python,0.0.2a1,oculus_python-0.0.2a1-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/95/b5/03d7d9e4368862acaf068093367d48729b8a3dfe5d5043e0daff074266c3/oculus_python-0.0.2a1-py3-none-any.whl,19049,15f19bc73d6abb914baf8318f1058e1057e583f54b133e356d59592603f379c8,data/artifacts/pypi/oculus-python/0.0.2a1/oculus_python-0.0.2a1-py3-none-any.whl,downloaded,
oculus-python,0.0.2a1,oculus_python-0.0.2a1.tar.gz,sdist,source,https://files.pythonhosted.org/packages/c0/d5/60660b0beec745def2c167a1548d08adff60208593a575fc2e02532987d2/oculus_python-0.0.2a1.tar.gz,18945,63584a2a49658a9320b5dd3d385a4e68f28511d5f5d67de071fcff3d1be7d73d,data/artifacts/pypi/oculus-python/0.0.2a1/oculus_python-0.0.2a1.tar.gz,downloaded,
oc4idskit,0.0.4,oc4idskit-0.0.4-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/5b/a1/c7d8de80903860714db8268087f9e00b9520727d79a1b2ddeb59b4f5b8bf/oc4idskit-0.0.4-py3-none-any.whl,21209,8140e94814903ad02e72a514fabfa42cf8c8c096d8fabaf8fed7efe71786893b,data/artifacts/pypi/oc4idskit/0.0.4/oc4idskit-0.0.4-py3-none-any.whl,downloaded,
oc4idskit,0.0.4,oc4idskit-0.0.4.tar.gz,sdist,source,https://files.pythonhosted.org/packages/c6/82/834bd45bd5117fbc0ae114d28c486ea14794b74f95a72e8a2f64873d63e0/oc4idskit-0.0.4.tar.gz,32490,3dbf73d5e0d40db272eedf8b39bb77b26be4ae294475607470fb0a9606dbb1b3,data/artifacts/pypi/oc4idskit/0.0.4/oc4idskit-0.0.4.tar.gz,downloaded,
odafunction,0.1.0,odafunction-0.1.0-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/f6/11/15008ee54fa22862704c58f4dac094521c6e004a137f0511f6932e6a9a4f/odafunction-0.1.0-py3-none-any.whl,3125,1d6cbef6d3e4be4e74064b65ff6536df5def0835ffbd5bd48b1ee6ec5cf24168,data/artifacts/pypi/odafunction/0.1.0/odafunction-0.1.0-py3-none-any.whl,downloaded,
odafunction,0.1.0,odafunction-0.1.0.tar.gz,sdist,source,https://files.pythonhosted.org/packages/09/80/a69d3a8ab7441041a11b8799a832be34927b32d2f5c32e902012a4f579bc/odafunction-0.1.0.tar.gz,2437,0cef332c39ab5a422f6f054d85be464cec1c4202b121d7d8e4d02a8462f87c8a,data/artifacts/pypi/odafunction/0.1.0/odafunction-0.1.0.tar.gz,downloaded,
odoo-addon-fieldservice-purchase,15.0.1.0.1.8,odoo_addon_fieldservice_purchase-15.0.1.0.1.8-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/0c/1f/68a12dcc443eccca40194d86267b3f26b92c66cc5cab967396d373b6747b/odoo_addon_fieldservice_purchase-15.0.1.0.1.8-py3-none-any.whl,37041,f1b4b618fd44e002cb32a88cebd8c73d535d2de9649b3754ef7b813e5e5d558b,data/artifacts/pypi/odoo-addon-fieldservice-purchase/15.0.1.0.1.8/odoo_addon_fieldservice_purchase-15.0.1.0.1.8-py3-none-any.whl,downloaded,
odoo-addon-l10n-fr-siret-account,18.0.1.1.0,odoo_addon_l10n_fr_siret_account-18.0.1.1.0-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/4e/50/6abe8195d4c70e44322f1e2ec7ef8c5e52deb06fdddac89d4d8e422f5330/odoo_addon_l10n_fr_siret_account-18.0.1.1.0-py3-none-any.whl,21825,63bde4ca4a653119bb97065789bc25126e45441aa853413dddc07db3db1ce253,data/artifacts/pypi/odoo-addon-l10n-fr-siret-account/18.0.1.1.0/odoo_addon_l10n_fr_siret_account-18.0.1.1.0-py3-none-any.whl,downloaded,
odk-tools,0.2.13,odk_tools-0.2.13-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/3c/56/f9c9c6dda9fa42f046c8c32010166694401bd76f55a6bb81344d0a849940/odk_tools-0.2.13-py3-none-any.whl,18014,6d6cca0a4d0b53219aa0e7fdf8348512540daeb5c4f568149a90cc712c050a91,data/artifacts/pypi/odk-tools/0.2.13/odk_tools-0.2.13-py3-none-any.whl,downloaded,
odk-tools,0.2.13,odk_tools-0.2.13.tar.gz,sdist,source,https://files.pythonhosted.org/packages/40/2a/5237b58e39d686c8511d5e4708a552167108cbb8d3a767d7a40c2a69ead6/odk_tools-0.2.13.tar.gz,15975,76942319910896741147a9a9121d83126b111c6d930ef66e47a65682710ee23c,data/artifacts/pypi/odk-tools/0.2.13/odk_tools-0.2.13.tar.gz,downloaded,
odoo-addon-l10n-hr-city,16.0.1.0.1,odoo_addon_l10n_hr_city-16.0.1.0.1-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/42/85/5c63fde713f6100a4c26705417b0b7947efc5ec3cda2fc22f1267adf49b8/odoo_addon_l10n_hr_city-16.0.1.0.1-py3-none-any.whl,24825,9eccd8682029c64a10fb20379a4621fc096d3de65cea2304975fad04724e486e,data/artifacts/pypi/odoo-addon-l10n-hr-city/16.0.1.0.1/odoo_addon_l10n_hr_city-16.0.1.0.1-py3-none-any.whl,downloaded,
odoo-addon-loyalty-program-chatter,18.0.1.0.0.2,odoo_addon_loyalty_program_chatter-18.0.1.0.0.2-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/a5/65/54e1506d3c513f68b9c46d5005786b902fabfd9cf80ef4201a2090964eed/odoo_addon_loyalty_program_chatter-18.0.1.0.0.2-py3-none-any.whl,27766,dcd8e459aa5422d528d14cfbbd803fadb8b56338fc0aae2a9fd38476df2cfea1,data/artifacts/pypi/odoo-addon-loyalty-program-chatter/18.0.1.0.0.2/odoo_addon_loyalty_program_chatter-18.0.1.0.0.2-py3-none-any.whl,downloaded,
odoo-addon-partner-title-contacts,19.0.1.0.0.4,odoo_addon_partner_title_contacts-19.0.1.0.0.4-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/69/3d/85b40383c106aef6fa4c782ac3b3e5fc9bf5419c4d64160133f16436c726/odoo_addon_partner_title_contacts-19.0.1.0.0.4-py3-none-any.whl,21647,44d6134978d2d5823723281f9466ce79d68cb08feb69f981f3e555cd17eb8058,data/artifacts/pypi/odoo-addon-partner-title-contacts/19.0.1.0.0.4/odoo_addon_partner_title_contacts-19.0.1.0.0.4-py3-none-any.whl,downloaded,
odoo-addon-mgmt-requirement-knowledge,18.0.1.0.0,odoo_addon_mgmt_requirement_knowledge-18.0.1.0.0-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/0c/60/51f69add05089e492578706b5be89fc19518577142acc835407a66d8b628/odoo_addon_mgmt_requirement_knowledge-18.0.1.0.0-py3-none-any.whl,413952,e49183fa673413272cdff52cd58f03a557a3f867bbec7718431cafc5e09c15c7,data/artifacts/pypi/odoo-addon-mgmt-requirement-knowledge/18.0.1.0.0/odoo_addon_mgmt_requirement_knowledge-18.0.1.0.0-py3-none-any.whl,downloaded,
odoo-addon-repair-reason,16.0.1.0.0.4,odoo_addon_repair_reason-16.0.1.0.0.4-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/01/1f/8c0625713288238411fba83466e3a851006027eb95cf6da1f5bebd758fd0/odoo_addon_repair_reason-16.0.1.0.0.4-py3-none-any.whl,24563,19de578b3c67797e0c72b4e5424d060d84d161b6aca551bb8e3a73d5d1744f44,data/artifacts/pypi/odoo-addon-repair-reason/16.0.1.0.0.4/odoo_addon_repair_reason-16.0.1.0.0.4-py3-none-any.whl,downloaded,
odoo-addon-sale-exception-stock-prebook,16.0.1.1.0.2,odoo_addon_sale_exception_stock_prebook-16.0.1.1.0.2-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/14/f8/3f5e423e1f412da2b54dc5a21755d32fa876c50be0771fe032dfa7d7f99b/odoo_addon_sale_exception_stock_prebook-16.0.1.1.0.2-py3-none-any.whl,22933,76891cb59cce5435646857665c88f2ce1ca573a96259b803b22bd9efc4b6d94a,data/artifacts/pypi/odoo-addon-sale-exception-stock-prebook/16.0.1.1.0.2/odoo_addon_sale_exception_stock_prebook-16.0.1.1.0.2-py3-none-any.whl,downloaded,
odoo10-addon-account-fiscal-position-rule-purchase,10.0.1.0.0.99.dev9,,,,https://pypi.org/pypi/odoo10-addon-account-fiscal-position-rule-purchase/json,0,,,no_recent_release_files,
odoo-addon-scrap-reason-code,18.0.1.0.1.2,odoo_addon_scrap_reason_code-18.0.1.0.1.2-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/fe/f7/08d9daff8768edccf205a11f82d64ce986f13d60875ba3c9543b2a1b5ee2/odoo_addon_scrap_reason_code-18.0.1.0.1.2-py3-none-any.whl,35841,884eafd4c3a1bda45889d7fd42781a7eca76e3fda459bec0d0f4213111185692,data/artifacts/pypi/odoo-addon-scrap-reason-code/18.0.1.0.1.2/odoo_addon_scrap_reason_code-18.0.1.0.1.2-py3-none-any.whl,downloaded,
odoo10-addon-hr-holidays-legal-leave,10.0.1.0.0,,,,https://pypi.org/pypi/odoo10-addon-hr-holidays-legal-leave/json,0,,,no_recent_release_files,
odoo10-addon-l10n-br-account-payment-mode,10.0.1.0.0.99.dev8,,,,https://pypi.org/pypi/odoo10-addon-l10n-br-account-payment-mode/json,0,,,no_recent_release_files,
odoo10-addon-purchase-comment-template,10.0.1.0.0.99.dev4,,,,https://pypi.org/pypi/odoo10-addon-purchase-comment-template/json,0,,,no_recent_release_files,
odoo-health-monitoring-tool,0.1.1,odoo_health_monitoring_tool-0.1.1-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/9f/b6/bbd92e7f1affe6166345a7187e1a5070a20be0d0c073e3c96eb53afdb391/odoo_health_monitoring_tool-0.1.1-py3-none-any.whl,27670,5bb61d36b9d4a9ae9f4b8a46af3cd418759f9fb2674714140759b1a98e2b6d81,data/artifacts/pypi/odoo-health-monitoring-tool/0.1.1/odoo_health_monitoring_tool-0.1.1-py3-none-any.whl,downloaded,
odoo-health-monitoring-tool,0.1.1,odoo_health_monitoring_tool-0.1.1.tar.gz,sdist,source,https://files.pythonhosted.org/packages/88/ca/9b59e748ffdc8493caae422ab88f8cbba01a58a9a000c3d40ba1a3091e7e/odoo_health_monitoring_tool-0.1.1.tar.gz,18959,8f9862ff5d1f56492543515b80a2b87ee24021377736b77a400d898e4fc05061,data/artifacts/pypi/odoo-health-monitoring-tool/0.1.1/odoo_health_monitoring_tool-0.1.1.tar.gz,downloaded,
odoo11-addon-purchase-order-line-deep-sort,11.0.1.0.0.99.dev11,odoo11_addon_purchase_order_line_deep_sort-11.0.1.0.0.99.dev11-py2.py3-none-any.whl,bdist_wheel,py2.py3,https://files.pythonhosted.org/packages/25/6a/9b8e8fd53479040b7ae9cc2f92b9f8bf0ebc77eb71001fe3e9e6545b1b8a/odoo11_addon_purchase_order_line_deep_sort-11.0.1.0.0.99.dev11-py2.py3-none-any.whl,29823,6349fc885552b64454d8f782ef1d7cc35dc9fb1c9b3ac7db26e42196e2cb6af9,data/artifacts/pypi/odoo11-addon-purchase-order-line-deep-sort/11.0.1.0.0.99.dev11/odoo11_addon_purchase_order_line_deep_sort-11.0.1.0.0.99.dev11-py2.py3-none-any.whl,downloaded,
odoo12-addon-crm-partner-creator,12.0.0.0.2,odoo12_addon_crm_partner_creator-12.0.0.0.2-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/c2/dc/89b5f702d9197fe2087d61856e2c0a6e31d29a003063ac426fcef50d8124/odoo12_addon_crm_partner_creator-12.0.0.0.2-py3-none-any.whl,5895,34d2d037b4620dc33e8dce4a7059084e745738c9e8a034593cfb8d70105df381,data/artifacts/pypi/odoo12-addon-crm-partner-creator/12.0.0.0.2/odoo12_addon_crm_partner_creator-12.0.0.0.2-py3-none-any.whl,downloaded,
odoo12-addon-sale-stock-return-request,12.0.1.0.1,odoo12_addon_sale_stock_return_request-12.0.1.0.1-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/e1/26/b1845df6b5b481619a05dcf7c8125a87eba2723a50e35cb7badbf6d4f9ec/odoo12_addon_sale_stock_return_request-12.0.1.0.1-py3-none-any.whl,27741,294427084dd77711760ff8abe341c64f21da04fbeb57171716520603c1713359,data/artifacts/pypi/odoo12-addon-sale-stock-return-request/12.0.1.0.1/odoo12_addon_sale_stock_return_request-12.0.1.0.1-py3-none-any.whl,downloaded,
nanobot-webui,0.2.9,nanobot_webui-0.2.9-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/64/8f/ed4c76a73a3a3259237712d2991e58421d36e3cce884f8a4993c9cf22b59/nanobot_webui-0.2.9-py3-none-any.whl,1507913,f3ab62097596054196fb6d5acf8b501da332d765aeee09dcc0eeea2be1d4f6ee,data/artifacts/pypi/nanobot-webui/0.2.9/nanobot_webui-0.2.9-py3-none-any.whl,downloaded,
nanobot-webui,0.2.9,nanobot_webui-0.2.9.tar.gz,sdist,source,https://files.pythonhosted.org/packages/72/b1/5e3bb49b0573bb1180a4de550d6db33d3a9d47e12d8205ab42af90c1e1f3/nanobot_webui-0.2.9.tar.gz,1486660,5699986d2939468ca810c6492726ae59e480397bdf0e2c55ad91d07bc799fc1c,data/artifacts/pypi/nanobot-webui/0.2.9/nanobot_webui-0.2.9.tar.gz,downloaded,
odoo13-addon-website-event-filter-city,13.0.1.0.2,odoo13_addon_website_event_filter_city-13.0.1.0.2-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/25/50/978bbd1cf56a7c6922139d6c05e4ef9e932d9f6d157828afa1c2a3f355d4/odoo13_addon_website_event_filter_city-13.0.1.0.2-py3-none-any.whl,73410,9956b8201a1d804f017902cc953b7799f78593e0ed5606f1b1fb6237a8d9f83d,data/artifacts/pypi/odoo13-addon-website-event-filter-city/13.0.1.0.2/odoo13_addon_website_event_filter_city-13.0.1.0.2-py3-none-any.whl,downloaded,
odoo14-addon-sale-product-category-menu,14.0.1.0.1,,,,https://pypi.org/pypi/odoo14-addon-sale-product-category-menu/json,0,,,no_recent_release_files,
odoo14-addon-ssi-l10n-id-taxform-faktur-pajak-klipajak,14.0.1.3.0,odoo14_addon_ssi_l10n_id_taxform_faktur_pajak_klipajak-14.0.1.3.0-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/28/43/2a364960c51aadadfd27e81fe0b092fe054f6d878a0a1d133d7200622779/odoo14_addon_ssi_l10n_id_taxform_faktur_pajak_klipajak-14.0.1.3.0-py3-none-any.whl,70097,0b98f130d775f6430224adaaa3ae2b378dd246fbc538c724548ccc135f4fce8d,data/artifacts/pypi/odoo14-addon-ssi-l10n-id-taxform-faktur-pajak-klipajak/14.0.1.3.0/odoo14_addon_ssi_l10n_id_taxform_faktur_pajak_klipajak-14.0.1.3.0-py3-none-any.whl,downloaded,
odoo14-addon-ssi-web-clear-all-filter,14.0.1.0.0,odoo14_addon_ssi_web_clear_all_filter-14.0.1.0.0-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/e3/c7/d8b24f77c153c64c4657dc58b852e23b4c7c363d7376b295d51f84a0acba/odoo14_addon_ssi_web_clear_all_filter-14.0.1.0.0-py3-none-any.whl,53863,b0b64c08fa8d06859b23ceadd06a65c306f57359642b7588323b7673828a2e0a,data/artifacts/pypi/odoo14-addon-ssi-web-clear-all-filter/14.0.1.0.0/odoo14_addon_ssi_web_clear_all_filter-14.0.1.0.0-py3-none-any.whl,downloaded,
odoo13-addon-document-page-health-safety-manual,13.0.1.0.1.dev6,odoo13_addon_document_page_health_safety_manual-13.0.1.0.1.dev6-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/e6/75/eecf4f7dab49e40742230b0eb8c4828a2151b8d74da0889d19253ae702d3/odoo13_addon_document_page_health_safety_manual-13.0.1.0.1.dev6-py3-none-any.whl,16019,ad166178acb31d595c6ff77e03eb1be4f425130d72c21ce5133a3330c9564fb4,data/artifacts/pypi/odoo13-addon-document-page-health-safety-manual/13.0.1.0.1.dev6/odoo13_addon_document_page_health_safety_manual-13.0.1.0.1.dev6-py3-none-any.whl,downloaded,
oeispy,0.0.5,,,,https://pypi.org/pypi/oeispy/json,0,,,no_recent_release_files,
odoo12-addon-website-snippet-marginless-gallery,12.0.1.0.0.99.dev16,odoo12_addon_website_snippet_marginless_gallery-12.0.1.0.0.99.dev16-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/d0/4a/f34deaade01b628b8094c8c5e4a0e64ff6058eff34c83ecba27294722b30/odoo12_addon_website_snippet_marginless_gallery-12.0.1.0.0.99.dev16-py3-none-any.whl,529025,752a06565119b86cf11c06db2f66936cbe8ee8e6d716fcbc8dfa8c5f72027c2f,data/artifacts/pypi/odoo12-addon-website-snippet-marginless-gallery/12.0.1.0.0.99.dev16/odoo12_addon_website_snippet_marginless_gallery-12.0.1.0.0.99.dev16-py3-none-any.whl,downloaded,
odoo14-addon-stock-request-analytic,14.0.1.1.0,odoo14_addon_stock_request_analytic-14.0.1.1.0-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/a8/99/2b607b8cd1e08a810753788990ef8ddd55dcb5d04b2df942f8373f6536f8/odoo14_addon_stock_request_analytic-14.0.1.1.0-py3-none-any.whl,31251,9b7d473a31d421e283244beeadfd29539d002e42752b763efd2d757805f10253,data/artifacts/pypi/odoo14-addon-stock-request-analytic/14.0.1.1.0/odoo14_addon_stock_request_analytic-14.0.1.1.0-py3-none-any.whl,downloaded,
odoo8-addons-oca-l10n-peru,8.0.20211016.0,odoo8_addons_oca_l10n_peru-8.0.20211016.0-py2-none-any.whl,bdist_wheel,py2,https://files.pythonhosted.org/packages/4a/38/4b51ce157e4f891eaeb16056d8cd9462004658c2e8bdc4d06c0b0722dacc/odoo8_addons_oca_l10n_peru-8.0.20211016.0-py2-none-any.whl,1408,9102612f679644a564bca3379025d5584e04bdb20953528289d4e51aa505b0ef,data/artifacts/pypi/odoo8-addons-oca-l10n-peru/8.0.20211016.0/odoo8_addons_oca_l10n_peru-8.0.20211016.0-py2-none-any.whl,downloaded,
ontoim-py,0.0.5,ontoim-py-0.0.5.tar.gz,sdist,source,https://files.pythonhosted.org/packages/b5/38/1ca30ca62f623507c3c3627c8921478e9d288592040479a78a91ce6f05ca/ontoim-py-0.0.5.tar.gz,15044,aedb4b8270d6fd4695dd677dcf4e12e3ed3662a27a31d4a556749498d5bfd8f3,data/artifacts/pypi/ontoim-py/0.0.5/ontoim-py-0.0.5.tar.gz,downloaded,
ofxstatement-santander,0.9.0,ofxstatement_santander-0.9.0-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/60/9f/a5374dd142c82f54b21775afd5037324120ccf8f62be1480e713cf680b6e/ofxstatement_santander-0.9.0-py3-none-any.whl,16120,65fb37ccb37f84ff5914ffa6a3f6dc92cb6ae84aa7356ba155a3c96a44cc9d0a,data/artifacts/pypi/ofxstatement-santander/0.9.0/ofxstatement_santander-0.9.0-py3-none-any.whl,downloaded,
open-medical,0.0.1,Open_Medical-0.0.1-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/30/49/512eafc71c269dca92210751f6e92eddb2122062e8de5c3a3c437ccd6106/Open_Medical-0.0.1-py3-none-any.whl,4719,3ac27b9fcb1f3d76f4a9e235e8792b091371536071156d684e5469f3480db651,data/artifacts/pypi/open-medical/0.0.1/Open_Medical-0.0.1-py3-none-any.whl,downloaded,
open-medical,0.0.1,Open Medical-0.0.1.tar.gz,sdist,source,https://files.pythonhosted.org/packages/a0/d5/a5cff67734b433ebea81d4a87cac60701eb0c05cad9ddcde055765ac43d6/Open%20Medical-0.0.1.tar.gz,4284,0c0f0062d0fb25747178cf25893bf9593c0a83404bfcee27ce61c4fb00bb56fe,data/artifacts/pypi/open-medical/0.0.1/Open Medical-0.0.1.tar.gz,downloaded,
open-agent-sdk,0.4.2,open_agent_sdk-0.4.2-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/fc/16/13ff6bc54776051dd51318b33028bae3af6d6a7ded315cfb3284951728b1/open_agent_sdk-0.4.2-py3-none-any.whl,59372,3c3f218fb94a04730813efce6a762ccce84c583232c00899309d16c15a40b5d3,data/artifacts/pypi/open-agent-sdk/0.4.2/open_agent_sdk-0.4.2-py3-none-any.whl,downloaded,
open-agent-sdk,0.4.2,open_agent_sdk-0.4.2.tar.gz,sdist,source,https://files.pythonhosted.org/packages/3e/30/0f8c9ba5ba788b859acd9de9e181fd15d659881d7ceb5821d1da2adaeeb9/open_agent_sdk-0.4.2.tar.gz,94326,b9c8e906dd92f5a935f72169d29df6ccb2d10cd75979e8fa7d7aa2ef8debf712,data/artifacts/pypi/open-agent-sdk/0.4.2/open_agent_sdk-0.4.2.tar.gz,downloaded,
openbb-alpha-vantage,1.6.1,openbb_alpha_vantage-1.6.1-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/21/d5/1fe6f29cd1e2731614665ece4dd762eec1963bead4215aa0ac9f0443803d/openbb_alpha_vantage-1.6.1-py3-none-any.whl,9929,77a5c6409efb9ddba1de8ecd976b3d054c4d73ba7e30aed85b7c6884ff2f40eb,data/artifacts/pypi/openbb-alpha-vantage/1.6.1/openbb_alpha_vantage-1.6.1-py3-none-any.whl,downloaded,
openbb-alpha-vantage,1.6.1,openbb_alpha_vantage-1.6.1.tar.gz,sdist,source,https://files.pythonhosted.org/packages/25/82/3bc8d2b689010d32a06651500b4b8fb4e632e2cfe9c30008ad32af4120c8/openbb_alpha_vantage-1.6.1.tar.gz,6903,429ce237693ea71ee70c09b3de0230060e8d69d78f45a89e5dda19260bc1fc44,data/artifacts/pypi/openbb-alpha-vantage/1.6.1/openbb_alpha_vantage-1.6.1.tar.gz,downloaded,
open-py-kit,0.1.2,open_py_kit-0.1.2-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/64/61/2d6b49cfa0d6037d1e75be1b4b1ad45bd9a65d005bebd4a800b7b8b82c3e/open_py_kit-0.1.2-py3-none-any.whl,32612,155460f9865ed932232ee82ab84a70e0c088f410f0878e0d45126097f7f6b4cf,data/artifacts/pypi/open-py-kit/0.1.2/open_py_kit-0.1.2-py3-none-any.whl,downloaded,
open-py-kit,0.1.2,open_py_kit-0.1.2.tar.gz,sdist,source,https://files.pythonhosted.org/packages/ca/39/0eadfee99b29c818ae4993c17b4a33c394acd5edfd80e4d4f82056c2662c/open_py_kit-0.1.2.tar.gz,47733,abba4da01ef3952e97a29c959e809a8524ad1cb4ca3c080475d56e894c137059,data/artifacts/pypi/open-py-kit/0.1.2/open_py_kit-0.1.2.tar.gz,downloaded,
openqasm-sphinx,0.1.0,openqasm_sphinx-0.1.0-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/d7/f1/d328d722eb8adf60df065106c7fec7301efa6dce98ffd4a51ee9175b9162/openqasm_sphinx-0.1.0-py3-none-any.whl,9446,8d8ec847fa72dcb59009b637961a5dc78b4188d6ac741ba116225fef498567b4,data/artifacts/pypi/openqasm-sphinx/0.1.0/openqasm_sphinx-0.1.0-py3-none-any.whl,downloaded,
openqasm-sphinx,0.1.0,openqasm-sphinx-0.1.0.tar.gz,sdist,source,https://files.pythonhosted.org/packages/7c/82/e8e9cc5d472cc8b814263fcad0339714455f312584f0875275ee0d52445c/openqasm-sphinx-0.1.0.tar.gz,9276,33dbfdbf74d73d87e1afe8055f00351d89f955d6cf45c310ddb44b68d830a998,data/artifacts/pypi/openqasm-sphinx/0.1.0/openqasm-sphinx-0.1.0.tar.gz,downloaded,
opensolids,0.2.3,opensolids-0.2.3-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/72/d2/84267b0daed3ea34560f1eec10aa76c6656d1275d846a95f20bc75d49654/opensolids-0.2.3-py3-none-any.whl,54887,1723e3ea82d144944631f1681d4c68daa993cf697684bb32df4135ef2f95ab4c,data/artifacts/pypi/opensolids/0.2.3/opensolids-0.2.3-py3-none-any.whl,downloaded,
opensolids,0.2.3,opensolids-0.2.3.tar.gz,sdist,source,https://files.pythonhosted.org/packages/ca/c1/2c546899500b3a69fcfb6c448b2f37f63a631bed4b2a2c6842489e3bd6b2/opensolids-0.2.3.tar.gz,36146,4a930ff2b4006abe4d1f83067afe374ca9a004cb9d9d05c242931d70813a0547,data/artifacts/pypi/opensolids/0.2.3/opensolids-0.2.3.tar.gz,downloaded,
opentf-agent,1.7.0,opentf_agent-1.7.0-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/97/f3/686757aa59094db6562049511d1a189ef220f2c5dd9c210eab636bc2fe6b/opentf_agent-1.7.0-py3-none-any.whl,12270,35eea872ddcaa4a59a0dce25afd53f7c9fbdc963b3d64e78a06b6f3669a1e4c6,data/artifacts/pypi/opentf-agent/1.7.0/opentf_agent-1.7.0-py3-none-any.whl,downloaded,
oppoppopinit,2.0.1,OppOpPopInit-2.0.1-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/96/d7/f63b820b788761adb8aab4d369d39dcfc2bce768b7f5a074ec49f0fa9543/OppOpPopInit-2.0.1-py3-none-any.whl,15752,874f29683c7090e52218b9fee6951835f90434884b596e7c6f9eebea5756f238,data/artifacts/pypi/oppoppopinit/2.0.1/OppOpPopInit-2.0.1-py3-none-any.whl,downloaded,
