package,version,filename,packagetype,python_version,url,size,sha256,local_path,status,error
ctktooltip,0.9,ctktooltip-0.9.tar.gz,sdist,source,https://files.pythonhosted.org/packages/2c/46/cde993aeae881623d75ac95f8daa0c9b274e52239cca585ea4dc679db3c9/ctktooltip-0.9.tar.gz,8661,46b20ddbf18f1822cc37c5fcca96ebcf610a53d154670c8448b84898055a45e9,data/artifacts/pypi/ctktooltip/0.9/ctktooltip-0.9.tar.gz,downloaded,
cubicweb-rodolf,0.12.0,cubicweb_rodolf-0.12.0-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/15/4c/ad2b76a8d89c8f19112d5f1b531349c017d16ac9f394774241fd27256a45/cubicweb_rodolf-0.12.0-py3-none-any.whl,39345,84ec74043c44904e4e3009db87a3220dd3acb4ecc6aa05f34af8743906688f4f,data/artifacts/pypi/cubicweb-rodolf/0.12.0/cubicweb_rodolf-0.12.0-py3-none-any.whl,downloaded,
cubicweb-rodolf,0.12.0,cubicweb_rodolf-0.12.0.tar.gz,sdist,source,https://files.pythonhosted.org/packages/df/01/b1fc5c8f608e30859979cea91df65e84e00ac949ff32aaf5b819b2f21548/cubicweb_rodolf-0.12.0.tar.gz,294863,56091d0a20ac03eae5eaa3a5b803293224a8ea8918e0df0288b49b7090802050,data/artifacts/pypi/cubicweb-rodolf/0.12.0/cubicweb_rodolf-0.12.0.tar.gz,downloaded,
cursive-tools,0.3,,,,https://pypi.org/pypi/cursive-tools/json,0,,,no_recent_release_files,
custom-package-25731542,0.1.3,custom_package_25731542-0.1.3-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/5d/9b/f8874907c5f431918d1e17716b7230257de1e56cca53012d31eb5ace2352/custom_package_25731542-0.1.3-py3-none-any.whl,3936,f698e6920eec3aac58b7a3018091c217daa1a9a01503db2c790b9666b1bbcbe1,data/artifacts/pypi/custom-package-25731542/0.1.3/custom_package_25731542-0.1.3-py3-none-any.whl,downloaded,
custom-package-25731542,0.1.3,custom_package_25731542-0.1.3.tar.gz,sdist,source,https://files.pythonhosted.org/packages/b1/ad/2c37604c1d2154d08783e429589a4ea663d76a19e9c36b3524362c14aad2/custom_package_25731542-0.1.3.tar.gz,2114,ca9e6bf54ba92de94c49e55dbe926d9343fdc0b17e6a0750aad9434cc75af858,data/artifacts/pypi/custom-package-25731542/0.1.3/custom_package_25731542-0.1.3.tar.gz,downloaded,
dabfs,1.0.0,dabfs-1.0.0-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/59/76/f49e096c4f17d3f8f7e24e0812a821106823319036433d2d3bba6812170f/dabfs-1.0.0-py3-none-any.whl,5071,95db47bb56f066e920725a2c7a4155528e1f1dac1d8c4fb52394e4bd42dc179b,data/artifacts/pypi/dabfs/1.0.0/dabfs-1.0.0-py3-none-any.whl,downloaded,
dabfs,1.0.0,dabfs-1.0.0.tar.gz,sdist,source,https://files.pythonhosted.org/packages/12/84/8ed12559d78c90c9959130aba0d94c1f37a585fce0f718791f0622b406ab/dabfs-1.0.0.tar.gz,4120,a61d6eeb732599f1a1ec8bb337b8888476b41d937627ffea1f7a1a61868f26ed,data/artifacts/pypi/dabfs/1.0.0/dabfs-1.0.0.tar.gz,downloaded,
daily-funcs,0.1.21,daily_funcs-0.1.21.tar.gz,sdist,source,https://files.pythonhosted.org/packages/e5/5e/0596bf3f9cdafb403411323adca90248198b1d10acca9c19a98e0f95c0ee/daily_funcs-0.1.21.tar.gz,9342,5a081d7b96aa614d2c63a028d7530805b6514afe0e68bcee9ab866c13a7174ba,data/artifacts/pypi/daily-funcs/0.1.21/daily_funcs-0.1.21.tar.gz,downloaded,
dapi-rpc-aggregation,0.0.13,dapi_rpc_aggregation-0.0.13-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/6a/14/5ebd8a1abe4b956863e5e6d29a896605354de74f1f2b8c1dd1235334fa2e/dapi_rpc_aggregation-0.0.13-py3-none-any.whl,1871,d9e26e11a2d84880b94c44c6cb11387c2d79e8a11849b0244a075623d57138ba,data/artifacts/pypi/dapi-rpc-aggregation/0.0.13/dapi_rpc_aggregation-0.0.13-py3-none-any.whl,downloaded,
dapi-rpc-aggregation,0.0.13,dapi_rpc_aggregation-0.0.13.tar.gz,sdist,source,https://files.pythonhosted.org/packages/e9/94/b419f5811c86ffe87c940cc214d71871233e036661c71ac981507df0cf4b/dapi_rpc_aggregation-0.0.13.tar.gz,4001,8c7ca72e7564e04a3fafe66bc8bc1466b9854da09cc3117a53d8d8f49cdbb423,data/artifacts/pypi/dapi-rpc-aggregation/0.0.13/dapi_rpc_aggregation-0.0.13.tar.gz,downloaded,
dargslan-journald-analyzer,1.0.0,dargslan_journald_analyzer-1.0.0-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/ac/93/1b97f15acb66db3f3ef42db9b657996bddc1d511dc0d9a7f973e5d2774f4/dargslan_journald_analyzer-1.0.0-py3-none-any.whl,5114,9dd0abf2654d6799b19f991ccd2977093d409a0d83c45ad61067840aa66d2896,data/artifacts/pypi/dargslan-journald-analyzer/1.0.0/dargslan_journald_analyzer-1.0.0-py3-none-any.whl,downloaded,
dargslan-journald-analyzer,1.0.0,dargslan_journald_analyzer-1.0.0.tar.gz,sdist,source,https://files.pythonhosted.org/packages/fb/ff/895f1fec11167419b42a83b9c2d7bfb34da887409c123e9bde2b88cb5fd6/dargslan_journald_analyzer-1.0.0.tar.gz,4285,825aaa81cf2c5073b541614f82d61dc5600a8f65e9916a4185fab32793f53248,data/artifacts/pypi/dargslan-journald-analyzer/1.0.0/dargslan_journald_analyzer-1.0.0.tar.gz,downloaded,
darksheep-imap,0.0.2,darksheep_imap-0.0.2-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/e5/17/8f916ce577a0c42928cb3df4e906d35602860ce2320514ab56cd2547b463/darksheep_imap-0.0.2-py3-none-any.whl,36053,eed73ca8f9be2627936f1aa097d6bb49db531967f41bd9b7179c353ffd2be5ae,data/artifacts/pypi/darksheep-imap/0.0.2/darksheep_imap-0.0.2-py3-none-any.whl,downloaded,
darksheep-imap,0.0.2,darksheep_imap-0.0.2.tar.gz,sdist,source,https://files.pythonhosted.org/packages/0e/28/8c364b218ca0a066c21e4c449b24bbd3a38af119f4df1019119da5d7cb25/darksheep_imap-0.0.2.tar.gz,31545,ec9239a58282c5f391c77ffb1f090880ff4f294402cfbdf5db48224dffe796a7,data/artifacts/pypi/darksheep-imap/0.0.2/darksheep_imap-0.0.2.tar.gz,downloaded,
data-engineering-util,0.0.1rc0,data_engineering_util-0.0.1rc0-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/dd/c7/475b6497d12418bdfe877c4d214b63b1f7193bb8a5cd4c13ca1ba7ef52e9/data_engineering_util-0.0.1rc0-py3-none-any.whl,1153,938b45f2f4227c917d16b15d7a8671e56500b8ef2cce4d9671ad0153ab8d2d96,data/artifacts/pypi/data-engineering-util/0.0.1rc0/data_engineering_util-0.0.1rc0-py3-none-any.whl,downloaded,
databrickslabs-jupyterlab-status,2.2.1,databrickslabs_jupyterlab_status-2.2.1-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/09/be/5236fe45f6d47d90acd6fc2c562e3e5de7efa26af6b7a789e10d241336d4/databrickslabs_jupyterlab_status-2.2.1-py3-none-any.whl,37070,d451ae893a51255e7738ee33f2fb2aa529c13cd0d523c3e9b2060c8129931fc7,data/artifacts/pypi/databrickslabs-jupyterlab-status/2.2.1/databrickslabs_jupyterlab_status-2.2.1-py3-none-any.whl,downloaded,
databrickslabs-jupyterlab-status,2.2.1,databrickslabs_jupyterlab_status-2.2.1.tar.gz,sdist,source,https://files.pythonhosted.org/packages/c0/cf/46e47deee6bc3851c9dfe099e941921204cd43becd90c67e1939a59dca78/databrickslabs_jupyterlab_status-2.2.1.tar.gz,21776,b7475c8d42ac693f23f1cc7b8441ecd879fc8dc1779950a98d3a2c58a60eb5e7,data/artifacts/pypi/databrickslabs-jupyterlab-status/2.2.1/databrickslabs_jupyterlab_status-2.2.1.tar.gz,downloaded,
datadez,0.1.dev3,,,,https://pypi.org/pypi/datadez/json,0,,,no_recent_release_files,
datadog-mcp,0.3.3,datadog_mcp-0.3.3-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/4c/c4/4f81352c6a06770ba7196033cf045e573e10f23d6003214dece47e3dca67/datadog_mcp-0.3.3-py3-none-any.whl,95490,2d16529566aebc0b68fc59ea2173abb960f16801568ddb05105552d91ddd47d3,data/artifacts/pypi/datadog-mcp/0.3.3/datadog_mcp-0.3.3-py3-none-any.whl,downloaded,
datadog-mcp,0.3.3,datadog_mcp-0.3.3.tar.gz,sdist,source,https://files.pythonhosted.org/packages/55/db/7e02d7da11123804f570193bb2e1b14ace5628f4bf85e94fe664d942b9d8/datadog_mcp-0.3.3.tar.gz,347970,61bb255fc111aa8f244b5497e0073299bcbf9e688d04a27a5ede2fc62f804f71,data/artifacts/pypi/datadog-mcp/0.3.3/datadog_mcp-0.3.3.tar.gz,downloaded,
datadog-strimzi,0.0.1,datadog_strimzi-0.0.1-py2.py3-none-any.whl,bdist_wheel,py2.py3,https://files.pythonhosted.org/packages/29/07/e76f8878ecbe4b534f8a18bf5145a4ecaf31d35bd477e716b5cd137d0c58/datadog_strimzi-0.0.1-py2.py3-none-any.whl,782,cb123776d9d9264551b64ebd647cfbcc56e98b0747408a060ad7e600b504aa60,data/artifacts/pypi/datadog-strimzi/0.0.1/datadog_strimzi-0.0.1-py2.py3-none-any.whl,downloaded,
dataframe-formatters,0.0.2,dataframe_formatters-0.0.2-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/ca/44/f517e3e9eb60f4d54b2786d77e2f50cb00ee8a95c93fcd4da31c37474f3b/dataframe_formatters-0.0.2-py3-none-any.whl,3838,da4f6c1f8b019691927a9aa45ed7927bce640379bd4681e162aabbb5e18b256b,data/artifacts/pypi/dataframe-formatters/0.0.2/dataframe_formatters-0.0.2-py3-none-any.whl,downloaded,
dataframe-formatters,0.0.2,dataframe_formatters-0.0.2.tar.gz,sdist,source,https://files.pythonhosted.org/packages/4e/9a/c6991840775e4c2885e6fe10fd7e724f5f45495f78c88ea31fcd1a4c1997/dataframe_formatters-0.0.2.tar.gz,3042,c162dccdea21f0cee619498b4c3d5969302ddf6d9dfd22293ab49874e1a53ad0,data/artifacts/pypi/dataframe-formatters/0.0.2/dataframe_formatters-0.0.2.tar.gz,downloaded,
datalore,0.1.0,,,,https://pypi.org/pypi/datalore/json,0,,,no_recent_release_files,
dayspan,1.0.11,dayspan-1.0.11-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/e4/24/9685564db1d20f3963e050b95f0a461227bb2ac041b0d7269758ca543065/dayspan-1.0.11-py3-none-any.whl,6447,b3961624cb5ad29c0d9a348d1f1eb189c262a857eaf63b4d16e6c0ba9ced5f59,data/artifacts/pypi/dayspan/1.0.11/dayspan-1.0.11-py3-none-any.whl,downloaded,
dayspan,1.0.11,dayspan-1.0.11.tar.gz,sdist,source,https://files.pythonhosted.org/packages/78/27/54f253a2b79c2624300021cb229fe1abc57d6124bc79f592578955cdb82e/dayspan-1.0.11.tar.gz,6015,812ffa9df3c6a7125b40e5e3991d91a0271045aeb930f9361bd8307c69fe2276,data/artifacts/pypi/dayspan/1.0.11/dayspan-1.0.11.tar.gz,downloaded,
concave-hull,0.1.2,concave_hull-0.1.2-cp310-cp310-macosx_10_9_universal2.whl,bdist_wheel,cp310,https://files.pythonhosted.org/packages/14/6d/3ff11f8db9d2c82c95d91841e69d9c8c6f4955f9f3018eda5fdc56e2af9c/concave_hull-0.1.2-cp310-cp310-macosx_10_9_universal2.whl,173545,0d384cc932bc2efa04e6b0125dc99144b94215bc45b610663fd34ed26ef0b135,data/artifacts/pypi/concave-hull/0.1.2/concave_hull-0.1.2-cp310-cp310-macosx_10_9_universal2.whl,downloaded,
concave-hull,0.1.2,concave_hull-0.1.2.tar.gz,sdist,source,https://files.pythonhosted.org/packages/ca/ae/90c6099cb35b394061a48a00e7999358c5e9a221aafb35ea756cf60f19e0/concave_hull-0.1.2.tar.gz,8130597,272d55cb9c4926a5e0c2bcf5ba06f51ad1dafee831c03a498b8324cf1c87e1c8,data/artifacts/pypi/concave-hull/0.1.2/concave_hull-0.1.2.tar.gz,downloaded,
dbk-crypto,,,,,https://pypi.org/pypi/dbk-crypto/json,0,,,error,HTTPError: HTTP Error 404: Not Found
dbt-rockset,1.7.4,dbt_rockset-1.7.4-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/4c/ab/1ca28ff044eee3ca75905286c4ca32b2031a52e78430839c2c832528524f/dbt_rockset-1.7.4-py3-none-any.whl,18868,02bb64161d6caa1f0b45b2793f9931225f8fa512015019111b203d336f9094fc,data/artifacts/pypi/dbt-rockset/1.7.4/dbt_rockset-1.7.4-py3-none-any.whl,downloaded,
dbt-rockset,1.7.4,dbt_rockset-1.7.4.tar.gz,sdist,source,https://files.pythonhosted.org/packages/34/ed/a64f292f4c68583cb3dd91314e75caecf1fbc60da14186374137b98b7970/dbt_rockset-1.7.4.tar.gz,18669,76a501243bf2cf58d4f588921e9c6899c9a916d9c6d404937bd3935adcb8863d,data/artifacts/pypi/dbt-rockset/1.7.4/dbt_rockset-1.7.4.tar.gz,downloaded,
dbt-sqlserver-dyvenia,1.7.4,dbt_sqlserver_dyvenia-1.7.4-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/c7/28/76f365c8d319e69f2bf2532acc6019ed5a9c71cd0c2ff0a4fe0a15268779/dbt_sqlserver_dyvenia-1.7.4-py3-none-any.whl,15627,649c8c7db4087a5ec39dfeeeef437eb1a2e5454a7fadec50e8edda462a3625f1,data/artifacts/pypi/dbt-sqlserver-dyvenia/1.7.4/dbt_sqlserver_dyvenia-1.7.4-py3-none-any.whl,downloaded,
dbt-sqlserver-dyvenia,1.7.4,dbt_sqlserver_dyvenia-1.7.4.tar.gz,sdist,source,https://files.pythonhosted.org/packages/8a/98/13878cdfd1cb7f8933f7f613b3f21ee0854ea8491f5e242839a178542cd3/dbt_sqlserver_dyvenia-1.7.4.tar.gz,13611,89f6e0e893185cdef1e9afc72928e9904e1d9e7823755c41281ab0f1548f16d0,data/artifacts/pypi/dbt-sqlserver-dyvenia/1.7.4/dbt_sqlserver_dyvenia-1.7.4.tar.gz,downloaded,
dbkp,1.0.5,dbkp-1.0.5-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/76/9c/e6386bdabce5674f87a6912a67480e5cbc5d020f7dccac55ed8902adf699/dbkp-1.0.5-py3-none-any.whl,8432,918d50b5942ec9a6ada962634e990d8d48df1cea408ed58e5e7b8fd804e50668,data/artifacts/pypi/dbkp/1.0.5/dbkp-1.0.5-py3-none-any.whl,downloaded,
dbkp,1.0.5,dbkp-1.0.5.tar.gz,sdist,source,https://files.pythonhosted.org/packages/98/a5/99f4970ac56ef5573c4ac50401cecd3347425a84c682bf7ea33312666ea0/dbkp-1.0.5.tar.gz,4954,8a026e2323f4feaecb24339e9fd924145d80eb884bad0656ed7217a6553d0470,data/artifacts/pypi/dbkp/1.0.5/dbkp-1.0.5.tar.gz,downloaded,
deadrin,0.0.1,deadrin-0.0.1-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/3a/8d/b4ca71b4200663dc6361f1e7492162f20a0104cf6db3469828b9b6e86c88/deadrin-0.0.1-py3-none-any.whl,4326,f94010d0012d2c475daabb52e3b8cd185d43f6053f65d2dfd80f888113e3f686,data/artifacts/pypi/deadrin/0.0.1/deadrin-0.0.1-py3-none-any.whl,downloaded,
deadline-cloud-for-maya,0.15.15,deadline_cloud_for_maya-0.15.15-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/ad/ee/90cc2b8ae927511b814d80703191ca58814ba2ec6ffbe5a8309e9e0fb99d/deadline_cloud_for_maya-0.15.15-py3-none-any.whl,74582,d2dd50b58a00a6b777158aecebdf2b83c9179b5803d14e76949da47d4080d1d7,data/artifacts/pypi/deadline-cloud-for-maya/0.15.15/deadline_cloud_for_maya-0.15.15-py3-none-any.whl,downloaded,
deadline-cloud-for-maya,0.15.15,deadline_cloud_for_maya-0.15.15.tar.gz,sdist,source,https://files.pythonhosted.org/packages/73/7a/c595db788ac7e201771bbeb1c50f238a4b166a735aff82272f160875929e/deadline_cloud_for_maya-0.15.15.tar.gz,56011,d6f0e0b1714a87a280432c364dfd5d4df7c4a426a8da7b2e263be592b4f197ca,data/artifacts/pypi/deadline-cloud-for-maya/0.15.15/deadline_cloud_for_maya-0.15.15.tar.gz,downloaded,
decaychain,0.7.1,,,,https://pypi.org/pypi/decaychain/json,0,,,no_recent_release_files,
dedenser,1.1.2,dedenser-1.1.2-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/a8/29/e68770004ac90991c3637cb04f9642204232a0ea2f8437cb39e91fe242e8/dedenser-1.1.2-py3-none-any.whl,15345,de59f98b3b06664093892384a1a0498e9e8efc607b868e14876883a5a826ed89,data/artifacts/pypi/dedenser/1.1.2/dedenser-1.1.2-py3-none-any.whl,downloaded,
dedenser,1.1.2,dedenser-1.1.2.tar.gz,sdist,source,https://files.pythonhosted.org/packages/73/b4/9e7ca7c2a8399d97bbab84eace084a82f0908a3fedf794aeca9b6546c1df/dedenser-1.1.2.tar.gz,17733,4a4c27b6d589f670c21835173267a3ff7c4a517305f52a53bb12b63308d0b906,data/artifacts/pypi/dedenser/1.1.2/dedenser-1.1.2.tar.gz,downloaded,
deep-chess-playground,0.0.4,deep_chess_playground-0.0.4-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/34/8c/e4f08d11c1df04492028ec7ac88941178d24e4bc3445fca69c000d679e23/deep_chess_playground-0.0.4-py3-none-any.whl,31042,b35e40368c724efe801765b2627d961607727841336189331ee0703e90d2bc24,data/artifacts/pypi/deep-chess-playground/0.0.4/deep_chess_playground-0.0.4-py3-none-any.whl,downloaded,
deep-chess-playground,0.0.4,deep_chess_playground-0.0.4.tar.gz,sdist,source,https://files.pythonhosted.org/packages/e4/14/6009d61ad4ff1e8d21dcaae4a81468319f8631d0492647bf1d5d89e01dbb/deep_chess_playground-0.0.4.tar.gz,24240,e7afe990bb20596c58bce931b04a15f70122f2d918cae3a0b10a13bc265a3aa5,data/artifacts/pypi/deep-chess-playground/0.0.4/deep_chess_playground-0.0.4.tar.gz,downloaded,
degreeparser,,,,,https://pypi.org/pypi/degreeparser/json,0,,,error,HTTPError: HTTP Error 404: Not Found
deis,1.9.1,,,,https://pypi.org/pypi/deis/json,0,,,no_recent_release_files,
defaultmod,1.0.2,defaultmod-1.0.2-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/35/81/be404dde03088be2c4ee9b2b420164c46538cb55a86e3df8ed66d2b0f563/defaultmod-1.0.2-py3-none-any.whl,4099,346180516653aa77bcce593f779e53e23a12779acebf9c49cdf0abd8a150285a,data/artifacts/pypi/defaultmod/1.0.2/defaultmod-1.0.2-py3-none-any.whl,downloaded,
descmap,1.0.1,descmap-1.0.1-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/31/e3/627cedcc3f9ab301795e498879aab4d537b21250ead0e970f30538ad65a8/descmap-1.0.1-py3-none-any.whl,23723,efa0e88a065f49642864acfa49f55952ad05247d21fa74536e0bc4622bea669a,data/artifacts/pypi/descmap/1.0.1/descmap-1.0.1-py3-none-any.whl,downloaded,
descmap,1.0.1,descmap-1.0.1.tar.gz,sdist,source,https://files.pythonhosted.org/packages/91/64/a33598421e5e59bb3e8b9dd6ce82e059ce60783fcc783693890b6874d687/descmap-1.0.1.tar.gz,21302,ce5aabca8a128b281982c811b9b357c260320be7d9eaf73f3f8153b8e44cefee,data/artifacts/pypi/descmap/1.0.1/descmap-1.0.1.tar.gz,downloaded,
detect-secrets-server,0.3.2,,,,https://pypi.org/pypi/detect-secrets-server/json,0,,,no_recent_release_files,
devgossip-praiseey,0.1.4,,,,https://pypi.org/pypi/devgossip-praiseey/json,0,,,no_recent_release_files,
dformpy,1.0.2,dformpy-1.0.2.tar.gz,sdist,source,https://files.pythonhosted.org/packages/a7/e7/d70def7d1c6586ccb27a199b3d6083a709b9dc83844aa5b103009226ae12/dformpy-1.0.2.tar.gz,36836,485be63eeccba0d25e2db1fa94d451960e6f04f6500c49e06c2931dbfb341577,data/artifacts/pypi/dformpy/1.0.2/dformpy-1.0.2.tar.gz,downloaded,
dgim,0.2.0,,,,https://pypi.org/pypi/dgim/json,0,,,no_recent_release_files,
deitheon,0.1.1,deitheon-0.1.1-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/36/8e/c96d38da35baade5e550fb9a1af5216b77c6232779756b07500f941221ef/deitheon-0.1.1-py3-none-any.whl,1466,d49ca3c2ca1046d5170e29ce3115827f364cbdcd52b98bec99c76e2f6fd116db,data/artifacts/pypi/deitheon/0.1.1/deitheon-0.1.1-py3-none-any.whl,downloaded,
deitheon,0.1.1,deitheon-0.1.1.tar.gz,sdist,source,https://files.pythonhosted.org/packages/1d/63/06bdb08901d983573be780303ff2fc6fc4f5f1ee5ff3f2b2c2b1d1c9a014/deitheon-0.1.1.tar.gz,1411,2580c1856a54d3842d7da900b60a3bc1701750c426634057575fcb11d2eae86a,data/artifacts/pypi/deitheon/0.1.1/deitheon-0.1.1.tar.gz,downloaded,
dhis,0.1.2,,,,https://pypi.org/pypi/dhis/json,0,,,no_recent_release_files,
dhruv-distributions,0.0.1,,,,https://pypi.org/pypi/dhruv-distributions/json,0,,,no_recent_release_files,
dial-clean,0.1.1,dial-clean-0.1.1.tar.gz,sdist,source,https://files.pythonhosted.org/packages/61/76/2063b82455e5061bfe8f79a1d7bbc87b56634a6886b28c391f3a8a8fe18b/dial-clean-0.1.1.tar.gz,300901,ad63d22e27e02182ba15f5e4876c361097de905e2b6ce22bdc54aa61831c2df6,data/artifacts/pypi/dial-clean/0.1.1/dial-clean-0.1.1.tar.gz,downloaded,
dictionary-app,1.0.1,dictionary_app-1.0.1-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/16/6f/9efd6d87e682d19524c3c6face6ef6e925619b9296f83f32f4f4ca5efd13/dictionary_app-1.0.1-py3-none-any.whl,6817,9e9e6d3003a8b664d257c93f06517e06918c1e99c5cc9f0d830bf71264ac4ed9,data/artifacts/pypi/dictionary-app/1.0.1/dictionary_app-1.0.1-py3-none-any.whl,downloaded,
dictionary-app,1.0.1,dictionary_app-1.0.1.tar.gz,sdist,source,https://files.pythonhosted.org/packages/fb/b2/7eded350dfe81d1a58b7fc4c42b0ecf735dcbdd911ee24a1b981d1a42b37/dictionary_app-1.0.1.tar.gz,7320,40f9ad7e7c2d07d87f2fafb9fc6b7b4e079442c26da9c93f76d6197d3a0d7b00,data/artifacts/pypi/dictionary-app/1.0.1/dictionary_app-1.0.1.tar.gz,downloaded,
difftrack,0.8.2,,,,https://pypi.org/pypi/difftrack/json,0,,,no_recent_release_files,
benchbox,0.3.0,benchbox-0.3.0-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/a4/74/8929fa5fe61482ce3adb9bf85d96a88a3a4020e61e79a9b63337b3a131aa/benchbox-0.3.0-py3-none-any.whl,9806280,5c3c0be7daaea7c82a5fa8e2a8fff5a1a2a738f3b867d1c769a504ac600c09a3,data/artifacts/pypi/benchbox/0.3.0/benchbox-0.3.0-py3-none-any.whl,downloaded,
benchbox,0.3.0,benchbox-0.3.0.tar.gz,sdist,source,https://files.pythonhosted.org/packages/0f/51/18939e55ddc134aa77b6509aaf3fd7308a78a8048a417944e26a23374f72/benchbox-0.3.0.tar.gz,9211010,371948c8216e9c876afb7685a9704554bdf2ee2399782b10307a7f6ca7413ceb,data/artifacts/pypi/benchbox/0.3.0/benchbox-0.3.0.tar.gz,downloaded,
dist-lulik,0.0,dist_lulik-0.0.tar.gz,sdist,source,https://files.pythonhosted.org/packages/8d/b8/addf702f582f823ef2a17ceb8866644a1e62fe078f6288da81fe03d8c056/dist_lulik-0.0.tar.gz,822,81a73f00349d4e8b2ecc772591614e34fe0a414d541942800b1ba53cd8f499a8,data/artifacts/pypi/dist-lulik/0.0/dist_lulik-0.0.tar.gz,downloaded,
digo-generator,0.0.2,Digo_generator-0.0.2-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/45/7a/0c81737022d4e65d94722a785615a2bafb731b45ef14f4518fed932f444d/Digo_generator-0.0.2-py3-none-any.whl,2260,071b6b5a16234a821ef474c04d06a78c66095ef2dc5befa99a45a8cda83fe3c3,data/artifacts/pypi/digo-generator/0.0.2/Digo_generator-0.0.2-py3-none-any.whl,downloaded,
digo-generator,0.0.2,Digo_generator-0.0.2.tar.gz,sdist,source,https://files.pythonhosted.org/packages/6c/b3/a324e79d4b3ed11f8eee039051974f42fc0ae7b4666944d43ac883c88f18/Digo_generator-0.0.2.tar.gz,1602,dee20d0ad0b5b4514ef764a4d6d223dd0a77ad1efd99ed07de96cb704ecf5870,data/artifacts/pypi/digo-generator/0.0.2/Digo_generator-0.0.2.tar.gz,downloaded,
django-aliases,0.1,,,,https://pypi.org/pypi/django-aliases/json,0,,,no_recent_release_files,
distributionsuda123,0.1,,,,https://pypi.org/pypi/distributionsuda123/json,0,,,no_recent_release_files,
django-arbitrary-inline,0.1.2,,,,https://pypi.org/pypi/django-arbitrary-inline/json,0,,,no_recent_release_files,
django-app-generator,0.1.0,django_app_generator-0.1.0-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/cf/71/ba1a5f75331d05b316e9b0abedd0e0bf081a85317987168be4e5e0938d1d/django_app_generator-0.1.0-py3-none-any.whl,1917,b0ae7f0d7673fb5f3a16e8936fd457f5f95d3bdce87ceb402ac1b2cc4527926a,data/artifacts/pypi/django-app-generator/0.1.0/django_app_generator-0.1.0-py3-none-any.whl,downloaded,
django-app-generator,0.1.0,django_app_generator-0.1.0.tar.gz,sdist,source,https://files.pythonhosted.org/packages/25/92/f21cc5d6bdb49d9580b117f44a69eb3f22e84cbc1324b7818d032398a73e/django_app_generator-0.1.0.tar.gz,1626,819c07ba8ddaab3dfe644fd945b55a87fba750664c65bb0ca8909b86b993db2c,data/artifacts/pypi/django-app-generator/0.1.0/django_app_generator-0.1.0.tar.gz,downloaded,
discqua,0.0.1,discqua-0.0.1-py3-none-any.whl,bdist_wheel,py3,https://files.pythonhosted.org/packages/84/1c/23f48437ecac3f3efecbed73beb185d91ce9e7578116e988ce9b97b526c5/discqua-0.0.1-py3-none-any.whl,115731,fd9e32df459e3ba6c7a34c3f45befef959800df5aa021b2c14730191b58e603b,data/artifacts/pypi/discqua/0.0.1/discqua-0.0.1-py3-none-any.whl,downloaded,
discqua,0.0.1,discqua-0.0.1.tar.gz,sdist,source,https://files.pythonhosted.org/packages/6c/6b/a30a69b7c2f24d9bfc37b02da880324102dd59af714fa0317a1d09194c8f/discqua-0.0.1.tar.gz,100450,c3b707e204347f9762e4b08818f405ee5e1493057fb1deadd0b73a74cd1dda58,data/artifacts/pypi/discqua/0.0.1/discqua-0.0.1.tar.gz,downloaded,
