python_tag,interpreter,honggfuzz,input_dir,corpus_dir,coverage_stats,crash_dir,timeout_dir,report,log,duration,workers,status,reason,crashes,timeouts
cpython-311,/root/PyBC-Sec/tools/pybcSEC/data/rq3/cpython-3.11/instrumented/python,/root/PyBC-Sec/tools/honggfuzz/honggfuzz,data/rq3/cpython-3.11/seeds,data/rq3/cpython-3.11/fuzz/corpus,data/rq3/cpython-3.11/fuzz/coverage_stats.csv,data/rq3/cpython-3.11/fuzz/crashes,data/rq3/cpython-3.11/fuzz/timeouts,data/rq3/cpython-3.11/fuzz/HONGGFUZZ.REPORT.TXT,data/rq3/cpython-3.11/fuzz/honggfuzz.log,86400,1,ok,,2461,0
