case_id,copied_pyc,status,reason,artifact,package,version,artifact_type,pyc_path,python_tag,magic_number,source_present,overall_level,overall_label,tools,statuses,reason_categories,reasons
472ccba5b7e7,decompyle3-3.9.3-cpython-38-472ccba5b7e7.pyc,copied,,decompyle3-3.9.3.tar.gz,decompyle3,3.9.3,tar,decompyle3-3.9.3/test/decompyle/__pycache__/test_prettyprint.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
aa4ebd9b81f2,decompyle3-3.9.3-cpython-38-aa4ebd9b81f2.pyc,copied,,decompyle3-3.9.3.tar.gz,decompyle3,3.9.3,tar,decompyle3-3.9.3/test/decompyle/__pycache__/test_print_to.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
ac62f678a475,decompyle3-3.9.3-cpython-38-ac62f678a475.pyc,copied,,decompyle3-3.9.3.tar.gz,decompyle3,3.9.3,tar,decompyle3-3.9.3/test/decompyle/__pycache__/test_slices.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
2aee8460dc30,decompyle3-3.9.3-cpython-38-2aee8460dc30.pyc,copied,,decompyle3-3.9.3.tar.gz,decompyle3,3.9.3,tar,decompyle3-3.9.3/test/simple_source/bug31/__pycache__/05_abc_test.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
6ad6b0602a75,delphai-search-utils-0.2.1-cpython-38-6ad6b0602a75.pyc,copied,,delphai_search_utils-0.2.1.tar.gz,delphai-search-utils,0.2.1,tar,delphai_search_utils-0.2.1/delphai_search_utils/tests/__pycache__/test_utils.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
7baa63f29525,django-connectwise-1.20.0-cpython-38-7baa63f29525.pyc,copied,,django_connectwise-1.20.0-py3-none-any.whl,django-connectwise,1.20.0,wheel,djconnectwise/__pycache__/api.cpython-38.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_1,tool_exit,"decompyle3:exit_1:Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 1161, in _..."
9f8abbc82d0c,dovado-rtl-0.10.12-cpython-39-9f8abbc82d0c.pyc,copied,,dovado_rtl-0.10.12.tar.gz,dovado-rtl,0.10.12,tar,dovado_rtl-0.10.12/dovado_rtl/parsers/system_verilog/generated/__pycache__/SystemVerilogParser.cpython-39.pyc,cpython-39,3425,True,3,decompyle3_decompilable,pylingual,timeout,timeout,pylingual:timeout:timeout_after_600s
7a12e476ca17,dovado-rtl-0.10.12-cpython-38-7a12e476ca17.pyc,copied,,dovado_rtl-0.10.12.tar.gz,dovado-rtl,0.10.12,tar,dovado_rtl-0.10.12/dovado_rtl/parsers/utilities/antlr/__pycache__/vhdlParser.cpython-38.pyc,cpython-38,3413,False,4,pylingual_decompilable,decompyle3,timeout,timeout,decompyle3:timeout:timeout_after_600s
e3dc50eb71e6,euphoria-1.0.0-cpython-311-e3dc50eb71e6.pyc,copied,,euphoria-1.0.0.tar.gz,euphoria,1.0.0,tar,euphoria-1.0.0/venues/stages/euphoria/clouds/supp_NIH/nature/form/serving_size/amount/__pycache__/__init__.cpython-311.pyc,cpython-311,42946,True,4,pylingual_decompilable,decompyle3;marshal,error;exit_2,marshal_parse_failure;tool_exit,marshal:error:marshal_failed: || decompyle3:exit_2:/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...
3882091fb5f7,euphoria-1.0.0-cpython-311-3882091fb5f7.pyc,copied,,euphoria-1.0.0.tar.gz,euphoria,1.0.0,tar,euphoria-1.0.0/venues/stages/euphoria/clouds/supp_NIH/nature/form/unit/__pycache__/__init__.cpython-311.pyc,cpython-311,42946,True,4,pylingual_decompilable,decompyle3;marshal,error;exit_2,marshal_parse_failure;tool_exit,marshal:error:marshal_failed: || decompyle3:exit_2:/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...
0915571701b9,euphoria-1.0.0-cpython-311-0915571701b9.pyc,copied,,euphoria-1.0.0.tar.gz,euphoria,1.0.0,tar,euphoria-1.0.0/venues/stages/euphoria/mixes/insure/__pycache__/equalities.cpython-311.pyc,cpython-311,42946,True,4,pylingual_decompilable,decompyle3;marshal,error;exit_2,marshal_parse_failure;tool_exit,marshal:error:marshal_failed: || decompyle3:exit_2:/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...
38c5ba7e35a1,euphoria-1.0.0-cpython-311-38c5ba7e35a1.pyc,copied,,euphoria-1.0.0.tar.gz,euphoria,1.0.0,tar,euphoria-1.0.0/venues/stages/euphoria/mixes/insure/__pycache__/equality.cpython-311.pyc,cpython-311,42946,True,4,pylingual_decompilable,decompyle3;marshal,error;exit_2,marshal_parse_failure;tool_exit,marshal:error:marshal_failed: || decompyle3:exit_2:/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...
b550a86ef4a9,euphoria-1.0.0-cpython-311-b550a86ef4a9.pyc,copied,,euphoria-1.0.0.tar.gz,euphoria,1.0.0,tar,euphoria-1.0.0/venues/stages/euphoria/mixes/insure/__pycache__/override_print.cpython-311.pyc,cpython-311,42946,True,4,pylingual_decompilable,decompyle3;marshal,error;exit_2,marshal_parse_failure;tool_exit,marshal:error:marshal_failed: || decompyle3:exit_2:/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...
3c9d3ee2efb0,factory-farm-1.2.6-cpython-310-3c9d3ee2efb0.pyc,copied,,factory_farm-1.2.6.tar.gz,factory-farm,1.2.6,tar,factory_farm-1.2.6/venues/stages/factory_farm/procedures/implicit_procedure/process/keg/spaces/__pycache__/done_with_path.cpython-310.pyc,cpython-310,3439,False,4,pylingual_decompilable,decompyle3;marshal,error;exit_2,marshal_parse_failure;tool_exit,marshal:error:marshal_failed: || decompyle3:exit_2:/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-310/lib/python3.10/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...
b174f7277283,flasgger-0.9.7.1-cpython-38-b174f7277283.pyc,copied,,flasgger-0.9.7.1.tar.gz,flasgger,0.9.7.1,tar,flasgger-0.9.7.1/tests/__pycache__/conftest.cpython-38-pytest-6.1.1.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
8fbcb93b38fc,flask-admin-plus-1.6.22-cpython-38-8fbcb93b38fc.pyc,copied,,flask_admin_plus-1.6.22.tar.gz,flask-admin-plus,1.6.22,tar,flask_admin_plus-1.6.22/flask_admin/tests/mongoengine/__pycache__/test_basic.cpython-38-pytest-7.1.2.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,timeout,timeout,decompyle3:timeout:timeout_after_600s
00f0acc4f6f1,flask-admin-plus-1.6.22-cpython-38-00f0acc4f6f1.pyc,copied,,flask_admin_plus-1.6.22.tar.gz,flask-admin-plus,1.6.22,tar,flask_admin_plus-1.6.22/flask_admin/tests/peeweemodel/__pycache__/test_basic.cpython-38-pytest-7.1.2.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,timeout,timeout,decompyle3:timeout:timeout_after_600s
b856dfff925e,flask-admin-plus-1.6.22-cpython-38-b856dfff925e.pyc,copied,,flask_admin_plus-1.6.22.tar.gz,flask-admin-plus,1.6.22,tar,flask_admin_plus-1.6.22/flask_admin/tests/sqla/__pycache__/test_basic.cpython-38-pytest-7.1.2.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,timeout,timeout,decompyle3:timeout:timeout_after_600s
81f340650cf7,foam-hair-1.6.1-cpython-311-81f340650cf7.pyc,copied,,foam_hair-1.6.1.tar.gz,foam-hair,1.6.1,tar,foam_hair-1.6.1/vehicles/foam_hair/_clique/group/__pycache__/__init__.cpython-311.pyc,cpython-311,42946,True,4,pylingual_decompilable,decompyle3;marshal,error;exit_2,marshal_parse_failure;tool_exit,marshal:error:marshal_failed: || decompyle3:exit_2:/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...
455ebbaac869,foam-rodeo-0.0.1-cpython-311-455ebbaac869.pyc,copied,,foam_rodeo-0.0.1.tar.gz,foam-rodeo,0.0.1,tar,foam_rodeo-0.0.1/vehicles/foam_rodeo/_clique/group/__pycache__/__init__.cpython-311.pyc,cpython-311,42946,True,4,pylingual_decompilable,decompyle3;marshal,error;exit_2,marshal_parse_failure;tool_exit,marshal:error:marshal_failed: || decompyle3:exit_2:/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...
e02119dc29ad,gluoncv2-0.0.64-cpython-38-e02119dc29ad.pyc,copied,,gluoncv2-0.0.64.linux-x86_64.tar.gz,gluoncv2,0.0.64,tar,usr/local/lib/python3.8/dist-packages/gluoncv2/models/__pycache__/resnext_cifar.cpython-38.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,timeout,timeout,decompyle3:timeout:timeout_after_600s
549d0b34b83f,gseim-1.4-cpython-38-549d0b34b83f.pyc,copied,,GSEIM-1.4.tar.gz,gseim,1.4,tar,GSEIM-1.4/src/grc/gui/__pycache__/Application.cpython-38.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,timeout,timeout,decompyle3:timeout:timeout_after_600s
4a0a2074322e,gseim-1.4-cpython-38-4a0a2074322e.pyc,copied,,GSEIM-1.4.tar.gz,gseim,1.4,tar,GSEIM-1.4/src/grc/gui/canvas/__pycache__/block.cpython-38.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,timeout,timeout,decompyle3:timeout:timeout_after_600s
502b5fe17737,gseim-1.4-cpython-38-502b5fe17737.pyc,copied,,GSEIM-1.4.tar.gz,gseim,1.4,tar,GSEIM-1.4/src/grc/gui/canvas/__pycache__/rect_wiring.cpython-38.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,timeout,timeout,decompyle3:timeout:timeout_after_600s
34d39ec24125,gseimiitb-1.1-cpython-38-34d39ec24125.pyc,copied,,GSEIMIITB-1.1.tar.gz,gseimiitb,1.1,tar,GSEIMIITB-1.1/src/grc/gui/__pycache__/Application.cpython-38.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,timeout,timeout,decompyle3:timeout:timeout_after_600s
fb779f457de1,gseimiitb-1.1-cpython-38-fb779f457de1.pyc,copied,,GSEIMIITB-1.1.tar.gz,gseimiitb,1.1,tar,GSEIMIITB-1.1/src/grc/gui/canvas/__pycache__/block.cpython-38.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,timeout,timeout,decompyle3:timeout:timeout_after_600s
571412ccc799,gseimiitb-1.1-cpython-38-571412ccc799.pyc,copied,,GSEIMIITB-1.1.tar.gz,gseimiitb,1.1,tar,GSEIMIITB-1.1/src/grc/gui/canvas/__pycache__/rect_wiring.cpython-38.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,timeout,timeout,decompyle3:timeout:timeout_after_600s
fe47a15c0fc1,hemoglycin-2.0.0-cpython-311-fe47a15c0fc1.pyc,copied,,hemoglycin-2.0.0.tar.gz,hemoglycin,2.0.0,tar,hemoglycin-2.0.0/vehicles/Hemoglycin/_clique/group/__pycache__/__init__.cpython-311.pyc,cpython-311,42946,True,4,pylingual_decompilable,decompyle3;marshal,error;exit_2,marshal_parse_failure;tool_exit,marshal:error:marshal_failed: || decompyle3:exit_2:/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...
e725c75b8c93,investment-0.2.17-cpython-38-e725c75b8c93.pyc,copied,,investment-0.2.17-py3-none-any.whl,investment,0.2.17,wheel,investment/data/__pycache__/_data.cpython-38.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,timeout,timeout,decompyle3:timeout:timeout_after_600s
8db6662a7e0a,jembe-0.3.15-cpython-38-8db6662a7e0a.pyc,copied,,jembe-0.3.15-py3-none-any.whl,jembe,0.3.15,wheel,jembe/__pycache__/processor.cpython-38.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_1,tool_exit,"decompyle3:exit_1:Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 1161, in _..."
aee6a2bd9a47,jembe-0.3.15-cpython-38-aee6a2bd9a47.pyc,copied,,jembe-0.3.15.tar.gz,jembe,0.3.15,tar,jembe-0.3.15/jembe/__pycache__/processor.cpython-38.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_1,tool_exit,"decompyle3:exit_1:Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 1161, in _..."
d0df7fb092cc,libmercury-0.85-cpython-314-d0df7fb092cc.pyc,copied,,libmercury-0.85-py3-none-any.whl,libmercury,0.85,wheel,libmercury/__pycache__/__init__.cpython-314.pyc,cpython-314,3606,True,4,pylingual_decompilable,dis,error,disassembly_failure,dis:error:dis_failed:IndexError:tuple index out of range
3ca8e7528adb,libmercury-0.85-cpython-314-3ca8e7528adb.pyc,copied,,libmercury-0.85.tar.gz,libmercury,0.85,tar,libmercury-0.85/src/libmercury/__pycache__/__init__.cpython-314.pyc,cpython-314,3606,True,4,pylingual_decompilable,dis,error,disassembly_failure,dis:error:dis_failed:IndexError:tuple index out of range
d366204c40fa,lifedata-0.1.1-cpython-38-d366204c40fa.pyc,copied,,lifedata-0.1.1-py3-none-any.whl,lifedata,0.1.1,wheel,lifedata/cli/__pycache__/init_test.cpython-38-pytest-6.0.1.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
29ecae5ffddb,lifedata-0.1.1-cpython-38-29ecae5ffddb.pyc,copied,,lifedata-0.1.1-py3-none-any.whl,lifedata,0.1.1,wheel,lifedata/cli/__pycache__/main_test.cpython-38-pytest-6.0.1.pyc,cpython-38,3413,False,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
0d2125653821,lifedata-0.1.1-cpython-38-0d2125653821.pyc,copied,,lifedata-0.1.1-py3-none-any.whl,lifedata,0.1.1,wheel,lifedata/cli/__pycache__/start_test.cpython-38-pytest-6.0.1.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
8ebcaf3103f9,lifedata-0.1.1-cpython-38-8ebcaf3103f9.pyc,copied,,lifedata-0.1.1-py3-none-any.whl,lifedata,0.1.1,wheel,lifedata/webapi/__pycache__/records_test.cpython-38-pytest-6.0.1.pyc,cpython-38,3413,False,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
070646225ca0,lifedata-0.1.1-cpython-38-070646225ca0.pyc,copied,,lifedata-0.1.1-py3-none-any.whl,lifedata,0.1.1,wheel,lifedata/webapi/__pycache__/samples_test.cpython-38-pytest-6.0.1.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
dded9b5c50e5,lifedata-0.1.1-cpython-38-dded9b5c50e5.pyc,copied,,lifedata-0.1.1.tar.gz,lifedata,0.1.1,tar,lifedata-0.1.1/lifedata/cli/__pycache__/init_test.cpython-38-pytest-6.0.1.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
245cec4c9177,lifedata-0.1.1-cpython-38-245cec4c9177.pyc,copied,,lifedata-0.1.1.tar.gz,lifedata,0.1.1,tar,lifedata-0.1.1/lifedata/cli/__pycache__/main_test.cpython-38-pytest-6.0.1.pyc,cpython-38,3413,False,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
715b9368fd3b,lifedata-0.1.1-cpython-38-715b9368fd3b.pyc,copied,,lifedata-0.1.1.tar.gz,lifedata,0.1.1,tar,lifedata-0.1.1/lifedata/cli/__pycache__/start_test.cpython-38-pytest-6.0.1.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
4a84eb73967b,lifedata-0.1.1-cpython-38-4a84eb73967b.pyc,copied,,lifedata-0.1.1.tar.gz,lifedata,0.1.1,tar,lifedata-0.1.1/lifedata/webapi/__pycache__/records_test.cpython-38-pytest-6.0.1.pyc,cpython-38,3413,False,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
f45e0101fcdc,lifedata-0.1.1-cpython-38-f45e0101fcdc.pyc,copied,,lifedata-0.1.1.tar.gz,lifedata,0.1.1,tar,lifedata-0.1.1/lifedata/webapi/__pycache__/samples_test.cpython-38-pytest-6.0.1.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
aaec3ff9eb7a,magicinvoke-2.4.6-cpython-38-aaec3ff9eb7a.pyc,copied,,magicinvoke-2.4.6-py2-none-any.whl,magicinvoke,2.4.6,wheel,invoke/completion/__pycache__/__init__.cpython-38-pytest-5.3.5.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
34403dafc0c0,magicinvoke-2.4.6-cpython-38-34403dafc0c0.pyc,copied,,magicinvoke-2.4.6-py2-none-any.whl,magicinvoke,2.4.6,wheel,invoke/completion/__pycache__/complete.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
a6828b3d68a6,magicinvoke-2.4.6-cpython-38-a6828b3d68a6.pyc,copied,,magicinvoke-2.4.6-py2-none-any.whl,magicinvoke,2.4.6,wheel,invoke/completion/__pycache__/complete.cpython-38-pytest-5.3.5.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
03cec20b1ee9,magicinvoke-2.4.6-cpython-38-03cec20b1ee9.pyc,copied,,magicinvoke-2.4.6.tar.gz,magicinvoke,2.4.6,tar,magicinvoke-2.4.6/invoke/completion/__pycache__/__init__.cpython-38-pytest-5.3.5.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
6472ffee8a0e,magicinvoke-2.4.6-cpython-38-6472ffee8a0e.pyc,copied,,magicinvoke-2.4.6.tar.gz,magicinvoke,2.4.6,tar,magicinvoke-2.4.6/invoke/completion/__pycache__/complete.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
3dbeac497737,magicinvoke-2.4.6-cpython-38-3dbeac497737.pyc,copied,,magicinvoke-2.4.6.tar.gz,magicinvoke,2.4.6,tar,magicinvoke-2.4.6/invoke/completion/__pycache__/complete.cpython-38-pytest-5.3.5.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
b77420a375d2,magicinvoke-2.4.6-cpython-38-b77420a375d2.pyc,copied,,magicinvoke-2.4.6.tar.gz,magicinvoke,2.4.6,tar,magicinvoke-2.4.6/sites/magic_docs/examples/data-pipeline/__pycache__/tasks.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
282555a07bfe,magicinvoke-2.4.6-cpython-38-282555a07bfe.pyc,copied,,magicinvoke-2.4.6.tar.gz,magicinvoke,2.4.6,tar,magicinvoke-2.4.6/sites/magic_docs/examples/data-pipeline/__pycache__/tests.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,decompyle3,exit_2,tool_exit,"decompyle3:exit_2:Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn..."
56b0b70101cb,mediphy-2.2.0-cpython-310-56b0b70101cb.pyc,copied,,mediphy-2.2.0.tar.gz,mediphy,2.2.0,tar,mediphy-2.2.0/parties/mediphy/frontiers/trends/monetary/DB_mediphy_trends/collection_vernacular/__pycache__/connect.cpython-310.pyc,cpython-310,3439,False,4,pylingual_decompilable,decompyle3;marshal,error;exit_2,marshal_parse_failure;tool_exit,marshal:error:marshal_failed: || decompyle3:exit_2:/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-310/lib/python3.10/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...
