failure_id,tool,status,exception_type,exception_message,reason,package,version,artifact,artifact_type,pyc_path,python_tag,magic_number,source_present,overall_level,overall_label,artifact_path,command_file,stdout_file,stderr_file,metadata_file,trace_available
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_credentials.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_deploy_command.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_deploy_command_all_of.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_deploy_command_body.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_deploy_network.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_destroy_activity.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_error_message.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_exe_script_command_result.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_exe_script_command_state.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_exe_script_request.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_file_set.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_get_activity_state.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_get_activity_usage.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_provider_api.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_provider_event.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_requestor_control_api.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_requestor_state_api.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach,decompyle3,exit_2,ValueError,bad marshal data (unkn...,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",ya-aioclient,0.6.4,ya-aioclient-0.6.4.tar.gz,tar,ya-aioclient-0.6.4/src/ya_activity/test/__pycache__/test_run_command.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/ya-aioclient/0.6.4/ya-aioclient-0.6.4.tar.gz,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/command.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stdout.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/stderr.txt,PycLens/data/rq2/tool_robustness_failures/cpython-38/cpython-38-decompyle3-ya-aioclient-0.6.4.tar.gz-ya-aioclient-0.6.4-src-ya_activity-test-__pycach/metadata.txt,False
