metric,value
pyc_files,204904
source_present,183363
source_less,21541
runtime_magic,51470
marshal_total,204904
marshal_ok,204551
marshal_failed,353
marshal_timeout,0
dis_total,204551
dis_ok,204506
dis_failed,45
dis_timeout,0
decompyle3_total,204904
decompyle3_ok,204230
decompyle3_failed,674
decompyle3_timeout,42
pylingual_total,204904
pylingual_ok,204901
pylingual_failed,3
pylingual_timeout,3
level_0,0
level_1,0
level_2,0
level_3,3
level_4,204901
