tool,status,reason_category,reason,artifact,package,version,artifact_type,pyc_path,python_tag,magic_number,source_present,overall_level,overall_label,artifact_path
decompyle3,exit_2,tool_exit,Unknown magic number 8738 in /tmp/pybcsec-rq2-6uvcqvm2/sample.pyc,causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/pipeline/__pycache__/test_power_calculators.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_ab_preprocess_method.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
decompyle3,exit_2,tool_exit,Unknown magic number 8738 in /tmp/pybcsec-rq2-aafgd9de/sample.pyc,causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_ab_preprocess_method.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_common_utils.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
decompyle3,exit_2,tool_exit,Unknown magic number 8738 in /tmp/pybcsec-rq2-7pg4ydnp/sample.pyc,causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_common_utils.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_config_utils.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
decompyle3,exit_2,tool_exit,Unknown magic number 8738 in /tmp/pybcsec-rq2-2erd2map/sample.pyc,causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_config_utils.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_constants.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
decompyle3,exit_2,tool_exit,Unknown magic number 8738 in /tmp/pybcsec-rq2-l215p8bw/sample.pyc,causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_constants.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_delta_method.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
decompyle3,exit_2,tool_exit,Unknown magic number 8738 in /tmp/pybcsec-rq2-oyx8dxlj/sample.pyc,causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_delta_method.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_diff_in_diff_utils.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
decompyle3,exit_2,tool_exit,Unknown magic number 8738 in /tmp/pybcsec-rq2-09__px5a/sample.pyc,causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_diff_in_diff_utils.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_moments_data_process.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,False,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
decompyle3,exit_2,tool_exit,Unknown magic number 8738 in /tmp/pybcsec-rq2-phaaajqd/sample.pyc,causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_moments_data_process.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,False,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_moments_delta_method.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,False,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
decompyle3,exit_2,tool_exit,Unknown magic number 8738 in /tmp/pybcsec-rq2-9vfg44qi/sample.pyc,causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_moments_delta_method.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,False,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_simulation_utils.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,False,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
decompyle3,exit_2,tool_exit,Unknown magic number 8738 in /tmp/pybcsec-rq2-13z3i5h4/sample.pyc,causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_simulation_utils.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,False,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_srm_check.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,False,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
decompyle3,exit_2,tool_exit,Unknown magic number 8738 in /tmp/pybcsec-rq2-ahmz_dgw/sample.pyc,causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_srm_check.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,False,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_validation_utils.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
decompyle3,exit_2,tool_exit,Unknown magic number 8738 in /tmp/pybcsec-rq2-gjosd3p5/sample.pyc,causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/__pycache__/test_validation_utils.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/experiment/__pycache__/test_bootstrap.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
decompyle3,exit_2,tool_exit,Unknown magic number 8738 in /tmp/pybcsec-rq2-odnv905a/sample.pyc,causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/experiment/__pycache__/test_bootstrap.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/experiment/__pycache__/test_group_sequential.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
decompyle3,exit_2,tool_exit,Unknown magic number 8738 in /tmp/pybcsec-rq2-wsxzg2y_/sample.pyc,causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/experiment/__pycache__/test_group_sequential.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/experiment/__pycache__/test_result_utils.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
decompyle3,exit_2,tool_exit,Unknown magic number 8738 in /tmp/pybcsec-rq2-bg9hrmot/sample.pyc,causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/experiment/__pycache__/test_result_utils.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/experiment/__pycache__/test_use_t.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
decompyle3,exit_2,tool_exit,Unknown magic number 8738 in /tmp/pybcsec-rq2-i1odl4up/sample.pyc,causal_test_again-0.1.67.tar.gz,causal-test-again,0.1.67,tar,causal_test_again-0.1.67/causal_test_again/tests/unit/utils/experiment/__pycache__/test_use_t.cpython-38-pytest-6.0.1.pyc,cpython-38,8738,True,4,pylingual_decompilable,data/artifacts/pypi/causal-test-again/0.1.67/causal_test_again-0.1.67.tar.gz
marshal,error,marshal_parse_failure,marshal_failed:,corrfitter-8.2.tar.gz,corrfitter,8.2,tar,corrfitter-8.2/examples/__pycache__/etab.cpython-38.pyc,cpython-38,,True,4,pylingual_decompilable,data/artifacts/pypi/corrfitter/8.2/corrfitter-8.2.tar.gz
decompyle3,exit_2,tool_exit,File name: '/tmp/pybcsec-rq2-p3jmfq2u/sample.pyc (0 bytes)' is too short to be a valid pyc file,corrfitter-8.2.tar.gz,corrfitter,8.2,tar,corrfitter-8.2/examples/__pycache__/etab.cpython-38.pyc,cpython-38,,True,4,pylingual_decompilable,data/artifacts/pypi/corrfitter/8.2/corrfitter-8.2.tar.gz
marshal,error,marshal_parse_failure,marshal_failed:,corrfitter-8.2.tar.gz,corrfitter,8.2,tar,corrfitter-8.2/examples/__pycache__/etab.cpython-39.pyc,cpython-39,,True,4,pylingual_decompilable,data/artifacts/pypi/corrfitter/8.2/corrfitter-8.2.tar.gz
decompyle3,exit_2,tool_exit,File name: '/tmp/pybcsec-rq2-4ga6p77m/sample.pyc (0 bytes)' is too short to be a valid pyc file,corrfitter-8.2.tar.gz,corrfitter,8.2,tar,corrfitter-8.2/examples/__pycache__/etab.cpython-39.pyc,cpython-39,,True,4,pylingual_decompilable,data/artifacts/pypi/corrfitter/8.2/corrfitter-8.2.tar.gz
marshal,error,marshal_parse_failure,marshal_failed:,corrfitter-8.2.tar.gz,corrfitter,8.2,tar,corrfitter-8.2/examples/__pycache__/etas-Ds.cpython-38.pyc,cpython-38,,True,4,pylingual_decompilable,data/artifacts/pypi/corrfitter/8.2/corrfitter-8.2.tar.gz
decompyle3,exit_2,tool_exit,File name: '/tmp/pybcsec-rq2-qsiu1iqq/sample.pyc (0 bytes)' is too short to be a valid pyc file,corrfitter-8.2.tar.gz,corrfitter,8.2,tar,corrfitter-8.2/examples/__pycache__/etas-Ds.cpython-38.pyc,cpython-38,,True,4,pylingual_decompilable,data/artifacts/pypi/corrfitter/8.2/corrfitter-8.2.tar.gz
marshal,error,marshal_parse_failure,marshal_failed:,corrfitter-8.2.tar.gz,corrfitter,8.2,tar,corrfitter-8.2/examples/__pycache__/etas-Ds.cpython-39.pyc,cpython-39,,True,4,pylingual_decompilable,data/artifacts/pypi/corrfitter/8.2/corrfitter-8.2.tar.gz
decompyle3,exit_2,tool_exit,File name: '/tmp/pybcsec-rq2-ez49hvjw/sample.pyc (0 bytes)' is too short to be a valid pyc file,corrfitter-8.2.tar.gz,corrfitter,8.2,tar,corrfitter-8.2/examples/__pycache__/etas-Ds.cpython-39.pyc,cpython-39,,True,4,pylingual_decompilable,data/artifacts/pypi/corrfitter/8.2/corrfitter-8.2.tar.gz
decompyle3,exit_2,tool_exit,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",delphai_search_utils-0.2.1.tar.gz,delphai-search-utils,0.2.1,tar,delphai_search_utils-0.2.1/delphai_search_utils/tests/__pycache__/test_utils.cpython-38-pytest-5.4.3.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/delphai-search-utils/0.2.1/delphai_search_utils-0.2.1.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",datadashr-0.2.5.tar.gz,datadashr,0.2.5,tar,datadashr-0.2.5/datadashr/api/__pycache__/crud.cpython-312(1).pyc,cpython-312,28783,True,4,pylingual_decompilable,data/artifacts/pypi/datadashr/0.2.5/datadashr-0.2.5.tar.gz
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-312/lib/python3.12/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,datadashr-0.2.5.tar.gz,datadashr,0.2.5,tar,datadashr-0.2.5/datadashr/api/__pycache__/crud.cpython-312(1).pyc,cpython-312,28783,True,4,pylingual_decompilable,data/artifacts/pypi/datadashr/0.2.5/datadashr-0.2.5.tar.gz
decompyle3,exit_2,tool_exit,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",decompyle3-3.9.3.tar.gz,decompyle3,3.9.3,tar,decompyle3-3.9.3/test/__pycache__/test_pyenvlib.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/decompyle3/3.9.3/decompyle3-3.9.3.tar.gz
decompyle3,exit_2,tool_exit,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",decompyle3-3.9.3.tar.gz,decompyle3,3.9.3,tar,decompyle3-3.9.3/test/__pycache__/test_pythonlib.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/decompyle3/3.9.3/decompyle3-3.9.3.tar.gz
decompyle3,exit_2,tool_exit,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",decompyle3-3.9.3.tar.gz,decompyle3,3.9.3,tar,decompyle3-3.9.3/test/__pycache__/test_unpy37.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/decompyle3/3.9.3/decompyle3-3.9.3.tar.gz
decompyle3,exit_2,tool_exit,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",decompyle3-3.9.3.tar.gz,decompyle3,3.9.3,tar,decompyle3-3.9.3/test/decompyle/__pycache__/test_empty.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/decompyle3/3.9.3/decompyle3-3.9.3.tar.gz
decompyle3,exit_2,tool_exit,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",decompyle3-3.9.3.tar.gz,decompyle3,3.9.3,tar,decompyle3-3.9.3/test/decompyle/__pycache__/test_exceptions.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/decompyle3/3.9.3/decompyle3-3.9.3.tar.gz
decompyle3,exit_2,tool_exit,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",decompyle3-3.9.3.tar.gz,decompyle3,3.9.3,tar,decompyle3-3.9.3/test/decompyle/__pycache__/test_expressions.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/decompyle3/3.9.3/decompyle3-3.9.3.tar.gz
decompyle3,exit_2,tool_exit,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",decompyle3-3.9.3.tar.gz,decompyle3,3.9.3,tar,decompyle3-3.9.3/test/decompyle/__pycache__/test_extendedPrint.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/decompyle3/3.9.3/decompyle3-3.9.3.tar.gz
decompyle3,exit_2,tool_exit,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",decompyle3-3.9.3.tar.gz,decompyle3,3.9.3,tar,decompyle3-3.9.3/test/decompyle/__pycache__/test_loops2.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/decompyle3/3.9.3/decompyle3-3.9.3.tar.gz
decompyle3,exit_2,tool_exit,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",decompyle3-3.9.3.tar.gz,decompyle3,3.9.3,tar,decompyle3-3.9.3/test/decompyle/__pycache__/test_prettyprint.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/decompyle3/3.9.3/decompyle3-3.9.3.tar.gz
decompyle3,exit_2,tool_exit,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",decompyle3-3.9.3.tar.gz,decompyle3,3.9.3,tar,decompyle3-3.9.3/test/decompyle/__pycache__/test_print_to.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/decompyle3/3.9.3/decompyle3-3.9.3.tar.gz
decompyle3,exit_2,tool_exit,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",decompyle3-3.9.3.tar.gz,decompyle3,3.9.3,tar,decompyle3-3.9.3/test/decompyle/__pycache__/test_slices.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/decompyle3/3.9.3/decompyle3-3.9.3.tar.gz
decompyle3,exit_2,tool_exit,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",decompyle3-3.9.3.tar.gz,decompyle3,3.9.3,tar,decompyle3-3.9.3/test/simple_source/bug31/__pycache__/05_abc_test.cpython-38-PYTEST.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/decompyle3/3.9.3/decompyle3-3.9.3.tar.gz
decompyle3,exit_1,tool_exit,"Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 1161, in _...",django_connectwise-1.20.0-py3-none-any.whl,django-connectwise,1.20.0,wheel,djconnectwise/__pycache__/api.cpython-38.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/django-connectwise/1.20.0/django_connectwise-1.20.0-py3-none-any.whl
marshal,error,marshal_parse_failure,marshal_failed:,factory_farm-1.2.6.tar.gz,factory-farm,1.2.6,tar,factory_farm-1.2.6/venues/stages/factory_farm/procedures/implicit_procedure/process/keg/spaces/__pycache__/done_with_path.cpython-310.pyc,cpython-310,3439,False,4,pylingual_decompilable,data/artifacts/pypi/factory-farm/1.2.6/factory_farm-1.2.6.tar.gz
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-310/lib/python3.10/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,factory_farm-1.2.6.tar.gz,factory-farm,1.2.6,tar,factory_farm-1.2.6/venues/stages/factory_farm/procedures/implicit_procedure/process/keg/spaces/__pycache__/done_with_path.cpython-310.pyc,cpython-310,3439,False,4,pylingual_decompilable,data/artifacts/pypi/factory-farm/1.2.6/factory_farm-1.2.6.tar.gz
decompyle3,exit_2,tool_exit,"Traceback (most recent call last): File ""/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdis/load.py"", line 328, in load_module_from_file_object co = marshal.loads(bytecode) ValueError: bad marshal data (unkn...",flasgger-0.9.7.1.tar.gz,flasgger,0.9.7.1,tar,flasgger-0.9.7.1/tests/__pycache__/conftest.cpython-38-pytest-6.1.1.pyc,cpython-38,3413,True,4,pylingual_decompilable,data/artifacts/pypi/flasgger/0.9.7.1/flasgger-0.9.7.1.tar.gz
marshal,error,marshal_parse_failure,marshal_failed:,euphoria-1.0.0.tar.gz,euphoria,1.0.0,tar,euphoria-1.0.0/venues/stages/euphoria/clouds/supp_NIH/nature/form/serving_size/amount/__pycache__/__init__.cpython-311.pyc,cpython-311,42946,True,4,pylingual_decompilable,data/artifacts/pypi/euphoria/1.0.0/euphoria-1.0.0.tar.gz
