tool,status,reason_category,reason,artifact,package,version,artifact_type,pyc_path,python_tag,magic_number,source_present,overall_level,overall_label,artifact_path
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-310/lib/python3.10/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,ramps_galactic-1.1.2.tar.gz,ramps-galactic,1.1.2,tar,ramps_galactic-1.1.2/venues/stages/ramps_galactic/furniture/__pycache__/places.cpython-310.pyc,cpython-310,3439,True,4,pylingual_decompilable,data/artifacts/pypi/ramps-galactic/1.1.2/ramps_galactic-1.1.2.tar.gz
marshal,error,marshal_parse_failure,marshal_failed:,ramps_galactic-1.1.2.tar.gz,ramps-galactic,1.1.2,tar,ramps_galactic-1.1.2/venues/stages/ramps_galactic/victory_multiplier/__pycache__/holding.cpython-310.pyc,cpython-310,3439,False,4,pylingual_decompilable,data/artifacts/pypi/ramps-galactic/1.1.2/ramps_galactic-1.1.2.tar.gz
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-310/lib/python3.10/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,ramps_galactic-1.1.2.tar.gz,ramps-galactic,1.1.2,tar,ramps_galactic-1.1.2/venues/stages/ramps_galactic/victory_multiplier/__pycache__/holding.cpython-310.pyc,cpython-310,3439,False,4,pylingual_decompilable,data/artifacts/pypi/ramps-galactic/1.1.2/ramps_galactic-1.1.2.tar.gz
marshal,error,marshal_parse_failure,marshal_failed:,ramps_galactic-1.1.2.tar.gz,ramps-galactic,1.1.2,tar,ramps_galactic-1.1.2/venues/stages/ramps_galactic/victory_multiplier/__pycache__/ramp.cpython-310.pyc,cpython-310,3439,False,4,pylingual_decompilable,data/artifacts/pypi/ramps-galactic/1.1.2/ramps_galactic-1.1.2.tar.gz
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-310/lib/python3.10/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,ramps_galactic-1.1.2.tar.gz,ramps-galactic,1.1.2,tar,ramps_galactic-1.1.2/venues/stages/ramps_galactic/victory_multiplier/__pycache__/ramp.cpython-310.pyc,cpython-310,3439,False,4,pylingual_decompilable,data/artifacts/pypi/ramps-galactic/1.1.2/ramps_galactic-1.1.2.tar.gz
marshal,error,marshal_parse_failure,marshal_failed:,ramps_galactic-1.1.2.tar.gz,ramps-galactic,1.1.2,tar,ramps_galactic-1.1.2/venues/stages/ramps_galactic/victory_multiplier/__pycache__/treasure_purchase.cpython-310.pyc,cpython-310,3439,False,4,pylingual_decompilable,data/artifacts/pypi/ramps-galactic/1.1.2/ramps_galactic-1.1.2.tar.gz
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-310/lib/python3.10/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,ramps_galactic-1.1.2.tar.gz,ramps-galactic,1.1.2,tar,ramps_galactic-1.1.2/venues/stages/ramps_galactic/victory_multiplier/__pycache__/treasure_purchase.cpython-310.pyc,cpython-310,3439,False,4,pylingual_decompilable,data/artifacts/pypi/ramps-galactic/1.1.2/ramps_galactic-1.1.2.tar.gz
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/Collector2/__pycache__/Collector2.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/Collector2/__pycache__/Collector2.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:EOFError:marshal data too short,offset12:ValueError:bad marshal data (bytes object size out of range),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/Conversion/__pycache__/Conversion.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/Conversion/__pycache__/Conversion.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/DB/__pycache__/DatePicker.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/DB/__pycache__/DatePicker.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (tuple size out of range)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/DB/__pycache__/FormBuilder.cpython-312.pyc,cpython-312,3531,False,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-312/lib/python3.12/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/DB/__pycache__/FormBuilder.cpython-312.pyc,cpython-312,3531,False,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:EOFError:marshal data too short,offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/DB/__pycache__/ResetTools.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/DB/__pycache__/ResetTools.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/DB/__pycache__/SMLabelImporter.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/DB/__pycache__/SMLabelImporter.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/DB/__pycache__/db.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/DB/__pycache__/db.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/DayLog/__pycache__/DayLogger.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/DayLog/__pycache__/DayLogger.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:EOFError:marshal data too short,offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/ExportList/__pycache__/ExportListCurrent.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/ExportList/__pycache__/ExportListCurrent.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/ExtractPkg/__pycache__/ExtractPkg2.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/ExtractPkg/__pycache__/ExtractPkg2.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/ListMode2/__pycache__/ListMode2.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/ListMode2/__pycache__/ListMode2.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:EOFError:marshal data too short,offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/LocationSequencer/__pycache__/LocationSequencer.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/LocationSequencer/__pycache__/LocationSequencer.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:EOFError:marshal data too short,offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/Locator/__pycache__/Locator.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/Locator/__pycache__/Locator.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:ValueError:bad marshal data (digit out of range in long),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/Locator/__pycache__/__init__.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/Locator/__pycache__/__init__.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/Lookup/__pycache__/Lookup.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/Lookup/__pycache__/Lookup.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:ValueError:bad marshal data (bytes object size out of range),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/ModuleTemplate/__pycache__/Tasks.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/ModuleTemplate/__pycache__/Tasks.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:EOFError:marshal data too short,offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/POS/__pycache__/POS.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/POS/__pycache__/POS.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (invalid reference),offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/PunchCard/__pycache__/CalcTimePad.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/PunchCard/__pycache__/CalcTimePad.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:EOFError:marshal data too short,offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/PunchCard/__pycache__/PunchCard.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/PunchCard/__pycache__/PunchCard.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:EOFError:marshal data too short,offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/Repack/__pycache__/Repack.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/Repack/__pycache__/Repack.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:ValueError:bad marshal data (string size out of range),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/TasksMode/__pycache__/Tasks.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/TasksMode/__pycache__/Tasks.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:EOFError:marshal data too short,offset12:not_code,offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/TouchStampC/__pycache__/TouchStampC.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/TouchStampC/__pycache__/TouchStampC.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/Unified/__pycache__/Unified.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/Unified/__pycache__/Unified.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:EOFError:marshal data too short,offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/UpdatesAndImports/__pycache__/UpdatesAndImports.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-311/lib/python3.11/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/UpdatesAndImports/__pycache__/UpdatesAndImports.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:ValueError:bad marshal data (unknown type code),offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/__pycache__/MainAssist.cpython-312.pyc,cpython-312,3531,False,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
decompyle3,exit_2,tool_exit,/root/PyBC-Sec/pybcSEC/data/rq2/envs/cpython-312/lib/python3.12/site-packages/click/core.py:1262: UserWarning: The parameter --version is used more than once. Remove its duplicate as parameters should be unique. parser = self.make_parser...,radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/__pycache__/MainAssist.cpython-312.pyc,cpython-312,3531,False,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
marshal,error,marshal_parse_failure,"marshal_failed:offset16:EOFError:marshal data too short,offset12:ValueError:bad marshal data (unknown type code),offset8:ValueError:bad marshal data (unknown type code)",radboy-0.0.1054-py3-none-any.whl,radboy,0.0.1054,wheel,radboy/__pycache__/RecordMyCodes.cpython-311.pyc,cpython-311,3495,True,4,pylingual_decompilable,data/artifacts/pypi/radboy/0.0.1054/radboy-0.0.1054-py3-none-any.whl
