artifact,package,version,artifact_type,source_less_pyc,total_pyc_in_artifact,source_less_pyc_pct_in_artifact,python_tags,top_level_paths,source_recoverable_pyc,source_recoverable_pct,dynamic_loading_indicator,dynamic_load_hits,keyword_categories,security_keyword_indicator
lassen-0.5.2.tar.gz,lassen,0.5.2,tar,4,14,28.57,cpython-310;cpython-311,lassen-0.5.2,4,100.00,True,2,data;testing,no
llm_mocks-0.1.0.tar.gz,llm-mocks,0.1.0,tar,4,10,40.00,cpython-311,llm_mocks-0.1.0,4,100.00,False,0,network,no
lorann-0.4.4.tar.gz,lorann,0.4.4,tar,4,6,66.67,cpython-311,lorann-0.4.4,4,100.00,False,0,ml,no
mac-pyxa-0.3.0.1.tar.gz,mac-pyxa,0.3.0.1,tar,4,116,3.45,cpython-310;cpython-311,mac-pyxa-0.3.0.1,4,100.00,True,2,,no
manim_automata-0.2.14.tar.gz,manim-automata,0.2.14,tar,4,18,22.22,cpython-39,manim_automata-0.2.14,4,100.00,False,0,,no
me_backup-0.1.24.tar.gz,me-backup,0.1.24,tar,4,4,100.00,cpython-39,me_backup-0.1.24,4,100.00,False,0,network,no
moman-0.0.1-py3-none-any.whl,moman,0.0.1,wheel,4,31,12.90,cpython-313,moman-bin;moman,4,100.00,True,3,,no
moman-0.0.1.tar.gz,moman,0.0.1,tar,4,31,12.90,cpython-313,moman-0.0.1,4,100.00,True,3,,no
MyoBand-1.3.tar.gz,myoband,1.3,tar,4,13,30.77,cpython-310,MyoBand-1.3,4,100.00,False,0,,no
nest-on-square-wheels-3.0.2.tar.gz,nest-on-square-wheels,3.0.2,tar,4,4,100.00,cpython-39,nest-on-square-wheels-3.0.2,4,100.00,True,7,data;network,no
neuroai-0.5.2-py3-none-any.whl,neuroai,0.5.2,wheel,4,84,4.76,cpython-38,NeuroPixelAI,4,100.00,True,16,,no
neuroai-0.5.2.tar.gz,neuroai,0.5.2,tar,4,84,4.76,cpython-38,neuroai-0.5.2,4,100.00,True,16,,no
omegah2csg-0.0.2.tar.gz,omegah2csg,0.0.2,tar,4,25,16.00,cpython-312;cpython-313,omegah2csg-0.0.2,4,100.00,True,2,testing,no
ouobypass-0.0.2-py3-none-any.whl,ouobypass,0.0.2,wheel,4,4,100.00,cpython-311,ouobypass,4,100.00,False,0,,no
ozi_templates-2.29.9-cp311-none-any.whl,ozi-templates,2.29.9,wheel,4,4,100.00,cpython-311,ozi_templates,4,100.00,False,0,testing,no
polarkv-1.1.0-py3-none-any.whl,polarkv,1.1.0,wheel,4,6,66.67,cpython-312,polarkv,4,100.00,False,0,network,no
predictionconsoandrea-1.0.0.tar.gz,predictionconsoandrea,1.0.0,tar,4,4,100.00,cpython-38,predictionconsoandrea-1.0.0,4,100.00,True,1,,no
primesw-0.5.0.tar.gz,primesw,0.5.0,tar,4,7,57.14,cpython-38,primesw-0.5.0,4,100.00,True,2,,no
pspvis-0.0.dev9-py3-none-any.whl,pspvis,0.0.dev9,wheel,4,15,26.67,cpython-38;cpython-39,pspvis,4,100.00,False,0,,no
pspvis-0.0.dev9.tar.gz,pspvis,0.0.dev9,tar,4,15,26.67,cpython-38;cpython-39,pspvis-0.0.dev9,4,100.00,False,0,,no
pwspy_gui-0.1.14.tar.gz,pwspy-gui,0.1.14,tar,4,4,100.00,cpython-38,pwspy_gui-0.1.14,4,100.00,True,20,ml,no
Py_FS-0.2.1.tar.gz,py-fs,0.2.1,tar,4,48,8.33,cpython-38,Py_FS-0.2.1,4,100.00,False,0,testing,no
pyairscript-0.3.1.tar.gz,pyairscript,0.3.1,tar,4,5,80.00,cpython-312,pyairscript-0.3.1,4,100.00,True,4,,no
pybrass-0.3.1.tar.gz,pybrass,0.3.1,tar,4,18,22.22,cpython-312,pybrass-0.3.1,4,100.00,True,1,testing,no
pyethnicity-0.0.27.tar.gz,pyethnicity,0.0.27,tar,4,11,36.36,cpython-311,pyethnicity-0.0.27,4,100.00,True,1,ml,no
quokkas-0.0.4-py3-none-any.whl,quokkas,0.0.4,wheel,4,52,7.69,cpython-38,quokkas,4,100.00,True,1,,no
quokkas-0.0.4.tar.gz,quokkas,0.0.4,tar,4,52,7.69,cpython-38,quokkas-0.0.4,4,100.00,True,1,,no
qwak_sim-2025.1017a0-py3-none-any.whl,qwak-sim,2025.1017a0,wheel,4,43,9.30,cpython-310;cpython-312,utils;qwak,4,100.00,True,3,testing,no
qwak_sim-2025.1017a0.tar.gz,qwak-sim,2025.1017a0,tar,4,43,9.30,cpython-310;cpython-312,qwak_sim-2025.1017a0,4,100.00,True,3,testing,no
roon-0.5.1.tar.gz,roon,0.5.1,tar,4,4,100.00,cpython-39,roon-0.5.1,4,100.00,True,7,,no
savage_generator-0.1.3-py3-none-any.whl,savage-generator,0.1.3,wheel,4,18,22.22,cpython-39,savage,4,100.00,False,0,,no
savage_generator-0.1.3.tar.gz,savage-generator,0.1.3,tar,4,18,22.22,cpython-39,savage_generator-0.1.3,4,100.00,False,0,,no
SCALECASTDEV-0.2.0.tar.gz,scalecastdev,0.2.0,tar,4,7,57.14,cpython-38,SCALECASTDEV-0.2.0,4,100.00,False,0,,no
scBayesDeconv-0.1.tar.gz,scbayesdeconv,0.1,tar,4,9,44.44,cpython-38,scBayesDeconv-0.1,4,100.00,False,0,,no
season-2.5.2-py3-none-any.whl,season,2.5.2,wheel,4,140,2.86,cpython-314,season,4,100.00,True,4,cli;ml,no
slitherin-0.7.2.tar.gz,slitherin,0.7.2,tar,4,42,9.52,cpython-311,slitherin-0.7.2,4,100.00,False,0,,no
sphinxnotes-extweb-1.0a0.tar.gz,sphinxnotes-extweb,1.0a0,tar,4,4,100.00,cpython-39,sphinxnotes-extweb-1.0a0,4,100.00,False,0,,no
springheel-7.0.2-py3-none-any.whl,springheel,7.0.2,wheel,4,55,7.27,cpython-38;cpython-39,springheel,4,100.00,False,0,,no
springheel-7.0.2.tar.gz,springheel,7.0.2,tar,4,55,7.27,cpython-38;cpython-39,springheel-7.0.2,4,100.00,False,0,,no
tap_producer-1.5.22-cp311-none-any.whl,tap-producer,1.5.22,wheel,4,4,100.00,cpython-311,tap_producer,4,100.00,False,0,testing,no
tklds-0.1.2.tar.gz,tklds,0.1.2,tar,4,37,10.81,cpython-310,tklds-0.1.2,4,100.00,False,0,,no
twocan-0.1.2-py3-none-any.whl,twocan,0.1.2,wheel,4,13,30.77,cpython-313;cpython-39,twocan,4,100.00,True,2,,no
vyomcloudbridge-0.2.105-py3-none-any.whl,vyomcloudbridge,0.2.105,wheel,4,87,4.60,cpython-310;cpython-312,vyomcloudbridge,4,100.00,True,3,testing,no
vyomcloudbridge-0.2.105.tar.gz,vyomcloudbridge,0.2.105,tar,4,87,4.60,cpython-310;cpython-312,vyomcloudbridge-0.2.105,4,100.00,True,5,testing,no
wagtail_word-1.1.3.tar.gz,wagtail-word,1.1.3,tar,4,6,66.67,cpython-311,wagtail_word-1.1.3,4,100.00,False,0,,no
xapp_protected-0.1.4-py3-none-any.whl,xapp-protected,0.1.4,wheel,4,4,100.00,cpython-311;cpython-312;cpython-313;cpython-314,xapp_protected,4,100.00,True,1,,no
xapp_protected-0.1.4.tar.gz,xapp-protected,0.1.4,tar,4,4,100.00,cpython-311;cpython-312;cpython-313;cpython-314,xapp_protected-0.1.4,4,100.00,True,1,,no
ytsocket-3.0.1-py310-none-any.whl,ytsocket,3.0.1,wheel,4,4,100.00,cpython-310,ytsocket,4,100.00,False,0,,no
abstract_ai_test-0.1.8.6.tar.gz,abstract-ai-test,0.1.8.6,tar,3,18,16.67,cpython-311,abstract_ai_test-0.1.8.6,3,100.00,False,0,data;ml;testing,no
aerospace_chatbot-0.0.10.1.tar.gz,aerospace-chatbot,0.0.10.1,tar,3,16,18.75,cpython-311,aerospace_chatbot-0.0.10.1,3,100.00,False,0,,no
ai_circuit_denoiser-1.0.0.tar.gz,ai-circuit-denoiser,1.0.0,tar,3,3,100.00,cpython-310,ai_circuit_denoiser-1.0.0,3,100.00,True,1,ml,no
android-xml-translater-1.0.3.tar.gz,android-xml-translater,1.0.3,tar,3,3,100.00,cpython-311,android-xml-translater-1.0.3,3,100.00,False,0,data,no
apache-liminal-zion-2.tar.gz,apache-liminal-zion,2,tar,3,19,15.79,cpython-38,apache-liminal-zion-2,3,100.00,True,1,build,no
apache_liminal_zion-2.0-py3-none-any.whl,apache-liminal-zion,2,wheel,3,19,15.79,cpython-38,liminal,3,100.00,True,1,build,no
ares_ai-0.6.6-py3-none-any.whl,ares-ai,0.6.6,wheel,3,45,6.67,cpython-310,ares,3,100.00,True,3,ml;testing,no
ares_ai-0.6.6.tar.gz,ares-ai,0.6.6,tar,3,45,6.67,cpython-310,ares_ai-0.6.6,3,100.00,True,3,ml;testing,no
aumplus-25.2.0-py3-none-any.whl,aumplus,25.2.0,wheel,3,3,100.00,cpython-312,aumplus,3,100.00,False,0,cli,no
bmitools-0.1.9-py3-none-any.whl,bmitools,0.1.9,wheel,3,13,23.08,cpython-38,bmitools,3,100.00,False,0,build,no
bmitools-0.1.9.tar.gz,bmitools,0.1.9,tar,3,13,23.08,cpython-38,bmitools-0.1.9,3,100.00,False,0,build,no
bride_of_frankensystem_dev-2.0.0.56-py3-none-any.whl,bride-of-frankensystem-dev,2.0.0.56,wheel,3,108,2.78,cpython-311;cpython-314;cpython-39,BOFS,3,100.00,True,3,,no
bride_of_frankensystem_dev-2.0.0.56.tar.gz,bride-of-frankensystem-dev,2.0.0.56,tar,3,108,2.78,cpython-311;cpython-314;cpython-39,bride_of_frankensystem_dev-2.0.0.56,3,100.00,True,3,,no
burr-0.40.2.tar.gz,burr,0.40.2,tar,3,52,5.77,cpython-311,burr-0.40.2,3,100.00,True,23,,no
cd3_connector-0.3.2-py3-none-any.whl,cd3-connector,0.3.2,wheel,3,3,100.00,cpython-313,cd3_connector,3,100.00,False,0,,no
cd3_connector-0.3.2.tar.gz,cd3-connector,0.3.2,tar,3,3,100.00,cpython-313,cd3_connector-0.3.2,3,100.00,False,0,,no
change_logs_django-1.0.3-py3-none-any.whl,change-logs-django,1.0.3,wheel,3,5,60.00,cpython-311,change_logs,3,100.00,False,0,,no
change_logs_django-1.0.3.tar.gz,change-logs-django,1.0.3,tar,3,5,60.00,cpython-311,change_logs_django-1.0.3,3,100.00,False,0,,no
cinder_ml-1.8.5-py3-none-any.whl,cinder-ml,1.8.5,wheel,3,19,15.79,cpython-312,backend,3,100.00,True,4,ml,no
cinder_ml-1.8.5.tar.gz,cinder-ml,1.8.5,tar,3,19,15.79,cpython-312,cinder_ml-1.8.5,3,100.00,True,4,ml,no
cli_task_manager_ronel-1.0.0.tar.gz,cli-task-manager-ronel,1.0.0,tar,3,4,75.00,cpython-313,cli_task_manager_ronel-1.0.0,3,100.00,False,0,cli,no
cobind-1.0.1.tar.gz,cobind,1.0.1,tar,3,12,25.00,cpython-38,cobind-1.0.1,3,100.00,False,0,,no
Codexes2Gemini-0.5.0.0-py3-none-any.whl,codexes2gemini,0.5.0.0,wheel,3,53,5.66,cpython-310;cpython-311,Codexes2Gemini,3,100.00,True,9,,no
coindy-0.0.1-py3-none-any.whl,coindy,0.0.1,wheel,3,21,14.29,cpython-39,coindy,3,100.00,False,0,testing,no
coindy-0.0.1.tar.gz,coindy,0.0.1,tar,3,21,14.29,cpython-39,coindy-0.0.1,3,100.00,False,0,testing,no
colapy-1.0.0.1.tar.gz,colapy,1.0.0.1,tar,3,12,25.00,cpython-312,colapy-1.0.0.1,3,100.00,False,0,testing,no
covey_sdk-0.1.16-py3-none-any.whl,covey-sdk,0.1.16,wheel,3,8,37.50,cpython-310,covey,3,100.00,False,0,,no
ctuFaultDetector-1.1.4.tar.gz,ctufaultdetector,1.1.4,tar,3,10,30.00,cpython-311,ctuFaultDetector-1.1.4,3,100.00,False,0,,no
devopsmind-1.1.1-py3-none-any.whl,devopsmind,1.1.1,wheel,3,75,4.00,cpython-312,devopsmind,3,100.00,True,8,,no
devopsmind-1.1.1.tar.gz,devopsmind,1.1.1,tar,3,75,4.00,cpython-312,devopsmind-1.1.1,3,100.00,True,8,,no
django_imageskit_plus-2.0.0-py3-none-any.whl,django-imageskit-plus,2.0.0,wheel,3,28,10.71,cpython-312,front,3,100.00,False,0,,no
django_imageskit_plus-2.0.0.tar.gz,django-imageskit-plus,2.0.0,tar,3,28,10.71,cpython-312,django_imageskit_plus-2.0.0,3,100.00,False,0,,no
django-ipghrms-contract-1.17.tar.gz,django-ipghrms-contract,1.17,tar,3,59,5.08,cpython-310;cpython-39,django-ipghrms-contract-1.17,3,100.00,False,0,,no
django_ipghrms_contract-1.17-py3-none-any.whl,django-ipghrms-contract,1.17,wheel,3,59,5.08,cpython-310;cpython-39,contract,3,100.00,False,0,,no
django_marathon-0.1-py3-none-any.whl,django-marathon,0.1,wheel,3,11,27.27,cpython-310,marathon,3,100.00,False,0,testing,no
django_marathon-0.1.tar.gz,django-marathon,0.1,tar,3,11,27.27,cpython-310,django_marathon-0.1,3,100.00,False,0,testing,no
django-social-layer-1.0.2.tar.gz,django-social-layer,1.0.2,tar,3,52,5.77,cpython-39,django-social-layer-1.0.2,3,100.00,True,1,,no
django_social_layer-1.0.2-py3-none-any.whl,django-social-layer,1.0.2,wheel,3,52,5.77,cpython-39,social_layer,3,100.00,True,1,,no
django_tbase_config-2023.5.2116846027.tar.gz,django-tbase-config,2023.5.2116846027,tar,3,8,37.50,cpython-310,django_tbase_config-2023.5.2116846027,3,100.00,False,0,,no
django_workos-0.12.0-py3-none-any.whl,django-workos,0.12.0,wheel,3,25,12.00,cpython-310,workos_login,3,100.00,False,0,,no
django_workos-0.12.0.tar.gz,django-workos,0.12.0,tar,3,25,12.00,cpython-310,django_workos-0.12.0,3,100.00,False,0,,no
entityshape-0.1.1.tar.gz,entityshape,0.1.1,tar,3,10,30.00,cpython-311,entityshape-0.1.1,3,100.00,False,0,,no
foam_hair-1.6.1.tar.gz,foam-hair,1.6.1,tar,3,44,6.82,cpython-310;cpython-311,foam_hair-1.6.1,3,100.00,True,3,network,no
foam_rodeo-0.0.1.tar.gz,foam-rodeo,0.0.1,tar,3,44,6.82,cpython-310;cpython-311,foam_rodeo-0.0.1,3,100.00,True,3,network,no
gen-trace-0.1.0.tar.gz,gen-trace,0.1.0,tar,3,3,100.00,cpython-38,gen-trace-0.1.0,3,100.00,False,0,,no
gen_trace-0.1.0-py3-none-any.whl,gen-trace,0.1.0,wheel,3,3,100.00,cpython-38,gen_trace,3,100.00,False,0,,no
georges-2024.2.tar.gz,georges,2024.2,tar,3,96,3.12,cpython-38,georges-2024.2,3,100.00,True,1,,no
gregium-2.0.4.tar.gz,gregium,2.0.4,tar,3,37,8.11,cpython-312,gregium-2.0.4,3,100.00,True,2,ml,no
hemoglycin-2.0.0.tar.gz,hemoglycin,2.0.0,tar,3,44,6.82,cpython-310;cpython-311,hemoglycin-2.0.0,3,100.00,True,3,network,no
isage_mcp-0.1.0.0-py2.py3-none-any.whl,isage-mcp,0.1.0.0,wheel,3,5,60.00,cpython-312,sage,3,100.00,False,0,network,no
isage_mcp-0.1.0.0.tar.gz,isage-mcp,0.1.0.0,tar,3,5,60.00,cpython-312,isage_mcp-0.1.0.0,3,100.00,False,0,network,no
isage_sias-0.1.0-cp311-none-any.whl,isage-sias,0.1.0,wheel,3,4,75.00,cpython-311,sage_sias,3,100.00,False,0,,no
ivyorm-0.1.24.tar.gz,ivyorm,0.1.24,tar,3,22,13.64,cpython-311;cpython-39,ivyorm-0.1.24,3,100.00,True,2,data,no
knowledge_graph_maker_bedrock-0.2.2.tar.gz,knowledge-graph-maker-bedrock,0.2.2,tar,3,5,60.00,cpython-311;cpython-312,knowledge_graph_maker_bedrock-0.2.2,3,100.00,False,0,network,no
lidb-2026.5.14.16-py3-none-any.whl,lidb,2026.5.14.16,wheel,3,50,6.00,cpython-312,lidb,3,100.00,True,1,,no
LSystemRenderer-0.0.9-py3-none-any.whl,lsystemrenderer,0.0.9,wheel,3,16,18.75,cpython-310,lsystem,3,100.00,False,0,,no
LSystemRenderer-0.0.9.tar.gz,lsystemrenderer,0.0.9,tar,3,16,18.75,cpython-310,LSystemRenderer-0.0.9,3,100.00,False,0,,no
lynguine-0.1.1.tar.gz,lynguine,0.1.1,tar,3,53,5.66,cpython-311,lynguine-0.1.1,3,100.00,False,0,testing,no
m_dos-0.0.1.tar.gz,m-dos,0.0.1,tar,3,17,17.65,cpython-39,m_dos-0.0.1,3,100.00,False,0,data;testing,no
marsbots-0.2.1.tar.gz,marsbots,0.2.1,tar,3,12,25.00,cpython-39,marsbots-0.2.1,3,100.00,True,1,,no
mha_flow-2.1.0-py3-none-any.whl,mha-flow,2.1.0,wheel,3,17,17.65,cpython-312,mha_toolbox,3,100.00,True,5,,no
mha_flow-2.1.0.tar.gz,mha-flow,2.1.0,tar,3,17,17.65,cpython-312,mha_flow-2.1.0,3,100.00,True,7,,no
milea-users-0.2.1.tar.gz,milea-users,0.2.1,tar,3,5,60.00,cpython-311,milea-users-0.2.1,3,100.00,False,0,,no
milea_users-0.2.1-py3-none-any.whl,milea-users,0.2.1,wheel,3,5,60.00,cpython-311,milea_users,3,100.00,False,0,,no
mqc-2.0.2-py3-none-any.whl,mqc,2.0.2,wheel,3,18,16.67,cpython-38,mqc,3,100.00,True,1,,no
mqc-2.0.2.tar.gz,mqc,2.0.2,tar,3,18,16.67,cpython-38,mqc-2.0.2,3,100.00,True,1,,no
mve2-0.0.3.tar.gz,mve2,0.0.3,tar,3,1729,0.17,cpython-310,mve2-0.0.3,3,100.00,True,157,,no
neogpt-0.1.0.tar.gz,neogpt,0.1.0,tar,3,105,2.86,cpython-310;cpython-311,neogpt-0.1.0,3,100.00,True,1,,no
nexui-0.2.4-py3-none-any.whl,nexui,0.2.4,wheel,3,5,60.00,cpython-313,nexui,3,100.00,False,0,,no
nexui-0.2.4.tar.gz,nexui,0.2.4,tar,3,5,60.00,cpython-313,nexui-0.2.4,3,100.00,False,0,,no
nodeology-0.0.3.tar.gz,nodeology,0.0.3,tar,3,13,23.08,cpython-311,nodeology-0.0.3,3,100.00,True,3,network;testing,no
nsface_python-1.1.78-py3-none-any.whl,nsface-python,1.1.78,wheel,3,69,4.35,cpython-38,nsface,3,100.00,True,4,ml,no
oumuamua-0.4.0.tar.gz,oumuamua,0.4.0,tar,3,44,6.82,cpython-310;cpython-311,oumuamua-0.4.0,3,100.00,True,3,network,no
plaidcloud_rpc-1.7.2-py3-none-any.whl,plaidcloud-rpc,1.7.2,wheel,3,4,75.00,cpython-38,plaidcloud,3,100.00,False,0,network,no
plaidcloud_rpc-1.7.2.tar.gz,plaidcloud-rpc,1.7.2,tar,3,4,75.00,cpython-38,plaidcloud_rpc-1.7.2,3,100.00,False,0,network,no
py_simple_image_editor-0.0.5.tar.gz,py-simple-image-editor,0.0.5,tar,3,18,16.67,cpython-311,py_simple_image_editor-0.0.5,3,100.00,False,0,,no
py_simple_morse_code_raspi-0.0.5.tar.gz,py-simple-morse-code-raspi,0.0.5,tar,3,8,37.50,cpython-311,py_simple_morse_code_raspi-0.0.5,3,100.00,False,0,,no
py_simple_morse_code-0.0.5.tar.gz,py-simple-morse-code,0.0.5,tar,3,8,37.50,cpython-311,py_simple_morse_code-0.0.5,3,100.00,False,0,,no
pydift-0.1.2.tar.gz,pydift,0.1.2,tar,3,3,100.00,cpython-312,pydift-0.1.2,3,100.00,False,0,ml,no
pyenvelop-2.0.3.4-py3-none-any.whl,pyenvelop,2.0.3.4,wheel,3,3,100.00,cpython-312,pyenvelop,3,100.00,False,0,,no
pyfrac-0.0.1.tar.gz,pyfrac,0.0.1,tar,3,4,75.00,cpython-39,pyfrac-0.0.1,3,100.00,False,0,testing,no
pygasus-0.10.4.tar.gz,pygasus,0.10.4,tar,3,60,5.00,cpython-310;cpython-38;cpython-39,pygasus-0.10.4,3,100.00,True,1,ml,no
pygitclone-0.0.3.tar.gz,pygitclone,0.0.3,tar,3,15,20.00,cpython-310,pygitclone-0.0.3,3,100.00,True,1,,no
pygubu_designer-0.43.3.tar.gz,pygubu-designer,0.43.3,tar,3,99,3.03,cpython-311;cpython-38,pygubu_designer-0.43.3,3,100.00,True,7,plugin,no
pykserials-2.7.2-py310-none-any.whl,pykserials,2.7.2,wheel,3,3,100.00,cpython-310,pykserials,3,100.00,False,0,,no
pythonnet314_whl-3.1.0rc0-py3-none-any.whl,pythonnet314-whl,3.1.0rc0,wheel,3,3,100.00,cpython-314,pythonnet314,3,100.00,True,1,,no
reapy-boost-0.10.201.tar.gz,reapy-boost,0.10.201,tar,3,114,2.63,cpython-310;cpython-39,reapy-boost-0.10.201,3,100.00,True,3,network,no
reapy_boost-0.10.201-py2.py3-none-any.whl,reapy-boost,0.10.201,wheel,3,114,2.63,cpython-310;cpython-39,reapy_boost,3,100.00,True,3,network,no
remdex-0.39.tar.gz,remdex,0.39,tar,3,4,75.00,cpython-38,remdex-0.39,3,100.00,False,0,,no
SafeScanEngine-0.2.0.tar.gz,safescanengine,0.2.0,tar,3,4,75.00,cpython-311,SafeScanEngine-0.2.0,3,100.00,False,0,testing,no
smaktest1-0.0.2-py3-none-any.whl,smaktest1,0.0.2,wheel,3,291,1.03,cpython-310;cpython-39,smak,3,100.00,True,10,,no
smaktest1-0.0.2.tar.gz,smaktest1,0.0.2,tar,3,291,1.03,cpython-310;cpython-39,smaktest1-0.0.2,3,100.00,True,10,,no
ssgpy-0.1.13-py3-none-any.whl,ssgpy,0.1.13,wheel,3,9,33.33,cpython-311,ssg,3,100.00,False,0,,no
ssgpy-0.1.13.tar.gz,ssgpy,0.1.13,tar,3,9,33.33,cpython-311,ssgpy-0.1.13,3,100.00,True,1,,no
st_menu-1.0.2-py3-none-any.whl,st-menu,1.0.2,wheel,3,17,17.65,cpython-310,st_menu,3,100.00,False,0,ml,no
st_menu-1.0.2.tar.gz,st-menu,1.0.2,tar,3,17,17.65,cpython-310,st_menu-1.0.2,3,100.00,True,1,ml,no
streamcontroller_streamdeck-0.1.5.tar.gz,streamcontroller-streamdeck,0.1.5,tar,3,22,13.64,cpython-313,streamcontroller_streamdeck-0.1.5,3,100.00,False,0,,no
termcharts-1.1.2.tar.gz,termcharts,1.1.2,tar,3,9,33.33,cpython-310,termcharts-1.1.2,3,100.00,False,0,,no
tholin-1.0.0.tar.gz,tholin,1.0.0,tar,3,44,6.82,cpython-310;cpython-311,tholin-1.0.0,3,100.00,True,3,network,no
topasdosecalc-1.4-py3-none-any.whl,topasdosecalc,1.4,wheel,3,8,37.50,cpython-38,topasdosecalc,3,100.00,False,0,,no
topasdosecalc-1.4.tar.gz,topasdosecalc,1.4,tar,3,8,37.50,cpython-38,topasdosecalc-1.4,3,100.00,False,0,,no
transatlantic_beta-0.0.1.dev2-cp310-cp310-macosx_10_9_universal2.whl,transatlantic-beta,0.0.1.dev2,wheel,3,27,11.11,cpython-311,transatlantic_beta,3,100.00,False,0,,no
transatlantic_beta-0.0.1.dev2.tar.gz,transatlantic-beta,0.0.1.dev2,tar,3,27,11.11,cpython-311,transatlantic_beta-0.0.1.dev2,3,100.00,False,0,,no
txapi-1.0.2.8.tar.gz,txapi,1.0.2.8,tar,3,30,10.00,cpython-39,txapi-1.0.2.8,3,100.00,False,0,network;testing,no
unitmcp-0.1.69-py3-none-any.whl,unitmcp,0.1.69,wheel,3,144,2.08,cpython-311;cpython-312,unitmcp,3,100.00,True,1,,no
unitmcp-0.1.69.tar.gz,unitmcp,0.1.69,tar,3,144,2.08,cpython-311;cpython-312,unitmcp-0.1.69,3,100.00,True,5,,no
vit_pytorch-1.21.5.tar.gz,vit-pytorch,1.21.5,tar,3,5,60.00,cpython-310,vit_pytorch-1.21.5,3,100.00,True,2,testing,no
VK_async-1.1.0.tar.gz,vk-async,1.1.0,tar,3,8,37.50,cpython-39,VK_async-1.1.0,3,100.00,True,1,,no
VMedNLP-1.2.3-py38-none-any.whl,vmednlp,1.2.3,wheel,3,3,100.00,cpython-38,VMedNLP,3,100.00,False,0,,no
wildcard_core-0.1.7.tar.gz,wildcard-core,0.1.7,tar,3,20,15.00,cpython-312,wildcard_core-0.1.7,3,100.00,True,4,network;security,yes
wizz-0.2.2.tar.gz,wizz,0.2.2,tar,3,29,10.34,cpython-310;cpython-312,wizz-0.2.2,3,100.00,False,0,,no
wonkaai-0.2.5.tar.gz,wonkaai,0.2.5,tar,3,8,37.50,cpython-39,wonkaai-0.2.5,3,100.00,False,0,,no
wonkai-0.2.13.tar.gz,wonkai,0.2.13,tar,3,12,25.00,cpython-39,wonkai-0.2.13,3,100.00,False,0,,no
xiomedon-1.0.2.tar.gz,xiomedon,1.0.2,tar,3,5,60.00,cpython-311,xiomedon-1.0.2,3,100.00,False,0,testing,no
zef-0.1.42-cp310-abi3-macosx_11_0_arm64.whl,zef,0.1.42,wheel,3,38,7.89,cpython-314,zef,3,100.00,True,6,,no
zohavi-0.1.49.tar.gz,zohavi,0.1.49,tar,3,38,7.89,cpython-38,zohavi-0.1.49,3,100.00,True,1,,no
accphys-0.1.1.tar.gz,accphys,0.1.1,tar,2,12,16.67,cpython-310,accphys-0.1.1,2,100.00,False,0,ml,no
additional-0.1.0.tar.gz,additional,0.1.0,tar,2,43,4.65,cpython-311,additional-0.1.0,2,100.00,False,0,ml,no
agent_automata-0.1.5.tar.gz,agent-automata,0.1.5,tar,2,19,10.53,cpython-311,agent_automata-0.1.5,2,100.00,True,2,,no
alert360-0.0.9.tar.gz,alert360,0.0.9,tar,2,7,28.57,cpython-310,alert360-0.0.9,2,100.00,False,0,,no
allesfitter-1.2.10.tar.gz,allesfitter,1.2.10,tar,2,109,1.83,cpython-38;cpython-39,allesfitter-1.2.10,2,100.00,True,1,,no
amaceing_toolkit-0.7.0-cp39-cp39-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,amaceing-toolkit,0.7.0,wheel,2,12,16.67,cpython-39,amaceing_toolkit,2,100.00,True,3,,no
angorapy-0.10.8-py3-none-any.whl,angorapy,0.10.8,wheel,2,86,2.33,cpython-38;cpython-39,angorapy,2,100.00,False,0,,no
angorapy-0.10.8.tar.gz,angorapy,0.10.8,tar,2,86,2.33,cpython-38;cpython-39,angorapy-0.10.8,2,100.00,False,0,,no
animal_scraper-0.1.1.tar.gz,animal-scraper,0.1.1,tar,2,2,100.00,cpython-38;cpython-39,animal_scraper-0.1.1,2,100.00,False,0,,no
appeears_api_client-0.1.3.tar.gz,appeears-api-client,0.1.3,tar,2,12,16.67,cpython-312,appeears_api_client-0.1.3,2,100.00,False,0,network,no
atabet_data-1.0.0-cp310-cp310-macosx_10_9_x86_64.whl,atabet-data,1.0.0,wheel,2,2,100.00,cpython-310,atabet_data,2,100.00,False,0,data,no
aukey-0.1.2.tar.gz,aukey,0.1.2,tar,2,2,100.00,cpython-311,aukey-0.1.2,2,100.00,False,0,,no
batorch-1.0.55-py3-none-any.whl,batorch,1.0.55,wheel,2,5,40.00,cpython-39,micomputing,2,100.00,True,17,,no
batorch-1.0.55.tar.gz,batorch,1.0.55,tar,2,5,40.00,cpython-39,batorch-1.0.55,2,100.00,True,17,,no
BBFinance-1.5.5.tar.gz,bbfinance,1.5.5,tar,2,6,33.33,cpython-39,BBFinance-1.5.5,2,100.00,False,0,,no
behavex-4.6.5-py3-none-any.whl,behavex,4.6.5,wheel,2,22,9.09,cpython-310,behavex,2,100.00,True,4,network,no
behavex-4.6.5.tar.gz,behavex,4.6.5,tar,2,22,9.09,cpython-310,behavex-4.6.5,2,100.00,True,4,network,no
biobb_adapters-5.1.2-py3-none-any.whl,biobb-adapters,5.1.2,wheel,2,2,100.00,cpython-310,biobb_adapters,2,100.00,False,0,testing,no
