python_tag,interpreter,honggfuzz,input_dir,corpus_dir,coverage_stats,crash_dir,timeout_dir,report,log,duration,workers,status,reason,crashes,timeouts
cpython-312,/root/PyBC-Sec/tools/pybcSEC/data/rq3/cpython-3.12/instrumented/python,/root/PyBC-Sec/tools/honggfuzz/honggfuzz,data/rq3/cpython-3.12/seeds,data/rq3/cpython-3.12/fuzz/corpus,data/rq3/cpython-3.12/fuzz/coverage_stats.csv,data/rq3/cpython-3.12/fuzz/crashes,data/rq3/cpython-3.12/fuzz/timeouts,data/rq3/cpython-3.12/fuzz/HONGGFUZZ.REPORT.TXT,data/rq3/cpython-3.12/fuzz/honggfuzz.log,86400,1,ok,,2276,0
