input,input_type,files_total,py_files,pyc_files,pycache_dirs,source_less_pyc,has_bytecode,has_dynamic_loading,dynamic_load_hits,magic_numbers,pyc_versions,errors
data/artifacts/pypi/cmdmock/1.1.0/cmdmock-1.1.0-py3-none-any.whl,wheel,6,1,0,0,0,False,True,1,,,
data/artifacts/pypi/cmdmock/1.1.0/cmdmock-1.1.0.tar.gz,tar,5,1,0,0,0,False,True,1,,,
data/artifacts/pypi/code-context-compiler/0.1.4/code_context_compiler-0.1.4-py3-none-any.whl,wheel,11,6,0,0,0,False,False,0,,,
data/artifacts/pypi/code-context-compiler/0.1.4/code_context_compiler-0.1.4.tar.gz,tar,10,6,0,0,0,False,False,0,,,
data/artifacts/pypi/ciffy/1.0.3/ciffy-1.0.3.tar.gz,tar,354,213,0,0,0,False,True,20,,,
data/artifacts/pypi/codesee-util/0.88.0/codesee_util-0.88.0-py3-none-any.whl,wheel,9,3,0,0,0,False,False,0,,,
data/artifacts/pypi/codesee-util/0.88.0/codesee-util-0.88.0.tar.gz,tar,18,3,0,0,0,False,False,0,,,
data/artifacts/pypi/codex-app-server-sdk/0.3.2/codex_app_server_sdk-0.3.2-py3-none-any.whl,wheel,11,6,0,0,0,False,False,0,,,
data/artifacts/pypi/collective-dms-basecontent/2.0.3/collective_dms_basecontent-2.0.3-py3-none-any.whl,wheel,65,20,0,0,0,False,False,0,,,
data/artifacts/pypi/collective-dms-basecontent/2.0.3/collective_dms_basecontent-2.0.3.tar.gz,tar,113,24,0,0,0,False,True,1,,,
data/artifacts/pypi/color-terminal-objc/0.3/color_terminal_objc-0.3-cp39-cp39-macosx_10_9_universal2.whl,wheel,5,0,0,0,0,False,False,0,,,
data/artifacts/pypi/color-terminal-objc/0.3/color_terminal_objc-0.3.tar.gz,tar,10,1,0,0,0,False,False,0,,,
data/artifacts/pypi/codex-app-server-sdk/0.3.2/codex_app_server_sdk-0.3.2.tar.gz,tar,52,23,0,0,0,False,False,0,,,
data/artifacts/pypi/colorist/1.8.13/colorist-1.8.13-py3-none-any.whl,wheel,65,59,0,0,0,False,False,0,,,
data/artifacts/pypi/colorlogterminal/0.1.0/colorlogterminal-0.1.0-py3-none-any.whl,wheel,6,2,0,0,0,False,False,0,,,
data/artifacts/pypi/colorlogterminal/0.1.0/colorlogterminal-0.1.0.tar.gz,tar,12,3,0,0,0,False,False,0,,,
data/artifacts/pypi/commit-updater/0.5.0/commit_updater-0.5.0-cp312-cp312-macosx_11_0_arm64.whl,wheel,11,0,0,0,0,False,False,0,,,
data/artifacts/pypi/commlib-py/0.13.2/commlib_py-0.13.2-py3-none-any.whl,wheel,32,26,0,0,0,False,False,0,,,
data/artifacts/pypi/colorist/1.8.13/colorist-1.8.13.tar.gz,tar,66,59,0,0,0,False,False,0,,,
data/artifacts/pypi/compli-ai/0.2.0/compli_ai-0.2.0-py3-none-any.whl,wheel,10,6,0,0,0,False,True,1,,,
data/artifacts/pypi/compli-ai/0.2.0/compli_ai-0.2.0.tar.gz,tar,9,6,0,0,0,False,True,1,,,
data/artifacts/pypi/concataudio/0.10/concataudio-0.10-py3-none-any.whl,wheel,9,1,0,0,0,False,False,0,,,
data/artifacts/pypi/concataudio/0.10/concataudio-0.10.tar.gz,tar,18,2,0,0,0,False,False,0,,,
data/artifacts/pypi/concave-hull/0.1.2/concave_hull-0.1.2-cp310-cp310-macosx_10_9_universal2.whl,wheel,10,1,0,0,0,False,False,0,,,
data/artifacts/pypi/commlib-py/0.13.2/commlib_py-0.13.2.tar.gz,tar,97,74,0,0,0,False,True,1,,,
data/artifacts/pypi/consolemod/0.2.1/consolemod-0.2.1-py3-none-any.whl,wheel,42,37,0,0,0,False,False,0,,,
data/artifacts/pypi/consolemod/0.2.1/consolemod-0.2.1.tar.gz,tar,68,44,0,0,0,False,False,0,,,
data/artifacts/pypi/contentmap/0.5.0/contentmap-0.5.0-py3-none-any.whl,wheel,7,4,0,0,0,False,False,0,,,
data/artifacts/pypi/contentmap/0.5.0/contentmap-0.5.0.tar.gz,tar,7,4,0,0,0,False,False,0,,,
data/artifacts/pypi/contextbase-plugin-claude-local/0.2.10/contextbase_plugin_claude_local-0.2.10-py3-none-any.whl,wheel,23,12,0,0,0,False,False,0,,,
data/artifacts/pypi/copernica/0.0.1/copernica-0.0.1-py3-none-any.whl,wheel,8,4,0,0,0,False,False,0,,,
data/artifacts/pypi/copernica/0.0.1/copernica-0.0.1.tar.gz,tar,11,6,0,0,0,False,False,0,,,
data/artifacts/pypi/copperthink/0.0.1/copperthink-0.0.1-py3-none-any.whl,wheel,5,1,0,0,0,False,False,0,,,
data/artifacts/pypi/copperthink/0.0.1/copperthink-0.0.1.tar.gz,tar,12,1,0,0,0,False,False,0,,,
data/artifacts/pypi/corpus-analyzer/0.1.0/corpus_analyzer-0.1.0-py3-none-any.whl,wheel,58,54,0,0,0,False,False,0,,,
data/artifacts/pypi/concave-hull/0.1.2/concave_hull-0.1.2.tar.gz,tar,59,3,0,0,0,False,False,0,,,
data/artifacts/pypi/corpus-builder/0.2.0/corpus_builder-0.2.0-py3-none-any.whl,wheel,15,10,0,0,0,False,False,0,,,
data/artifacts/pypi/corpus-builder/0.2.0/corpus_builder-0.2.0.tar.gz,tar,23,10,0,0,0,False,False,0,,,
data/artifacts/pypi/cosmic-counsel/0.3.18/cosmic_counsel-0.3.18-py3-none-any.whl,wheel,11,4,0,0,0,False,True,1,,,
data/artifacts/pypi/cosmic-counsel/0.3.18/cosmic_counsel-0.3.18.tar.gz,tar,20,5,0,0,0,False,True,1,,,
data/artifacts/pypi/couchdb-storage/0.1.0/couchdb_storage-0.1.0-py2.py3-none-any.whl,wheel,26,19,0,0,0,False,False,0,,,
data/artifacts/pypi/couchdb-storage/0.1.0/couchdb_storage-0.1.0.tar.gz,tar,57,28,0,0,0,False,False,0,,,
data/artifacts/pypi/crackeduuid/0.1/crackeduuid-0.1-py3-none-any.whl,wheel,8,3,0,0,0,False,False,0,,,
data/artifacts/pypi/crackeduuid/0.1/crackeduuid-0.1.tar.gz,tar,15,4,0,0,0,False,False,0,,,
data/artifacts/pypi/crypto-guide-wofxh7/1.0.0/crypto_guide_wofxh7-1.0.0-py3-none-any.whl,wheel,5,1,0,0,0,False,False,0,,,
data/artifacts/pypi/crypto-guide-wofxh7/1.0.0/crypto_guide_wofxh7-1.0.0.tar.gz,tar,13,2,0,0,0,False,False,0,,,
data/artifacts/pypi/crypto-systems-cryptosystems6300/0.0.1/crypto_systems_cryptosystems6300-0.0.1-py3-none-any.whl,wheel,6,2,0,0,0,False,False,0,,,
data/artifacts/pypi/crypto-systems-cryptosystems6300/0.0.1/crypto_systems_cryptosystems6300-0.0.1.tar.gz,tar,14,2,0,0,0,False,False,0,,,
data/artifacts/pypi/cryptopie/1.4/cryptopie-1.4-py3-none-any.whl,wheel,13,8,0,0,0,False,False,0,,,
data/artifacts/pypi/cryptopie/1.4/cryptopie-1.4.tar.gz,tar,17,5,0,0,0,False,False,0,,,
data/artifacts/pypi/cryptorix/1.1.0/cryptorix-1.1.0-py3-none-any.whl,wheel,13,8,0,0,0,False,False,0,,,
data/artifacts/pypi/cryptorix/1.1.0/cryptorix-1.1.0.tar.gz,tar,22,8,0,0,0,False,False,0,,,
data/artifacts/pypi/csv-table-cli/1.0.0/csv_table_cli-1.0.0-py3-none-any.whl,wheel,7,2,0,0,0,False,False,0,,,
data/artifacts/pypi/csv-table-cli/1.0.0/csv_table_cli-1.0.0.tar.gz,tar,15,2,0,0,0,False,False,0,,,
data/artifacts/pypi/csxhair/1.0.1/csxhair-1.0.1-py3-none-any.whl,wheel,6,1,0,0,0,False,False,0,,,
data/artifacts/pypi/csxhair/1.0.1/csxhair-1.0.1.tar.gz,tar,14,1,0,0,0,False,False,0,,,
data/artifacts/pypi/ctktooltip/0.9/ctktooltip-0.9-py3-none-any.whl,wheel,7,2,0,0,0,False,False,0,,,
data/artifacts/pypi/ctktooltip/0.9/ctktooltip-0.9.tar.gz,tar,14,3,0,0,0,False,False,0,,,
data/artifacts/pypi/cubicweb-rodolf/0.12.0/cubicweb_rodolf-0.12.0-py3-none-any.whl,wheel,35,26,0,0,0,False,False,0,,,
data/artifacts/pypi/cubicweb-rodolf/0.12.0/cubicweb_rodolf-0.12.0.tar.gz,tar,74,31,0,0,0,False,True,1,,,
data/artifacts/pypi/custom-package-25731542/0.1.3/custom_package_25731542-0.1.3-py3-none-any.whl,wheel,9,6,0,0,0,False,False,0,,,
data/artifacts/pypi/custom-package-25731542/0.1.3/custom_package_25731542-0.1.3.tar.gz,tar,8,6,0,0,0,False,False,0,,,
data/artifacts/pypi/dabfs/1.0.0/dabfs-1.0.0-py3-none-any.whl,wheel,9,5,0,0,0,False,False,0,,,
data/artifacts/pypi/dabfs/1.0.0/dabfs-1.0.0.tar.gz,tar,16,6,0,0,0,False,False,0,,,
data/artifacts/pypi/daily-funcs/0.1.21/daily_funcs-0.1.21.tar.gz,tar,16,6,0,0,0,False,True,2,,,
data/artifacts/pypi/dapi-rpc-aggregation/0.0.13/dapi_rpc_aggregation-0.0.13-py3-none-any.whl,wheel,6,2,0,0,0,False,False,0,,,
data/artifacts/pypi/dapi-rpc-aggregation/0.0.13/dapi_rpc_aggregation-0.0.13.tar.gz,tar,14,3,0,0,0,False,False,0,,,
data/artifacts/pypi/dargslan-journald-analyzer/1.0.0/dargslan_journald_analyzer-1.0.0-py3-none-any.whl,wheel,7,2,0,0,0,False,False,0,,,
data/artifacts/pypi/dargslan-journald-analyzer/1.0.0/dargslan_journald_analyzer-1.0.0.tar.gz,tar,14,2,0,0,0,False,False,0,,,
data/artifacts/pypi/darksheep-imap/0.0.2/darksheep_imap-0.0.2-py3-none-any.whl,wheel,17,13,0,0,0,False,False,0,,,
data/artifacts/pypi/darksheep-imap/0.0.2/darksheep_imap-0.0.2.tar.gz,tar,24,14,0,0,0,False,False,0,,,
data/artifacts/pypi/data-engineering-util/0.0.1rc0/data_engineering_util-0.0.1rc0-py3-none-any.whl,wheel,4,0,0,0,0,False,False,0,,,
data/artifacts/pypi/databrickslabs-jupyterlab-status/2.2.1/databrickslabs_jupyterlab_status-2.2.1-py3-none-any.whl,wheel,22,2,0,0,0,False,False,0,,,
data/artifacts/pypi/databrickslabs-jupyterlab-status/2.2.1/databrickslabs_jupyterlab_status-2.2.1.tar.gz,tar,36,3,0,0,0,False,False,0,,,
data/artifacts/pypi/datadog-mcp/0.3.3/datadog_mcp-0.3.3-py3-none-any.whl,wheel,52,48,0,0,0,False,False,0,,,
data/artifacts/pypi/datadog-strimzi/0.0.1/datadog_strimzi-0.0.1-py2.py3-none-any.whl,wheel,3,0,0,0,0,False,False,0,,,
data/artifacts/pypi/datadog-mcp/0.3.3/datadog_mcp-0.3.3.tar.gz,tar,86,65,0,0,0,False,True,1,,,
data/artifacts/pypi/dataframe-formatters/0.0.2/dataframe_formatters-0.0.2-py3-none-any.whl,wheel,9,3,0,0,0,False,False,0,,,
data/artifacts/pypi/dataframe-formatters/0.0.2/dataframe_formatters-0.0.2.tar.gz,tar,17,3,0,0,0,False,False,0,,,
data/artifacts/pypi/dayspan/1.0.11/dayspan-1.0.11-py3-none-any.whl,wheel,9,3,0,0,0,False,True,1,,,
data/artifacts/pypi/dayspan/1.0.11/dayspan-1.0.11.tar.gz,tar,18,4,0,0,0,False,True,1,,,
data/artifacts/pypi/dbkp/1.0.5/dbkp-1.0.5-py3-none-any.whl,wheel,8,3,0,0,0,False,False,0,,,
data/artifacts/pypi/dbkp/1.0.5/dbkp-1.0.5.tar.gz,tar,7,3,0,0,0,False,False,0,,,
data/artifacts/pypi/dbt-rockset/1.7.4/dbt_rockset-1.7.4-py3-none-any.whl,wheel,24,10,0,0,0,False,False,0,,,
data/artifacts/pypi/dbt-rockset/1.7.4/dbt_rockset-1.7.4.tar.gz,tar,39,11,0,0,0,False,False,0,,,
data/artifacts/pypi/dbt-sqlserver-dyvenia/1.7.4/dbt_sqlserver_dyvenia-1.7.4-py3-none-any.whl,wheel,23,8,0,0,0,False,False,0,,,
data/artifacts/pypi/benchbox/0.3.0/benchbox-0.3.0.tar.gz,tar,1471,923,0,0,0,False,True,32,,,
data/artifacts/pypi/dbt-sqlserver-dyvenia/1.7.4/dbt_sqlserver_dyvenia-1.7.4.tar.gz,tar,44,9,0,0,0,False,False,0,,,
data/artifacts/pypi/deadline-cloud-for-maya/0.15.15/deadline_cloud_for_maya-0.15.15-py3-none-any.whl,wheel,50,34,0,0,0,False,True,7,,,
data/artifacts/pypi/deadrin/0.0.1/deadrin-0.0.1-py3-none-any.whl,wheel,7,2,0,0,0,False,False,0,,,
data/artifacts/pypi/dedenser/1.1.2/dedenser-1.1.2-py3-none-any.whl,wheel,11,4,0,0,0,False,False,0,,,
data/artifacts/pypi/dedenser/1.1.2/dedenser-1.1.2.tar.gz,tar,19,5,0,0,0,False,False,0,,,
data/artifacts/pypi/deep-chess-playground/0.0.4/deep_chess_playground-0.0.4-py3-none-any.whl,wheel,33,29,0,0,0,False,False,0,,,
data/artifacts/pypi/deadline-cloud-for-maya/0.15.15/deadline_cloud_for_maya-0.15.15.tar.gz,tar,53,36,0,0,0,False,True,7,,,
data/artifacts/pypi/defaultmod/1.0.2/defaultmod-1.0.2-py3-none-any.whl,wheel,6,2,0,0,0,False,True,2,,,
data/artifacts/pypi/deitheon/0.1.1/deitheon-0.1.1-py3-none-any.whl,wheel,5,1,0,0,0,False,False,0,,,
data/artifacts/pypi/deitheon/0.1.1/deitheon-0.1.1.tar.gz,tar,13,2,0,0,0,False,False,0,,,
data/artifacts/pypi/deep-chess-playground/0.0.4/deep_chess_playground-0.0.4.tar.gz,tar,33,29,0,0,0,False,False,0,,,
data/artifacts/pypi/descmap/1.0.1/descmap-1.0.1-py3-none-any.whl,wheel,15,11,0,0,0,False,False,0,,,
data/artifacts/pypi/descmap/1.0.1/descmap-1.0.1.tar.gz,tar,16,12,0,0,0,False,False,0,,,
data/artifacts/pypi/dformpy/1.0.2/dformpy-1.0.2.tar.gz,tar,15,3,0,0,0,False,True,1,,,
data/artifacts/pypi/dictionary-app/1.0.1/dictionary_app-1.0.1-py3-none-any.whl,wheel,10,5,0,0,0,False,False,0,,,
data/artifacts/pypi/dictionary-app/1.0.1/dictionary_app-1.0.1.tar.gz,tar,22,10,0,0,0,False,False,0,,,
data/artifacts/pypi/digo-generator/0.0.2/Digo_generator-0.0.2-py3-none-any.whl,wheel,6,1,0,0,0,False,False,0,,,
data/artifacts/pypi/digo-generator/0.0.2/Digo_generator-0.0.2.tar.gz,tar,11,2,0,0,0,False,False,0,,,
data/artifacts/pypi/discqua/0.0.1/discqua-0.0.1-py3-none-any.whl,wheel,65,56,0,0,0,False,False,0,,,
data/artifacts/pypi/dial-clean/0.1.1/dial-clean-0.1.1.tar.gz,tar,26,12,0,0,0,False,False,0,,,
data/artifacts/pypi/dist-lulik/0.0/dist_lulik-0.0.tar.gz,tar,10,1,0,0,0,False,False,0,,,
data/artifacts/pypi/django-app-generator/0.1.0/django_app_generator-0.1.0-py3-none-any.whl,wheel,5,0,0,0,0,False,False,0,,,
data/artifacts/pypi/django-app-generator/0.1.0/django_app_generator-0.1.0.tar.gz,tar,11,1,0,0,0,False,False,0,,,
data/artifacts/pypi/corpus-analyzer/0.1.0/corpus_analyzer-0.1.0.tar.gz,tar,628,110,0,0,0,False,False,0,,,
data/artifacts/pypi/django-communications/0.1.0/django_communications-0.1.0-py3-none-any.whl,wheel,35,29,2,1,0,True,True,2,3531:2,cpython-312:2,
data/artifacts/pypi/discqua/0.0.1/discqua-0.0.1.tar.gz,tar,96,57,0,0,0,False,False,0,,,
data/artifacts/pypi/django-communications/0.1.0/django_communications-0.1.0.tar.gz,tar,55,30,2,1,0,True,True,2,3531:2,cpython-312:2,
data/artifacts/pypi/django-dbml/1.1.2/django_dbml-1.1.2-py3-none-any.whl,wheel,17,12,0,0,0,False,False,0,,,
data/artifacts/pypi/django-dbml/1.1.2/django_dbml-1.1.2.tar.gz,tar,31,14,0,0,0,False,False,0,,,
data/artifacts/pypi/django-ddd-template/2.0.2/django_ddd_template-2.0.2-py3-none-any.whl,wheel,24,19,0,0,0,False,False,0,,,
data/artifacts/pypi/django-linkcheck/2.4.0/django_linkcheck-2.4.0-py3-none-any.whl,wheel,53,42,0,0,0,False,True,1,,,
data/artifacts/pypi/django-ddd-template/2.0.2/django_ddd_template-2.0.2.tar.gz,tar,49,20,0,0,0,False,False,0,,,
data/artifacts/pypi/django-uploads-app/0.8.0/django_uploads_app-0.8.0-py2.py3-none-any.whl,wheel,41,32,0,0,0,False,True,1,,,
data/artifacts/pypi/django-uploads-app/0.8.0/django-uploads-app-0.8.0.tar.gz,tar,62,33,0,0,0,False,True,1,,,
data/artifacts/pypi/django-linkcheck/2.4.0/django_linkcheck-2.4.0.tar.gz,tar,77,42,0,0,0,False,True,1,,,
data/artifacts/pypi/djangorestframework-csv-3/3.0.0.dev1/djangorestframework_csv_3-3.0.0.dev1-py3-none-any.whl,wheel,14,7,0,0,0,False,False,0,,,
data/artifacts/pypi/djangorestframework-csv-3/3.0.0.dev1/djangorestframework-csv-3-3.0.0.dev1.tar.gz,tar,51,20,0,0,0,False,False,0,,,
data/artifacts/pypi/djtezos/0.5.2/djtezos-0.5.2.tar.gz,tar,47,33,0,0,0,False,True,2,,,
data/artifacts/pypi/django-viewgroups/0.1.36/django-viewgroups-0.1.36.tar.gz,tar,54,21,0,0,0,False,False,0,,,
data/artifacts/pypi/docx-replace-ms/1.0.1/docx_replace_ms-1.0.1-py3-none-any.whl,wheel,7,2,0,0,0,False,False,0,,,
data/artifacts/pypi/doc2ann/0.2.0/doc2ann-0.2.0-py2.py3-none-any.whl,wheel,15,9,0,0,0,False,True,1,,,
data/artifacts/pypi/doc2ann/0.2.0/doc2ann-0.2.0.tar.gz,tar,25,9,0,0,0,False,True,1,,,
data/artifacts/pypi/docx-replace-ms/1.0.1/docx_replace_ms-1.0.1.tar.gz,tar,16,3,0,0,0,False,False,0,,,
data/artifacts/pypi/dog/15/dog-15-py3-none-any.whl,wheel,8,2,0,0,0,False,False,0,,,
data/artifacts/pypi/dog/15/dog-15.tar.gz,tar,13,2,0,0,0,False,False,0,,,
data/artifacts/pypi/dora-vggt/0.5.0/dora_vggt-0.5.0-py3-none-any.whl,wheel,8,3,0,0,0,False,True,1,,,
data/artifacts/pypi/dora-vggt/0.5.0/dora_vggt-0.5.0.tar.gz,tar,18,4,0,0,0,False,True,1,,,
data/artifacts/pypi/dormyboba-api/0.1.0/dormyboba_api-0.1.0-py3-none-any.whl,wheel,7,3,0,0,0,False,False,0,,,
data/artifacts/pypi/dormyboba-api/0.1.0/dormyboba_api-0.1.0.tar.gz,tar,7,3,0,0,0,False,False,0,,,
data/artifacts/pypi/dpkgs3/0.0.1.dev3/dpkgs3-0.0.1.dev3-py3-none-any.whl,wheel,106,7,0,0,0,False,False,0,,,
data/artifacts/pypi/dq-suite-amsterdam/0.14.2/dq_suite_amsterdam-0.14.2-py3-none-any.whl,wheel,30,25,0,0,0,False,False,0,,,
data/artifacts/pypi/dq-suite-amsterdam/0.14.2/dq_suite_amsterdam-0.14.2.tar.gz,tar,50,32,0,0,0,False,False,0,,,
data/artifacts/pypi/drf-easy-crud/2.1.1/drf_easy_crud-2.1.1-py3-none-any.whl,wheel,24,19,0,0,0,False,False,0,,,
data/artifacts/pypi/drf-easy-crud/2.1.1/drf_easy_crud-2.1.1.tar.gz,tar,38,19,0,0,0,False,False,0,,,
data/artifacts/pypi/drift-sre/0.1.2/drift_sre-0.1.2-py3-none-any.whl,wheel,16,11,0,0,0,False,False,0,,,
data/artifacts/pypi/drsclient/0.4.0/drsclient-0.4.0-py3-none-any.whl,wheel,7,2,0,0,0,False,False,0,,,
data/artifacts/pypi/drsclient/0.4.0/drsclient-0.4.0.tar.gz,tar,6,2,0,0,0,False,False,0,,,
data/artifacts/pypi/ds-event-stream-python-sdk/0.1.1/ds_event_stream_python_sdk-0.1.1-py3-none-any.whl,wheel,9,4,0,0,0,False,False,0,,,
data/artifacts/pypi/ds-event-stream-python-sdk/0.1.1/ds_event_stream_python_sdk-0.1.1.tar.gz,tar,23,7,0,0,0,False,False,0,,,
data/artifacts/pypi/dspy-lm-auth/0.1.3/dspy_lm_auth-0.1.3-py3-none-any.whl,wheel,8,3,0,0,0,False,False,0,,,
data/artifacts/pypi/dspy-lm-auth/0.1.3/dspy_lm_auth-0.1.3.tar.gz,tar,20,5,0,0,0,False,False,0,,,
data/artifacts/pypi/dssim/1.2.2/dssim-1.2.2-py3-none-any.whl,wheel,46,40,0,0,0,False,False,0,,,
data/artifacts/pypi/dssim/1.2.2/dssim-1.2.2.tar.gz,tar,88,64,0,0,0,False,False,0,,,
data/artifacts/pypi/dune-gdt/2022.5.3/dune.gdt-2022.5.3-cp310-cp310-manylinux_2_28_x86_64.whl,wheel,94,3,0,0,0,False,False,0,,,
data/artifacts/pypi/docxtpldjufix/1.1/docxtpldjufix-1.1-py3-none-any.whl,wheel,577,553,0,0,0,False,True,73,,,
data/artifacts/pypi/easypheno/0.0.5/easypheno-0.0.5-py3-none-any.whl,wheel,61,56,0,0,0,False,True,2,,,
data/artifacts/pypi/easypheno/0.0.5/easypheno-0.0.5.tar.gz,tar,77,56,0,0,0,False,True,2,,,
data/artifacts/pypi/ecsm/0.0.0/ecsm-0.0.0-py3-none-any.whl,wheel,4,1,0,0,0,False,False,0,,,
data/artifacts/pypi/ecsm/0.0.0/ecsm-0.0.0.tar.gz,tar,4,2,0,0,0,False,False,0,,,
data/artifacts/pypi/ecy-linux-ts/2022.109.101357/ECY_Linux_ts-2022.109.101357-py3-none-any.whl,wheel,6,1,0,0,0,False,False,0,,,
data/artifacts/pypi/docxtpldjufix/1.1/docxtpldjufix-1.1.tar.gz,tar,662,553,0,0,0,False,True,73,,,
data/artifacts/pypi/edge-agent/0.4.0/edge_agent-0.4.0-py3-none-any.whl,wheel,23,16,0,0,0,False,False,0,,,
data/artifacts/pypi/edge-agent/0.4.0/edge_agent-0.4.0.tar.gz,tar,24,16,0,0,0,False,False,0,,,
data/artifacts/pypi/eea-api-dataconnector/12.7/eea_api_dataconnector-12.7.tar.gz,tar,315,29,0,0,0,False,False,0,,,
data/artifacts/pypi/elevenlabs-haystack/0.4.5/elevenlabs_haystack-0.4.5-py3-none-any.whl,wheel,5,2,0,0,0,False,True,1,,,
data/artifacts/pypi/elevenlabs-haystack/0.4.5/elevenlabs_haystack-0.4.5.tar.gz,tar,5,2,0,0,0,False,True,1,,,
data/artifacts/pypi/elizaos-plugin-rlm/2.0.0a5/elizaos_plugin_rlm-2.0.0a5-py3-none-any.whl,wheel,9,5,0,0,0,False,False,0,,,
data/artifacts/pypi/elizaos-plugin-rlm/2.0.0a5/elizaos_plugin_rlm-2.0.0a5.tar.gz,tar,18,12,0,0,0,False,False,0,,,
data/artifacts/pypi/eml-control/0.1.0/eml_control-0.1.0-py3-none-any.whl,wheel,12,5,0,0,0,False,False,0,,,
data/artifacts/pypi/eml-control/0.1.0/eml_control-0.1.0.tar.gz,tar,22,6,0,0,0,False,False,0,,,
data/artifacts/pypi/emsigma/0.2.1/emsigma-0.2.1.tar.gz,tar,33,16,0,0,0,False,True,1,,,
data/artifacts/pypi/energyplus-diff-analysis/0.2/energyplus_diff_analysis-0.2-py3-none-any.whl,wheel,11,5,0,0,0,False,False,0,,,
data/artifacts/pypi/energyplus-diff-analysis/0.2/energyplus_diff_analysis-0.2.tar.gz,tar,19,6,0,0,0,False,False,0,,,
data/artifacts/pypi/env-validate/0.5/env_validate-0.5.tar.gz,tar,11,1,0,0,0,False,False,0,,,
data/artifacts/pypi/episteme/0.0.2/episteme-0.0.2-py2.py3-none-any.whl,wheel,15,10,0,0,0,False,True,1,,,
data/artifacts/pypi/episteme/0.0.2/episteme-0.0.2.tar.gz,tar,23,11,0,0,0,False,True,1,,,
data/artifacts/pypi/erdantic/1.2.1/erdantic-1.2.1-py3-none-any.whl,wheel,28,22,0,0,0,False,True,4,,,
data/artifacts/pypi/erdantic/1.2.1/erdantic-1.2.1.tar.gz,tar,209,47,0,0,0,False,True,4,,,
data/artifacts/pypi/etl-history/0.2.5/etl-history-0.2.5.tar.gz,tar,14,3,0,0,0,False,False,0,,,
data/artifacts/pypi/etl-history/0.2.5/etl_history-0.2.5-py3-none-any.whl,wheel,6,2,0,0,0,False,False,0,,,
data/artifacts/pypi/example-pkg-qflow/0.0.1/example-pkg-QFlow-0.0.1.tar.gz,tar,19,6,0,0,0,False,False,0,,,
data/artifacts/pypi/example-pkg-qflow/0.0.1/example_pkg_QFlow-0.0.1-py3-none-any.whl,wheel,11,6,0,0,0,False,False,0,,,
data/artifacts/pypi/extended-thinking/0.1.2/extended_thinking-0.1.2-py3-none-any.whl,wheel,84,76,0,0,0,False,False,0,,,
data/artifacts/pypi/extended-thinking/0.1.2/extended_thinking-0.1.2.tar.gz,tar,167,127,0,0,0,False,True,1,,,
data/artifacts/pypi/ezwmails/1.0.1/ezwmails-1.0.1-py3-none-any.whl,wheel,6,2,0,0,0,False,False,0,,,
data/artifacts/pypi/ezwmails/1.0.1/ezwmails-1.0.1.tar.gz,tar,13,3,0,0,0,False,False,0,,,
data/artifacts/pypi/face-recognition-demo/0.2.0/face_recognition_demo-0.2.0-py3-none-any.whl,wheel,7,3,0,0,0,False,False,0,,,
data/artifacts/pypi/face-recognition-demo/0.2.0/face_recognition_demo-0.2.0.tar.gz,tar,15,4,0,0,0,False,False,0,,,
data/artifacts/pypi/factorgraph/0.0.3/factorgraph-0.0.3.tar.gz,tar,15,3,0,0,0,False,True,1,,,
data/artifacts/pypi/failure-directions/0.1.3/failure_directions-0.1.3.tar.gz,tar,40,27,0,0,0,False,True,8,,,
data/artifacts/pypi/faramesh-sdk/0.3.3/faramesh_sdk-0.3.3-py3-none-any.whl,wheel,40,35,0,0,0,False,True,6,,,
data/artifacts/pypi/faramesh-sdk/0.3.3/faramesh_sdk-0.3.3.tar.gz,tar,51,35,0,0,0,False,True,6,,,
data/artifacts/pypi/fast-captcha/0.3.2/fast_captcha-0.3.2-py3-none-any.whl,wheel,16,3,0,0,0,False,False,0,,,
data/artifacts/pypi/fast-captcha/0.3.2/fast_captcha-0.3.2.tar.gz,tar,19,6,0,0,0,False,False,0,,,
data/artifacts/pypi/fast-ssim/1.3.1/fast_ssim-1.3.1-py3-none-any.whl,wheel,9,2,0,0,0,False,False,0,,,
data/artifacts/pypi/fast-ssim/1.3.1/fast_ssim-1.3.1.tar.gz,tar,18,2,0,0,0,False,False,0,,,
data/artifacts/pypi/fastapi-advanced/2.0.1/fastapi_advanced-2.0.1-cp313-cp313-macosx_10_13_universal2.whl,wheel,15,4,0,0,0,False,False,0,,,
data/artifacts/pypi/fastapi-advanced/2.0.1/fastapi_advanced-2.0.1.tar.gz,tar,28,6,0,0,0,False,False,0,,,
data/artifacts/pypi/fastapi-oidc-backend/0.6.0/fastapi_oidc_backend-0.6.0-py3-none-any.whl,wheel,8,4,0,0,0,False,False,0,,,
data/artifacts/pypi/fastapi-oidc-backend/0.6.0/fastapi_oidc_backend-0.6.0.tar.gz,tar,8,4,0,0,0,False,False,0,,,
data/artifacts/pypi/fastmunk/0.1.0/fastmunk-0.1.0-cp310-cp310-macosx_10_9_x86_64.macosx_11_0_arm64.macosx_10_9_universal2.whl,wheel,5,1,0,0,0,False,False,0,,,
data/artifacts/pypi/fastmunk/0.1.0/fastmunk-0.1.0.tar.gz,tar,11,1,0,0,0,False,False,0,,,
data/artifacts/pypi/feature-selectionpy/0.0.4/feature-selectionpy-0.0.4.tar.gz,tar,26,5,0,0,0,False,False,0,,,
