bug_id,tool,python_tag,failure_type,specific_cause,stack_signature,finding,decompiler,stage,status,reason,decompile_stdout,decompile_stderr
rq4-decompyle3-5c1bac28ece4,decompyle3,cpython-38,TypeError,argument of type 'int' is not iterable,site-packages/decompyle3/semantics/n_actions.py:n_mkfunc <- site-packages/decompyle3/semantics/make_function36.py:make_function36 <- site-packages/decompyle3/scanner.py:__init__ <- site-packages/decompyle3/scanners/scanner38.py:ingest <- site-packages/decompyle3/scanners/scanner37.py:ingest <- site-packages/decompyle3/scanners/scanner37base.py:ingest,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-5e5346c1cf8a.pyc,decompyle3,decompile,exit_1,"Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/home/awen/git/PybcSEC/PycLens/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 11...",data/rq4/tool_traces/cpython-38/cpython-38-5e5346c1cf8a/decompyle3.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-5e5346c1cf8a/decompyle3.stderr.txt
rq4-decompyle3-a414ee2fcdbb,decompyle3,cpython-38,IndexError,jump target or bytecode offset out of range,site-packages/decompyle3/semantics/make_function36.py:make_function36 <- site-packages/decompyle3/scanner.py:__init__ <- site-packages/decompyle3/scanners/scanner38.py:ingest <- site-packages/decompyle3/scanners/scanner37.py:ingest <- site-packages/decompyle3/scanners/scanner37base.py:ingest <- site-packages/decompyle3/scanner.py:get_inst,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-6273a738710f.pyc,decompyle3,decompile,exit_1,"Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/home/awen/git/PybcSEC/PycLens/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 11...",data/rq4/tool_traces/cpython-38/cpython-38-6273a738710f/decompyle3.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-6273a738710f/decompyle3.stderr.txt
rq4-decompyle3-b21e73d9982b,decompyle3,cpython-38,AssertionError,empty message,site-packages/decompyle3/main.py:decompile_file <- site-packages/decompyle3/main.py:decompile <- site-packages/decompyle3/semantics/pysource.py:code_deparse <- site-packages/decompyle3/scanners/scanner38.py:ingest <- site-packages/decompyle3/scanners/scanner37.py:ingest <- site-packages/decompyle3/scanners/scanner37base.py:bound_collection_from_tokens,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-6fc7c4e73992.pyc,decompyle3,decompile,exit_1,"Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/home/awen/git/PybcSEC/PycLens/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 11...",data/rq4/tool_traces/cpython-38/cpython-38-6fc7c4e73992/decompyle3.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-6fc7c4e73992/decompyle3.stderr.txt
rq4-decompyle3-a414ee2fcdbb,decompyle3,cpython-38,IndexError,jump target or bytecode offset out of range,site-packages/decompyle3/semantics/make_function36.py:make_function36 <- site-packages/decompyle3/scanner.py:__init__ <- site-packages/decompyle3/scanners/scanner38.py:ingest <- site-packages/decompyle3/scanners/scanner37.py:ingest <- site-packages/decompyle3/scanners/scanner37base.py:ingest <- site-packages/decompyle3/scanner.py:get_inst,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-717ef7a927e1.pyc,decompyle3,decompile,exit_1,"Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/home/awen/git/PybcSEC/PycLens/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 11...",data/rq4/tool_traces/cpython-38/cpython-38-717ef7a927e1/decompyle3.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-717ef7a927e1/decompyle3.stderr.txt
rq4-decompyle3-8f2190c11f24,decompyle3,cpython-38,SIGABRT,fatal Python runtime error,,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-770a9e21632b.pyc,decompyle3,decompile,exit_-6,"Fatal Python error: non-string found in code slot Python runtime state: initialized Current thread 0x00007ffb36138000 (most recent call first): File ""/home/awen/git/PybcSEC/PycLens/data/rq2/envs/cpython-38/lib/python3.8/site-packages/xdi...",data/rq4/tool_traces/cpython-38/cpython-38-770a9e21632b/decompyle3.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-770a9e21632b/decompyle3.stderr.txt
rq4-decompyle3-34887820cf0f,decompyle3,cpython-38,IndexError,constant index out of range,site-packages/decompyle3/scanners/scanner37.py:ingest <- site-packages/decompyle3/scanners/scanner37base.py:ingest <- site-packages/decompyle3/scanner.py:build_instructions <- site-packages/xdis/bytecode.py:get_instructions_bytes <- site-packages/xdis/bytecode.py:get_logical_instruction_at_offset <- site-packages/xdis/bytecode.py:get_const_info,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-7b90ad31f7e8.pyc,decompyle3,decompile,exit_1,"Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/home/awen/git/PybcSEC/PycLens/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 11...",data/rq4/tool_traces/cpython-38/cpython-38-7b90ad31f7e8/decompyle3.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-7b90ad31f7e8/decompyle3.stderr.txt
rq4-decompyle3-e35c258e69bb,decompyle3,cpython-38,IndexError,constant index out of range,site-packages/decompyle3/scanners/scanner38.py:ingest <- site-packages/decompyle3/scanners/scanner37.py:ingest <- site-packages/decompyle3/scanners/scanner37base.py:ingest <- site-packages/decompyle3/scanner.py:build_instructions <- site-packages/xdis/bytecode.py:get_instructions_bytes <- site-packages/xdis/bytecode.py:get_logical_instruction_at_offset,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-9a9fb65de558.pyc,decompyle3,decompile,exit_1,"Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/home/awen/git/PybcSEC/PycLens/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 11...",data/rq4/tool_traces/cpython-38/cpython-38-9a9fb65de558/decompyle3.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-9a9fb65de558/decompyle3.stderr.txt
rq4-decompyle3-5c1bac28ece4,decompyle3,cpython-38,TypeError,argument of type 'int' is not iterable,site-packages/decompyle3/semantics/n_actions.py:n_mkfunc <- site-packages/decompyle3/semantics/make_function36.py:make_function36 <- site-packages/decompyle3/scanner.py:__init__ <- site-packages/decompyle3/scanners/scanner38.py:ingest <- site-packages/decompyle3/scanners/scanner37.py:ingest <- site-packages/decompyle3/scanners/scanner37base.py:ingest,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-b0c2992e0f7d.pyc,decompyle3,decompile,exit_1,"Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/home/awen/git/PybcSEC/PycLens/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 11...",data/rq4/tool_traces/cpython-38/cpython-38-b0c2992e0f7d/decompyle3.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-b0c2992e0f7d/decompyle3.stderr.txt
rq4-decompyle3-6009e4188f1c,decompyle3,cpython-38,Timeout,did not terminate within 600s,,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-74d96dc3cf62.pyc,decompyle3,decompile,timeout,timeout_after_600s,data/rq4/tool_traces/cpython-38/cpython-38-74d96dc3cf62/decompyle3.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-74d96dc3cf62/decompyle3.stderr.txt
rq4-decompyle3-34887820cf0f,decompyle3,cpython-38,IndexError,constant index out of range,site-packages/decompyle3/scanners/scanner37.py:ingest <- site-packages/decompyle3/scanners/scanner37base.py:ingest <- site-packages/decompyle3/scanner.py:build_instructions <- site-packages/xdis/bytecode.py:get_instructions_bytes <- site-packages/xdis/bytecode.py:get_logical_instruction_at_offset <- site-packages/xdis/bytecode.py:get_const_info,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-c18f3ce00206.pyc,decompyle3,decompile,exit_1,"Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/home/awen/git/PybcSEC/PycLens/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 11...",data/rq4/tool_traces/cpython-38/cpython-38-c18f3ce00206/decompyle3.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-c18f3ce00206/decompyle3.stderr.txt
rq4-decompyle3-34887820cf0f,decompyle3,cpython-38,IndexError,constant index out of range,site-packages/decompyle3/scanners/scanner37.py:ingest <- site-packages/decompyle3/scanners/scanner37base.py:ingest <- site-packages/decompyle3/scanner.py:build_instructions <- site-packages/xdis/bytecode.py:get_instructions_bytes <- site-packages/xdis/bytecode.py:get_logical_instruction_at_offset <- site-packages/xdis/bytecode.py:get_const_info,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-c2fa264aa16f.pyc,decompyle3,decompile,exit_1,"Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/home/awen/git/PybcSEC/PycLens/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 11...",data/rq4/tool_traces/cpython-38/cpython-38-c2fa264aa16f/decompyle3.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-c2fa264aa16f/decompyle3.stderr.txt
rq4-pylingual-80ef8f93c939,pylingual,cpython-38,Timeout,did not terminate within 600s,,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-80372b990fd5.pyc,pylingual,decompile,timeout,timeout_after_600s,data/rq4/tool_traces/cpython-38/cpython-38-80372b990fd5/pylingual.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-80372b990fd5/pylingual.stderr.txt
rq4-pylingual-80ef8f93c939,pylingual,cpython-38,Timeout,did not terminate within 600s,,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-8757a6d804b7.pyc,pylingual,decompile,timeout,timeout_after_600s,data/rq4/tool_traces/cpython-38/cpython-38-8757a6d804b7/pylingual.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-8757a6d804b7/pylingual.stderr.txt
rq4-decompyle3-34887820cf0f,decompyle3,cpython-38,IndexError,constant index out of range,site-packages/decompyle3/scanners/scanner37.py:ingest <- site-packages/decompyle3/scanners/scanner37base.py:ingest <- site-packages/decompyle3/scanner.py:build_instructions <- site-packages/xdis/bytecode.py:get_instructions_bytes <- site-packages/xdis/bytecode.py:get_logical_instruction_at_offset <- site-packages/xdis/bytecode.py:get_const_info,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-db7c5002a77c.pyc,decompyle3,decompile,exit_1,"Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/home/awen/git/PybcSEC/PycLens/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 11...",data/rq4/tool_traces/cpython-38/cpython-38-db7c5002a77c/decompyle3.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-db7c5002a77c/decompyle3.stderr.txt
rq4-decompyle3-34887820cf0f,decompyle3,cpython-38,IndexError,constant index out of range,site-packages/decompyle3/scanners/scanner37.py:ingest <- site-packages/decompyle3/scanners/scanner37base.py:ingest <- site-packages/decompyle3/scanner.py:build_instructions <- site-packages/xdis/bytecode.py:get_instructions_bytes <- site-packages/xdis/bytecode.py:get_logical_instruction_at_offset <- site-packages/xdis/bytecode.py:get_const_info,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-dc7186b132f7.pyc,decompyle3,decompile,exit_1,"Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/home/awen/git/PybcSEC/PycLens/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 11...",data/rq4/tool_traces/cpython-38/cpython-38-dc7186b132f7/decompyle3.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-dc7186b132f7/decompyle3.stderr.txt
rq4-pylingual-08252ec6a983,pylingual,cpython-38,SIGILL,process crashed with signal 4,,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-ee3258669fff.pyc,pylingual,decompile,exit_-4,"──────────────────────────────────────────────────────────────────────────────── ,ggggggggggg, ,gggg, dP""""""88""""""""""""Y8, d8"" ""8I ,dPYb, Yb, 88 `8b 88 ,dP IP'`Yb `"" 88 ,8P 8888888P"" gg I8 8I 88aaaad8P"" 88 """" I8 8' 88""""""""""gg gg 88 gg ,ggg,,g...",data/rq4/tool_traces/cpython-38/cpython-38-ee3258669fff/pylingual.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-ee3258669fff/pylingual.stderr.txt
rq4-pylingual-80ef8f93c939,pylingual,cpython-38,Timeout,did not terminate within 600s,,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-ba15f27986b7.pyc,pylingual,decompile,timeout,timeout_after_600s,data/rq4/tool_traces/cpython-38/cpython-38-ba15f27986b7/pylingual.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-ba15f27986b7/pylingual.stderr.txt
rq4-decompyle3-b21e73d9982b,decompyle3,cpython-38,AssertionError,empty message,site-packages/decompyle3/main.py:decompile_file <- site-packages/decompyle3/main.py:decompile <- site-packages/decompyle3/semantics/pysource.py:code_deparse <- site-packages/decompyle3/scanners/scanner38.py:ingest <- site-packages/decompyle3/scanners/scanner37.py:ingest <- site-packages/decompyle3/scanners/scanner37base.py:bound_collection_from_tokens,data/rq3/cpython-3.8/unique_bug_pyc/cpython-38-d9e88510d3f6.pyc,decompyle3,decompile,exit_1,"Traceback (most recent call last): File ""data/rq2/envs/cpython-38/bin/decompyle3"", line 8, in <module> sys.exit(main_bin()) File ""/home/awen/git/PybcSEC/PycLens/data/rq2/envs/cpython-38/lib/python3.8/site-packages/click/core.py"", line 11...",data/rq4/tool_traces/cpython-38/cpython-38-d9e88510d3f6/decompyle3.stdout.txt,data/rq4/tool_traces/cpython-38/cpython-38-d9e88510d3f6/decompyle3.stderr.txt
rq4-pylingual-c69a3fae2ac0,pylingual,cpython-39,Timeout,did not terminate within 600s,,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-02bda83cf25f.pyc,pylingual,decompile,timeout,timeout_after_600s,data/rq4/tool_traces/cpython-39/cpython-39-02bda83cf25f/pylingual.stdout.txt,data/rq4/tool_traces/cpython-39/cpython-39-02bda83cf25f/pylingual.stderr.txt
rq4-pylingual-0d74aa1517e6,pylingual,cpython-39,SIGILL,process crashed with signal 4,,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-ccda63e4c86c.pyc,pylingual,decompile,exit_-4,"──────────────────────────────────────────────────────────────────────────────── ,ggggggggggg, ,gggg, dP""""""88""""""""""""Y8, d8"" ""8I ,dPYb, Yb, 88 `8b 88 ,dP IP'`Yb `"" 88 ,8P 8888888P"" gg I8 8I 88aaaad8P"" 88 """" I8 8' 88""""""""""gg gg 88 gg ,ggg,,g...",data/rq4/tool_traces/cpython-39/cpython-39-ccda63e4c86c/pylingual.stdout.txt,data/rq4/tool_traces/cpython-39/cpython-39-ccda63e4c86c/pylingual.stderr.txt
rq4-pylingual-0d74aa1517e6,pylingual,cpython-39,SIGILL,process crashed with signal 4,,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-d6e24fa7ea2c.pyc,pylingual,decompile,exit_-4,"──────────────────────────────────────────────────────────────────────────────── ,ggggggggggg, ,gggg, dP""""""88""""""""""""Y8, d8"" ""8I ,dPYb, Yb, 88 `8b 88 ,dP IP'`Yb `"" 88 ,8P 8888888P"" gg I8 8I 88aaaad8P"" 88 """" I8 8' 88""""""""""gg gg 88 gg ,ggg,,g...",data/rq4/tool_traces/cpython-39/cpython-39-d6e24fa7ea2c/pylingual.stdout.txt,data/rq4/tool_traces/cpython-39/cpython-39-d6e24fa7ea2c/pylingual.stderr.txt
rq4-pylingual-c69a3fae2ac0,pylingual,cpython-39,Timeout,did not terminate within 600s,,data/rq3/cpython-3.9/unique_bug_pyc/cpython-39-ccfa2db55ee1.pyc,pylingual,decompile,timeout,timeout_after_600s,data/rq4/tool_traces/cpython-39/cpython-39-ccfa2db55ee1/pylingual.stdout.txt,data/rq4/tool_traces/cpython-39/cpython-39-ccfa2db55ee1/pylingual.stderr.txt
