python_tag,finding,category,reason,bytecode_status,bytecode_reason,reproduced_by,decompiler_statuses,source_statuses
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-e97d60eb216d.pyc,no_source,Error loading file data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-e97d60eb216d.pyc: Invalid bytes in ASCII string,crash,signal_11:,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-e97d60eb216d.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-eac274e6a508.pyc,behavior_divergence,source-derived bytecode behavior diverged: ok,crash,signal_11:,,decompylepp:ok:,decompylepp:ok:
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-eb465edbe9f6.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-eb465edbe9f6.pyc: vector::_M_range_check: __n (which is 116) >= this->size() (which is 10),decompylepp:not_run:
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-eb581a73e180.pyc,compile_failure,"data/rq4/source_candidates/cpython-312/cpython-312-eb581a73e180/decompylepp.py:14: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None(self.assertRaises, (lambda : b.remove(ord('l')))) data/rq4/source_candi...",crash,signal_6:malloc(): invalid size (unsorted),,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-312/cpython-312-eb581a73e180/decompylepp.py:14: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None(self.assertRaises, (lambda : b.remove(ord('l')))) data/rq4/source_candi..."
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-ec12a090e51e.pyc,behavior_divergence,source-derived bytecode behavior diverged: ok,crash,signal_11:,,decompylepp:ok:,decompylepp:ok:
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-edd1a7874fc7.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-edd1a7874fc7/decompylepp.py"", line 10 _async_yield = (lambda v: if None: ^^ SyntaxError: invalid syntax"
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-f022b97452d4.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-f022b97452d4.pyc: vector::_M_range_check: __n (which is 33) >= this->size() (which is 4),decompylepp:not_run:
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-f07027baee13.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Bad MAGIC! Could not load file data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-f07027baee13.pyc,decompylepp:not_run:
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-f19faa9c04a1.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-f19faa9c04a1.pyc: std::bad_cast,decompylepp:not_run:
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-f9b6093b8e2e.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-f9b6093b8e2e/decompylepp.py"", line 20 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function"
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-fb227b2c7d93.pyc,compile_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-fb227b2c7d93/decompylepp.py"", line 4 yield self = object() ^^^^^^^^^^^^^^ SyntaxError: assignment to yield ...",crash,signal_11:,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-fb227b2c7d93/decompylepp.py"", line 4 yield self = object() ^^^^^^^^^^^^^^ SyntaxError: assignment to yield ..."
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-fc8c85bdf3bc.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-312/cpython-312-fc8c85bdf3bc/decompylepp.py:24: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? B = None(B, 'B', bytearray) data/rq4/source_candidates/cpython-312/cpython-3..."
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-fc8d3aa101b8.pyc,no_source,Error loading file data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-fc8d3aa101b8.pyc: Invalid bytes in ASCII string,crash,signal_11:,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-fc8d3aa101b8.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0296d5540aa6.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0296d5540aa6.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-04fd729b9cb7.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-04fd729b9cb7.pyc: vector::_M_range_check: __n (which is 105) >= this->size() (which is 8),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-064550af3ad2.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-064550af3ad2.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-080cabb04450.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-080cabb04450.pyc: vector::_M_range_check: __n (which is 100) >= this->size() (which is 7),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-089a998b290e.pyc,no_source,Error loading file data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-089a998b290e.pyc: Invalid bytes in ASCII string,crash,signal_11:,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-089a998b290e.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-09ce446b26dd.pyc,compile_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> code = compile(source.read_text(encoding=""utf-8""), str(source), ""exec"") File ""data/rq4/source_candidates/cpython-313/cpython-313-09ce446b26dd/decompylepp.py"", line ...",crash,signal_11:,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> code = compile(source.read_text(encoding=""utf-8""), str(source), ""exec"") File ""data/rq4/source_candidates/cpython-313/cpython-313-09ce446b26dd/decompylepp.py"", line ..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0b677fda01d1.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0b677fda01d1.pyc: vector::_M_range_check: __n (which is 115) >= this->size() (which is 4),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0b9d64aedcf2.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-313/cpython-313-0b9d64aedcf2/decompylepp.py:9: SyntaxWarning: invalid decimal literal if (lambda : __firstlineno__ = 9if (lambda self, name, bases, ns: self.flag = 0WorkOnce(name, bases, ns)): Traceback..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0be9d440bc4b.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0be9d440bc4b.pyc: vector::_M_range_check: __n (which is 100) >= this->size() (which is 7),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0c5604bfa3f9.pyc,compile_failure,"data/rq4/source_candidates/cpython-313/cpython-313-0c5604bfa3f9/decompylepp.py:14: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None() Traceback (most recent call last): File ""<string>"", line 10, in <modu...",crash,signal_11:,,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-313/cpython-313-0c5604bfa3f9/decompylepp.py:14: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None() Traceback (most recent call last): File ""<string>"", line 10, in <modu..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0c8effed2f6d.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,decompylepp:exit_1:data/rq4/source_candidates/cpython-313/cpython-313-0c8effed2f6d/decompylepp.py:7: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? if None(): data/rq4/source_candidates/cpython-313/cpython-313-0c8effed2f6d/de...
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0d4921d46dd5.pyc,no_source,Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0d4921d46dd5.pyc: std::bad_cast,crash,signal_11:,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0d4921d46dd5.pyc: std::bad_cast,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0e46093e479d.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-313/cpython-313-0e46093e479d/decompylepp.py:13: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None(b'\\xef\\xbb\\xc0# -*- coding: utf-8 -*-\\n', 'dummy', 'exec') data/rq4/sou..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0ef1c51abe04.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-313/cpython-313-0ef1c51abe04/decompylepp.py:10: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None() Traceback (most recent call last): File ""<string>"", line 10, in <modu..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0f0c3b71c42c.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-0f0c3b71c42c.pyc: vector::_M_range_check: __n (which is 40) >= this->size() (which is 4),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-1260b331fa8d.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-1260b331fa8d.pyc: vector::_M_range_check: __n (which is 34) >= this->size() (which is 1),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-14c186491f5a.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-313/cpython-313-14c186491f5a/decompylepp.py:11: SyntaxWarning: invalid decimal literal 13if (lambda self, other: if len(d) > 1: Traceback (most recent call last): File ""<string>"", line 10, in <module> c..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-1542741758cc.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-1542741758cc.pyc: vector::_M_range_check: __n (which is 101) >= this->size() (which is 9),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-1585a92f8eaa.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-1585a92f8eaa.pyc: std::bad_cast,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-16d45aed7cdd.pyc,behavior_divergence,source-derived bytecode behavior diverged: ok,crash,signal_11:,,decompylepp:ok:,decompylepp:ok:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-179bd16db932.pyc,compile_failure,"data/rq4/source_candidates/cpython-313/cpython-313-179bd16db932/decompylepp.py:16: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None() Traceback (most recent call last): File ""<string>"", line 10, in <modu...",crash,signal_11:,,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-313/cpython-313-179bd16db932/decompylepp.py:16: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None() Traceback (most recent call last): File ""<string>"", line 10, in <modu..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-18fa0fa6b111.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-18fa0fa6b111.pyc: vector::_M_range_check: __n (which is 45) >= this->size() (which is 8),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-19b59c31258b.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-19b59c31258b.pyc: vector::_M_range_check: __n (which is 95) >= this->size() (which is 9),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-1bc9ccbfc6bb.pyc,no_source,Bad MAGIC! Could not load file data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-1bc9ccbfc6bb.pyc,exit_1,"Traceback (most recent call last): File ""/home/awen/git/PybcSEC/PycLens/data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) ~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""data/rq3/cpython-3.13/unittest_seeds/raw/cpython_c...",,decompylepp:exit_1:Bad MAGIC! Could not load file data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-1bc9ccbfc6bb.pyc,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-2293b72ed067.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_-9:,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-249356d3ff80.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-249356d3ff80.pyc: std::bad_cast,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-24cb6d088b59.pyc,compile_failure,"data/rq4/source_candidates/cpython-313/cpython-313-24cb6d088b59/decompylepp.py:13: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None(b'\\xef\\xbb\\xc0# -*- coding: utf-8 -*-\\n', 'dummy', 'exec') data/rq4/sou...",crash,signal_11:,,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-313/cpython-313-24cb6d088b59/decompylepp.py:13: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None(b'\\xef\\xbb\\xc0# -*- coding: utf-8 -*-\\n', 'dummy', 'exec') data/rq4/sou..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-260c715a077c.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-260c715a077c.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-2665762e093d.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> code = compile(source.read_text(encoding=""utf-8""), str(source), ""exec"") File ""data/rq4/source_candidates/cpython-313/cpython-313-2665762e093d/decompylepp.py"", line ..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-28b5d302b523.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-28b5d302b523.pyc: std::bad_cast,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-295c46132455.pyc,compile_failure,"data/rq4/source_candidates/cpython-313/cpython-313-295c46132455/decompylepp.py:7: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None() Traceback (most recent call last): File ""<string>"", line 10, in <modul...",crash,signal_11:,,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-313/cpython-313-295c46132455/decompylepp.py:7: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None() Traceback (most recent call last): File ""<string>"", line 10, in <modul..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-29976b5b14f7.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-29976b5b14f7.pyc: vector::_M_range_check: __n (which is 9) >= this->size() (which is 5),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-2a21bed1780c.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-2a21bed1780c.pyc: vector::_M_range_check: __n (which is 35) >= this->size() (which is 7),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-2a78cb211328.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-2a78cb211328.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-2ad91eed828a.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-2ad91eed828a.pyc: vector::_M_range_check: __n (which is 94) >= this->size() (which is 7),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-2b3844b1ad7b.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> code = compile(source.read_text(encoding=""utf-8""), str(source), ""exec"") File ""data/rq4/source_candidates/cpython-313/cpython-313-2b3844b1ad7b/decompylepp.py"", line ..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-2b9d8a68b1b6.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-2b9d8a68b1b6.pyc: vector::_M_range_check: __n (which is 100) >= this->size() (which is 11),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-2d1b8bbf49f4.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-313/cpython-313-2d1b8bbf49f4/decompylepp.py:13: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None() Traceback (most recent call last): File ""<string>"", line 10, in <modu..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-2ebfe7f3beb3.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Unsupported `BINARY_OP` operand value: 255 Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-2ebfe7f3beb3.pyc: vector::_M_range_check: __n (which is 243) >= this->size() (which is 5),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-303ca41b2b90.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-303ca41b2b90.pyc: vector::_M_range_check: __n (which is 101) >= this->size() (which is 4),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-3103d789d816.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-313/cpython-313-3103d789d816/decompylepp.py:10: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None() Traceback (most recent call last): File ""<string>"", line 10, in <modu..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-33e492d140df.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Bad MAGIC! Could not load file data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-33e492d140df.pyc,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-35b57046cf24.pyc,no_source,Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-35b57046cf24.pyc: std::bad_cast,crash,signal_11:,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-35b57046cf24.pyc: std::bad_cast,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-38808faaf1e8.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-38808faaf1e8.pyc: vector::_M_range_check: __n (which is 83) >= this->size() (which is 5),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-390febf1b60e.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> code = compile(source.read_text(encoding=""utf-8""), str(source), ""exec"") File ""data/rq4/source_candidates/cpython-313/cpython-313-390febf1b60e/decompylepp.py"", line ..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-3bd4ca61c902.pyc,no_source,Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-3bd4ca61c902.pyc: vector::_M_range_check: __n (which is 107) >= this->size() (which is 11),crash,signal_11:,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-3bd4ca61c902.pyc: vector::_M_range_check: __n (which is 107) >= this->size() (which is 11),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-3c235354ab3c.pyc,no_source,Something TERRIBLE happened! Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-3c235354ab3c.pyc: std::bad_cast,crash,signal_11:,,decompylepp:exit_1:Something TERRIBLE happened! Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-3c235354ab3c.pyc: std::bad_cast,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-412007f7b81e.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> code = compile(source.read_text(encoding=""utf-8""), str(source), ""exec"") File ""data/rq4/source_candidates/cpython-313/cpython-313-412007f7b81e/decompylepp.py"", line ..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-4122cbe7ad3c.pyc,compile_failure,"data/rq4/source_candidates/cpython-313/cpython-313-4122cbe7ad3c/decompylepp.py:26: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None() Traceback (most recent call last): File ""<string>"", line 10, in <modu...",crash,"signal_6:Fatal Python error: _PyEval_EvalFrameDefault: Executing a cache. Python runtime state: initialized Current thread 0x00007f89e2031740 (most recent call first): File ""data/rq3/cpython-3.13/unittest_seeds/raw/cpython_case_test_ipaddress_Net...",,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-313/cpython-313-4122cbe7ad3c/decompylepp.py:26: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None() Traceback (most recent call last): File ""<string>"", line 10, in <modu..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-432147075391.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Bad MAGIC! Could not load file data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-432147075391.pyc,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-437dc676a244.pyc,no_source,Error loading file data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-437dc676a244.pyc: Invalid bytes in ASCII string,crash,signal_11:,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-437dc676a244.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-43a680720b8a.pyc,compile_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> code = compile(source.read_text(encoding=""utf-8""), str(source), ""exec"") File ""data/rq4/source_candidates/cpython-313/cpython-313-43a680720b8a/decompylepp.py"", line ...",crash,signal_11:,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> code = compile(source.read_text(encoding=""utf-8""), str(source), ""exec"") File ""data/rq4/source_candidates/cpython-313/cpython-313-43a680720b8a/decompylepp.py"", line ..."
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-47ac148033bf.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-47ac148033bf.pyc: vector::_M_range_check: __n (which is 251) >= this->size() (which is 5),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-48ef574d8eea.pyc,behavior_divergence,source-derived bytecode behavior diverged: ok,crash,signal_11:,,decompylepp:ok:,decompylepp:ok:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-498bff74d1e4.pyc,no_source,Warning: block stack is not empty! PycBuffer::getByte(): Unexpected end of stream,crash,signal_11:,,decompylepp:exit_1:Warning: block stack is not empty! PycBuffer::getByte(): Unexpected end of stream,decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-4a0a1ea07bc5.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-4a0a1ea07bc5.pyc: vector::_M_range_check: __n (which is 69) >= this->size() (which is 5),decompylepp:not_run:
cpython-313,data/rq3/cpython-3.13/unique_bug_pyc/cpython-313-4a45bc2430b5.pyc,behavior_divergence,source-derived bytecode behavior diverged: ok,crash,signal_11:,,decompylepp:ok:,decompylepp:ok:
