python_tag,finding,category,reason,bytecode_status,bytecode_reason,reproduced_by,decompiler_statuses,source_statuses
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-02136a8dd74b.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-02136a8dd74b/decompylepp.py"", line 18 None *= 1 ^^^^ SyntaxError: 'None' is an illegal expression for augme..."
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-02173bb381ec.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-02173bb381ec/decompylepp.py"", line 18 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function"
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-0405b92fdf77.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-0405b92fdf77.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-051c62d941fa.pyc,no_source,Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-051c62d941fa.pyc: Invalid bytes in ASCII string,crash,signal_11:,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-051c62d941fa.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-05a3ee1d3fc4.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-05a3ee1d3fc4/decompylepp.py"", line 20 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function"
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-09ede1f2a7d5.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-09ede1f2a7d5/decompylepp.py"", line 13 None <<= None ^^^^ SyntaxError: 'None' is an illegal expression for a..."
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-0b78e6dac771.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-0b78e6dac771/decompylepp.py"", line 8 None ^= None &= (lambda : pass) ^^^^ SyntaxError: 'None' is an illegal..."
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-0e264d4271f8.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-0e264d4271f8.pyc: std::bad_cast,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-13550de95770.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-13550de95770.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-1410d9b640bc.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-1410d9b640bc.pyc: vector::_M_range_check: __n (which is 97) >= this->size() (which is 9),decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-14fe555e26f3.pyc,no_source,Warning: block stack is not empty! Warning: Refusing to pop last block when there is more code to parse pos: 94 OP: 31 Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-14fe555e26f3.pyc: vector::_M_range_check: __n (whic...,crash,signal_11:,,decompylepp:exit_1:Warning: block stack is not empty! Warning: Refusing to pop last block when there is more code to parse pos: 94 OP: 31 Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-14fe555e26f3.pyc: vector::_M_range_check: __n (whic...,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-15636d60b9a3.pyc,compile_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-15636d60b9a3/decompylepp.py"", line 4 return None ^= None &= None & (lambda : self = __pybcsec_self__ = obje...",exit_1,"Traceback (most recent call last): File ""/home/awen/git/PybcSEC/PycLens/data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq3/cpython-3.10/unittest_seeds/raw/cpython_case_test_range_RangeTest_test_str...",,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-15636d60b9a3/decompylepp.py"", line 4 return None ^= None &= None & (lambda : self = __pybcsec_self__ = obje..."
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-176fa4283320.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-176fa4283320/decompylepp.py"", line 8 fundef = 'def f(%s, /):\\n pass\\n' % ', '.join((lambda .0: for i in .0:..."
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-185a3358628c.pyc,no_source,PycBuffer::getByte(): Unexpected end of stream,exit_1,"XXX lineno: -1, opcode: 150 Traceback (most recent call last): File ""/home/awen/git/PybcSEC/PycLens/data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq3/cpython-3.10/unittest_seeds/raw/cpython_case_t...",,decompylepp:exit_1:PycBuffer::getByte(): Unexpected end of stream,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-1904c1b23f3c.pyc,compile_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-1904c1b23f3c/decompylepp.py"", line 4 return None >>= None ^^^ SyntaxError: invalid syntax",crash,signal_11:,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-1904c1b23f3c/decompylepp.py"", line 4 return None >>= None ^^^ SyntaxError: invalid syntax"
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-1933bbc9617a.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-1933bbc9617a/decompylepp.py"", line 38 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function"
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-1c4537aeb581.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-1c4537aeb581.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2091219e5194.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2091219e5194.pyc: vector::_M_range_check: __n (which is 123) >= this->size() (which is 3),decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-232dbdb7643c.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-232dbdb7643c.pyc: vector::_M_range_check: __n (which is 115) >= this->size() (which is 1),decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2640fce96d36.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2640fce96d36.pyc: std::bad_cast,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2a823146c668.pyc,no_source,Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2a823146c668.pyc: Invalid bytes in ASCII string,crash,signal_11:,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2a823146c668.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2aae60cef2a2.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2aae60cef2a2.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2c604c45d5bb.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2c604c45d5bb.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2cada3d4af6f.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2cada3d4af6f.pyc: vector::_M_range_check: __n (which is 254) >= this->size() (which is 4),decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2d949721c6f1.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-2d949721c6f1/decompylepp.py"", line 14 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function"
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2ef12fc317db.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-2ef12fc317db/decompylepp.py"", line 6 __pybcsec_self__ = None ^ None ^ (None **= object) ^^^ SyntaxError: in..."
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-3081b5214931.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-3081b5214931.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-31357a7e2c23.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-31357a7e2c23.pyc: vector::_M_range_check: __n (which is 101) >= this->size() (which is 2),decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-3213c9117688.pyc,no_source,Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-3213c9117688.pyc: Invalid bytes in ASCII string,exit_1,"Traceback (most recent call last): File ""/home/awen/git/PybcSEC/PycLens/data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq3/cpython-3.10/unittest_seeds/raw/cpython_case_test_dict_DictTest_test_rever...",,decompylepp:exit_1:Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-3213c9117688.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-330615b3933c.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-330615b3933c/decompylepp.py"", line 33 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function"
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-33240e526c1b.pyc,no_source,Unsupported opcode: <INVALID> (-1) Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-33240e526c1b.pyc: vector::_M_range_check: __n (which is 110) >= this->size() (which is 27),exit_1,"Traceback (most recent call last): File ""/home/awen/git/PybcSEC/PycLens/data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq3/cpython-3.10/unittest_seeds/raw/cpython_case_test_ssl_BasicSocketTests_tes...",,decompylepp:exit_1:Unsupported opcode: <INVALID> (-1) Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-33240e526c1b.pyc: vector::_M_range_check: __n (which is 110) >= this->size() (which is 27),decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-38b702da3d0c.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-38b702da3d0c.pyc: vector::_M_range_check: __n (which is 97) >= this->size() (which is 6),decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-3abd3305d713.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-3abd3305d713/decompylepp.py"", line 37 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function"
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-3b38fa0fe001.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-3b38fa0fe001/decompylepp.py"", line 13 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function"
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-3e38a1438d9e.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-3e38a1438d9e.pyc: vector::_M_range_check: __n (which is 108) >= this->size() (which is 12),decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-4049a6b9d887.pyc,no_source,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-4049a6b9d887.pyc: std::bad_cast,crash,signal_11:,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-4049a6b9d887.pyc: std::bad_cast,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-4087c64bf825.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Bad MAGIC! Could not load file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-4087c64bf825.pyc,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-41fe5579485f.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-41fe5579485f.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-43dd4dca536c.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-43dd4dca536c/decompylepp.py"", line 15 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function"
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-43f52a9cb69f.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-310/cpython-310-43f52a9cb69f/decompylepp.py:14: SyntaxWarning: 'NoneType' object is not subscriptable; perhaps you missed a comma? yield from None[None](10) Traceback (most recent call last): File ""<str..."
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-47b91700571e.pyc,compile_failure,"data/rq4/source_candidates/cpython-310/cpython-310-47b91700571e/decompylepp.py:11: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None(None, None, None) Traceback (most recent call last): File ""<string>"", l...",exit_1,"XXX lineno: -1, opcode: 180 Traceback (most recent call last): File ""/home/awen/git/PybcSEC/PycLens/data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq3/cpython-3.10/unittest_seeds/raw/cpython_case_t...",,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-310/cpython-310-47b91700571e/decompylepp.py:11: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None(None, None, None) Traceback (most recent call last): File ""<string>"", l..."
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-49b447d47acd.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-49b447d47acd.pyc: vector::_M_range_check: __n (which is 240) >= this->size() (which is 1),decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-4c5f3adafaa8.pyc,behavior_divergence,source-derived bytecode behavior diverged: ok,crash,signal_11:,,decompylepp:ok:,decompylepp:ok:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-506aed50f6e6.pyc,compile_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-506aed50f6e6/decompylepp.py"", line 7 return None // (lambda : self = __pybcsec_self__ = object()__pybcsec_s...",exit_1,"Traceback (most recent call last): File ""/home/awen/git/PybcSEC/PycLens/data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq3/cpython-3.10/unittest_seeds/raw/cpython_case_test_compile_TestSpecifics_te...",,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-506aed50f6e6/decompylepp.py"", line 7 return None // (lambda : self = __pybcsec_self__ = object()__pybcsec_s..."
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-568e1f5f77e9.pyc,compile_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-568e1f5f77e9/decompylepp.py"", line 16 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",crash,signal_11:,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-568e1f5f77e9/decompylepp.py"", line 16 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function"
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-58999579f5d2.pyc,compile_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-58999579f5d2/decompylepp.py"", line 18 if None <<= None == '__main__': ^^^ SyntaxError: invalid syntax",crash,signal_11:,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-58999579f5d2/decompylepp.py"", line 18 if None <<= None == '__main__': ^^^ SyntaxError: invalid syntax"
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-5c8dd81e480e.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,decompylepp:ok:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-5d55816ed624.pyc,no_source,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-5d55816ed624.pyc: std::bad_cast,crash,signal_11:,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-5d55816ed624.pyc: std::bad_cast,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-5dff98827dfd.pyc,no_source,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-5dff98827dfd.pyc: std::bad_cast,crash,signal_11:,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-5dff98827dfd.pyc: std::bad_cast,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-5f84dccb33a7.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-5f84dccb33a7.pyc: vector::_M_range_check: __n (which is 114) >= this->size() (which is 1),decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6381fd66a790.pyc,no_source,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6381fd66a790.pyc: std::bad_cast,crash,signal_11:,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6381fd66a790.pyc: std::bad_cast,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-65d4b833f586.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-65d4b833f586/decompylepp.py"", line 14 (lambda .0: [ nonlocal_var = sentinel for _ in .0 ])(range(1)) ^^ Syn..."
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-680d864ff083.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-680d864ff083.pyc: vector::_M_range_check: __n (which is 254) >= this->size() (which is 2),decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-686faa2200fc.pyc,no_source,Bad MAGIC! Could not load file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-686faa2200fc.pyc,crash,signal_11:,,decompylepp:exit_1:Bad MAGIC! Could not load file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-686faa2200fc.pyc,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6a7fd14d880e.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6a7fd14d880e.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6be792256da7.pyc,compile_failure,"data/rq4/source_candidates/cpython-310/cpython-310-6be792256da7/decompylepp.py:10: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None(None, None, None) Traceback (most recent call last): File ""<string>"", l...",exit_1,"Traceback (most recent call last): File ""/home/awen/git/PybcSEC/PycLens/data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq3/cpython-3.10/unittest_seeds/raw/cpython_case_test_xxlimited_TestXXLimited3...",,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-310/cpython-310-6be792256da7/decompylepp.py:10: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None(None, None, None) Traceback (most recent call last): File ""<string>"", l..."
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6cdd9c217f1b.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6cdd9c217f1b.pyc: vector::_M_range_check: __n (which is 14) >= this->size() (which is 4),decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6d41228373dc.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-6d41228373dc.pyc: vector::_M_range_check: __n (which is 95) >= this->size() (which is 2),decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-7009d80d6209.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-7009d80d6209.pyc: vector::_M_range_check: __n (which is 79) >= this->size() (which is 11),decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-76cf17555470.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-76cf17555470.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-779c73b13507.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-779c73b13507.pyc: vector::_M_range_check: __n (which is 99) >= this->size() (which is 10),decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-77c5cfd67f58.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-77c5cfd67f58/decompylepp.py"", line 11 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function"
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-788276e8dd39.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-788276e8dd39/decompylepp.py"", line 11 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function"
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-79753b54b14f.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-79753b54b14f.pyc: vector::_M_range_check: __n (which is 101) >= this->size() (which is 14),decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-79a82faa3fe4.pyc,no_source,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-79a82faa3fe4.pyc: std::bad_cast,crash,signal_11:,,decompylepp:exit_1:Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-79a82faa3fe4.pyc: std::bad_cast,decompylepp:not_run:
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-7c36e44e9194.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:ok:,"decompylepp:exit_1:data/rq4/source_candidates/cpython-310/cpython-310-7c36e44e9194/decompylepp.py:19: SyntaxWarning: 'tuple' object is not callable; perhaps you missed a comma? ()() Traceback (most recent call last): File ""<string>"", line 10, in <module> F..."
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-8320c023298e.pyc,unconfirmed,original bytecode status ok:,ok,,,decompylepp:exit_1:Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-8320c023298e.pyc: Invalid bytes in ASCII string,decompylepp:not_run:
