python_tag,finding,interpreter,bytecode_status,bytecode_reason,decompiler,decompile_status,decompile_reason,decompile_stdout,decompile_stderr,source_path,compiled_pyc,source_status,source_reason,reproduced
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-33240e526c1b.pyc,data/rq2/envs/cpython-310/bin/python,exit_1,"Traceback (most recent call last): File ""/home/awen/git/PybcSEC/PycLens/data/rq4/harness.py"", line 26, in <module> exec(code, namespace, namespace) File ""data/rq3/cpython-3.10/unittest_seeds/raw/cpython_case_test_ssl_BasicSocketTests_tes...",decompylepp,exit_1,Unsupported opcode: <INVALID> (-1) Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-33240e526c1b.pyc: vector::_M_range_check: __n (which is 110) >= this->size() (which is 27),,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-3e38a1438d9e.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,exit_1,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-3e38a1438d9e.pyc: vector::_M_range_check: __n (which is 108) >= this->size() (which is 12),,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-330615b3933c.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,ok,,,,data/rq4/source_candidates/cpython-310/cpython-310-330615b3933c/decompylepp.py,,exit_1,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-330615b3933c/decompylepp.py"", line 33 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-3abd3305d713.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,ok,,,,data/rq4/source_candidates/cpython-310/cpython-310-3abd3305d713/decompylepp.py,,exit_1,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-3abd3305d713/decompylepp.py"", line 37 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-4087c64bf825.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,exit_1,Bad MAGIC! Could not load file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-4087c64bf825.pyc,,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-41fe5579485f.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,exit_1,Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-41fe5579485f.pyc: Invalid bytes in ASCII string,,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-1904c1b23f3c.pyc,data/rq2/envs/cpython-310/bin/python,crash,signal_11:,decompylepp,ok,,,,data/rq4/source_candidates/cpython-310/cpython-310-1904c1b23f3c/decompylepp.py,,exit_1,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-1904c1b23f3c/decompylepp.py"", line 4 return None >>= None ^^^ SyntaxError: invalid syntax",False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2a823146c668.pyc,data/rq2/envs/cpython-310/bin/python,crash,signal_11:,decompylepp,exit_1,Error loading file data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-2a823146c668.pyc: Invalid bytes in ASCII string,,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-3b38fa0fe001.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,ok,,,,data/rq4/source_candidates/cpython-310/cpython-310-3b38fa0fe001/decompylepp.py,,exit_1,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-3b38fa0fe001/decompylepp.py"", line 13 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-49b447d47acd.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,exit_1,Error decompyling data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-49b447d47acd.pyc: vector::_M_range_check: __n (which is 240) >= this->size() (which is 1),,,,,not_run,,False
cpython-310,data/rq3/cpython-3.10/unique_bug_pyc/cpython-310-43dd4dca536c.pyc,data/rq2/envs/cpython-310/bin/python,ok,,decompylepp,ok,,,,data/rq4/source_candidates/cpython-310/cpython-310-43dd4dca536c/decompylepp.py,,exit_1,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-310/cpython-310-43dd4dca536c/decompylepp.py"", line 15 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",False
