python_tag,finding,decompiler,stage,status,failure_class,reason,bytecode_status,decompile_stdout,decompile_stderr,source_path,compiled_pyc
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-d906218175c2.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-311/cpython-311-d906218175c2/decompylepp.py"", line 22 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",ok,,,data/rq4/source_candidates/cpython-311/cpython-311-d906218175c2/decompylepp.py,
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-d998ecef0da5.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-311/cpython-311-d998ecef0da5/decompylepp.py"", line 17 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",ok,,,data/rq4/source_candidates/cpython-311/cpython-311-d998ecef0da5/decompylepp.py,
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-e6716043d9b1.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-e6716043d9b1.pyc: vector::_M_range_check: __n (which is 52) >= this->size() (which is 2),ok,,,,
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-de13f63d4a69.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-311/cpython-311-de13f63d4a69/decompylepp.py"", line 13 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",ok,,,data/rq4/source_candidates/cpython-311/cpython-311-de13f63d4a69/decompylepp.py,
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-de146f7549ab.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-311/cpython-311-de146f7549ab/decompylepp.py"", line 7 __py]csec_self__ = object() ^ SyntaxError: unmatched ']'",ok,,,data/rq4/source_candidates/cpython-311/cpython-311-de146f7549ab/decompylepp.py,
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-e8befefd0ddb.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-e8befefd0ddb.pyc: vector::_M_range_check: __n (which is 61) >= this->size() (which is 4),ok,,,,
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-d84049333b64.pyc,decompylepp,decompile,exit_1,expected_rejection,Unsupported opcode: <INVALID> (-1) Something TERRIBLE happened! Error decompyling data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-d84049333b64.pyc: vector::_M_range_check: __n (which is 102) >= this->size() (which is 13),crash,,,,
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-ec10e80c74ee.pyc,decompylepp,decompile,exit_1,expected_rejection,Bad MAGIC! Could not load file data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-ec10e80c74ee.pyc,ok,,,,
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-edf710a1cafb.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-edf710a1cafb.pyc: vector::_M_range_check: __n (which is 97) >= this->size() (which is 5),ok,,,,
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-f5b1847d453a.pyc,decompylepp,decompile,exit_1,expected_rejection,Unsupported opcode: <INVALID> (-1) PycBuffer::getByte(): Unexpected end of stream,ok,,,,
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-eb5098221d22.pyc,decompylepp,rerun,ok,translation_failure,behavior diverged from original bytecode,ok,,,data/rq4/source_candidates/cpython-311/cpython-311-eb5098221d22/decompylepp.py,data/rq4/source_candidates/cpython-311/cpython-311-eb5098221d22/decompylepp.pyc
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-f77a5d0f388f.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-f77a5d0f388f.pyc: vector::_M_range_check: __n (which is 255) >= this->size() (which is 9),ok,,,,
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-e5db341b3864.pyc,decompylepp,rerun,exit_1,translation_failure,"data/rq4/source_candidates/cpython-311/cpython-311-e5db341b3864/decompylepp.py:17: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? if not None(None | None(None, None, None, None, None, None, None, None, None...",crash,,,data/rq4/source_candidates/cpython-311/cpython-311-e5db341b3864/decompylepp.py,
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-e763a2c86fa7.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-e763a2c86fa7.pyc: std::bad_cast,crash,,,,
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-fe1f9c5aa0ba.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-311/cpython-311-fe1f9c5aa0ba/decompylepp.py"", line 11 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",ok,,,data/rq4/source_candidates/cpython-311/cpython-311-fe1f9c5aa0ba/decompylepp.py,
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-e788feba5ef2.pyc,decompylepp,rerun,ok,translation_failure,behavior diverged from original bytecode,crash,,,data/rq4/source_candidates/cpython-311/cpython-311-e788feba5ef2/decompylepp.py,data/rq4/source_candidates/cpython-311/cpython-311-e788feba5ef2/decompylepp.pyc
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-f2a6601a913d.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-311/cpython-311-f2a6601a913d/decompylepp.py"", line 19 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",crash,,,data/rq4/source_candidates/cpython-311/cpython-311-f2a6601a913d/decompylepp.py,
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-f4ffcfa646c0.pyc,decompylepp,rerun,ok,translation_failure,behavior diverged from original bytecode,crash,,,data/rq4/source_candidates/cpython-311/cpython-311-f4ffcfa646c0/decompylepp.py,data/rq4/source_candidates/cpython-311/cpython-311-f4ffcfa646c0/decompylepp.pyc
cpython-311,data/rq3/cpython-3.11/unique_bug_pyc/cpython-311-8748dd3d40bc.pyc,decompylepp,decompile,timeout,tool_robustness_failure,timeout_after_600s,ok,data/rq4/tool_traces/cpython-311/cpython-311-8748dd3d40bc/decompylepp.stdout.txt,data/rq4/tool_traces/cpython-311/cpython-311-8748dd3d40bc/decompylepp.stderr.txt,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-0a687ec86931.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-0a687ec86931.pyc: std::bad_cast,ok,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-0e82a511c4a2.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-0e82a511c4a2.pyc: vector::_M_range_check: __n (which is 17) >= this->size() (which is 10),ok,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-061e3a384fb4.pyc,decompylepp,rerun,exit_1,translation_failure,"data/rq4/source_candidates/cpython-312/cpython-312-061e3a384fb4/decompylepp.py:6: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? self = None(None, None, None, None, None, None, None, None, None, None, None,...",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-061e3a384fb4/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-078fd396a487.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-078fd396a487/decompylepp.py"", line 11 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-078fd396a487/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-056e0268a396.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-056e0268a396/decompylepp.py"", line 17 shadowing = <NODE:36>.slot ^ SyntaxError: invalid syntax",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-056e0268a396/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-0fff0eb1f38c.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-0fff0eb1f38c/decompylepp.py"", line 27 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-0fff0eb1f38c/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-187cea9ef555.pyc,decompylepp,decompile,exit_1,expected_rejection,Unsupported opcode: <INVALID> (-1) Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-187cea9ef555.pyc: vector::_M_range_check: __n (which is 94) >= this->size() (which is 10),ok,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-137d84c32dfb.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-137d84c32dfb/decompylepp.py"", line 17 continue ^^^^^^^^ SyntaxError: 'continue' not properly in loop",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-137d84c32dfb/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-191e2a349ee3.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-191e2a349ee3/decompylepp.py"", line 13 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-191e2a349ee3/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-1b6ffdc799dd.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-1b6ffdc799dd.pyc: std::bad_cast,ok,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-169d43653538.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-169d43653538.pyc: std::bad_cast,crash,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-1d8a3dacf8bd.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-1d8a3dacf8bd.pyc: std::bad_cast,ok,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-1d40eac1d9ad.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-1d40eac1d9ad/decompylepp.py"", line 11 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-1d40eac1d9ad/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-0a8e10a2d8b5.pyc,decompylepp,rerun,ok,translation_failure,behavior diverged from original bytecode,crash,,,data/rq4/source_candidates/cpython-312/cpython-312-0a8e10a2d8b5/decompylepp.py,data/rq4/source_candidates/cpython-312/cpython-312-0a8e10a2d8b5/decompylepp.pyc
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-0c510e332b96.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-0c510e332b96.pyc: std::bad_cast,crash,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-010c889c5686.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-010c889c5686/decompylepp.py"", line 13 for None in __name__ == '\\x03\\x00\\x00\\x00\\x00\\x00\\x00\\x00': ^^^^ Synt...",crash,,,data/rq4/source_candidates/cpython-312/cpython-312-010c889c5686/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-21d64628d74b.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-21d64628d74b/decompylepp.py"", line 9 yield this = auto() ^^^^^^^^^^^^^^^^^^ SyntaxError: assignment to yiel...",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-21d64628d74b/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-28be946ac169.pyc,decompylepp,decompile,exit_1,expected_rejection,Error loading file data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-28be946ac169.pyc: Invalid bytes in ASCII string,ok,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-2334830d3a33.pyc,decompylepp,rerun,exit_1,translation_failure,"data/rq4/source_candidates/cpython-312/cpython-312-2334830d3a33/decompylepp.py:14: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None(None, None) data/rq4/source_candidates/cpython-312/cpython-312-2334830d...",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-2334830d3a33/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-15fb7a185bb9.pyc,decompylepp,rerun,exit_1,translation_failure,"data/rq4/source_candidates/cpython-312/cpython-312-15fb7a185bb9/decompylepp.py:4: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? __pybcsec_seed__ = None() Traceback (most recent call last): File ""<string>"",...",crash,,,data/rq4/source_candidates/cpython-312/cpython-312-15fb7a185bb9/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-2968a13eea15.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-2968a13eea15.pyc: vector::_M_range_check: __n (which is 255) >= this->size() (which is 7),ok,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-287217f8ee5e.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-287217f8ee5e/decompylepp.py"", line 22 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-287217f8ee5e/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-2bfbda011629.pyc,decompylepp,decompile,exit_1,expected_rejection,Wrong block type 0 for END_FOR Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-2bfbda011629.pyc: vector::_M_range_check: __n (which is 119) >= this->size() (which is 1),ok,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-090de9f253b0.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-090de9f253b0/decompylepp.py"", line 4 (lambda : self = object()__pybcsec_self__ = object()__pybcsec_self__ =...",crash,,,data/rq4/source_candidates/cpython-312/cpython-312-090de9f253b0/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-2d463551f6bc.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-2d463551f6bc.pyc: vector::_M_range_check: __n (which is 118) >= this->size() (which is 2),exit_1,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-32e27ddd9191.pyc,decompylepp,decompile,exit_1,expected_rejection,Unsupported opcode: <INVALID> (-1) Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-32e27ddd9191.pyc: vector::_M_range_check: __n (which is 95) >= this->size() (which is 7),ok,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-2b79b5012e22.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-2b79b5012e22/decompylepp.py"", line 13 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-2b79b5012e22/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-1b42a384e806.pyc,decompylepp,rerun,ok,translation_failure,behavior diverged from original bytecode,crash,,,data/rq4/source_candidates/cpython-312/cpython-312-1b42a384e806/decompylepp.py,data/rq4/source_candidates/cpython-312/cpython-312-1b42a384e806/decompylepp.pyc
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-330afc90f5cd.pyc,decompylepp,rerun,exit_1,translation_failure,data/rq4/source_candidates/cpython-312/cpython-312-330afc90f5cd/decompylepp.py:15: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? return None(flags) data/rq4/source_candidates/cpython-312/cpython-312-330afc...,ok,,,data/rq4/source_candidates/cpython-312/cpython-312-330afc90f5cd/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-21af7f8c8866.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-21af7f8c8866/decompylepp.py"", line 6 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",crash,,,data/rq4/source_candidates/cpython-312/cpython-312-21af7f8c8866/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-342dc3acc689.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-342dc3acc689/decompylepp.py"", line 9 raise None, None, None, None, None, None, None, None, None, None, None...",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-342dc3acc689/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-3a84df919de0.pyc,decompylepp,decompile,exit_1,expected_rejection,Something TERRIBLE happened! Wrong block type 0 for END_FOR Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-3a84df919de0.pyc: vector::_M_range_check: __n (which is 48) >= this->size() (which is 5),ok,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-3c22997449a8.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-3c22997449a8.pyc: vector::_M_range_check: __n (which is 10) >= this->size() (which is 3),ok,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-3ce12ddfcd53.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-3ce12ddfcd53.pyc: vector::_M_range_check: __n (which is 116) >= this->size() (which is 2),ok,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-39f1b949468c.pyc,decompylepp,rerun,exit_1,translation_failure,"data/rq4/source_candidates/cpython-312/cpython-312-39f1b949468c/decompylepp.py:13: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? x = None([ Traceback (most recent call last): File ""<string>"", line 10, in <...",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-39f1b949468c/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-2e7dbf59c38d.pyc,decompylepp,decompile,exit_1,expected_rejection,Error loading file data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-2e7dbf59c38d.pyc: Invalid bytes in ASCII string,crash,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-2a5effb1e7b9.pyc,decompylepp,rerun,ok,translation_failure,behavior diverged from original bytecode,crash,,,data/rq4/source_candidates/cpython-312/cpython-312-2a5effb1e7b9/decompylepp.py,data/rq4/source_candidates/cpython-312/cpython-312-2a5effb1e7b9/decompylepp.pyc
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-369a4f2f436b.pyc,decompylepp,decompile,exit_1,expected_rejection,CreateObject: Got unsupported type 0x0 Error loading file data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-369a4f2f436b.pyc: std::bad_cast,crash,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-2bcc6ad1f7bb.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-2bcc6ad1f7bb/decompylepp.py"", line 14 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",crash,,,data/rq4/source_candidates/cpython-312/cpython-312-2bcc6ad1f7bb/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-3e356b350c39.pyc,decompylepp,rerun,exit_1,translation_failure,data/rq4/source_candidates/cpython-312/cpython-312-3e356b350c39/decompylepp.py:6: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? self = None not in None() data/rq4/source_candidates/cpython-312/cpython-312-...,ok,,,data/rq4/source_candidates/cpython-312/cpython-312-3e356b350c39/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-4c8e69693fb7.pyc,decompylepp,decompile,exit_1,expected_rejection,Error loading file data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-4c8e69693fb7.pyc: Invalid bytes in ASCII string,ok,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-45933108c33c.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-45933108c33c/decompylepp.py"", line 27 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-45933108c33c/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-50c3429f26b7.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-50c3429f26b7.pyc: vector::_M_range_check: __n (which is 51) >= this->size() (which is 6),ok,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-4c2f7b39ed00.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-4c2f7b39ed00/decompylepp.py"", line 10 _async_yield = (lambda v: if None: ^^ SyntaxError: invalid syntax",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-4c2f7b39ed00/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-383a4dc5dae6.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-383a4dc5dae6/decompylepp.py"", line 6 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",crash,,,data/rq4/source_candidates/cpython-312/cpython-312-383a4dc5dae6/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-53bfb6467e1e.pyc,decompylepp,decompile,exit_1,expected_rejection,Error decompyling data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-53bfb6467e1e.pyc: vector::_M_range_check: __n (which is 10) >= this->size() (which is 4),ok,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-54e8f45d1fbc.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-54e8f45d1fbc/decompylepp.py"", line 13 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-54e8f45d1fbc/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-413e7385bec6.pyc,decompylepp,rerun,exit_1,translation_failure,"data/rq4/source_candidates/cpython-312/cpython-312-413e7385bec6/decompylepp.py:15: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? None(self.assertEqual, 0) data/rq4/source_candidates/cpython-312/cpython-312...",crash,,,data/rq4/source_candidates/cpython-312/cpython-312-413e7385bec6/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-456d4a553284.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-456d4a553284/decompylepp.py"", line 13 return None ^^^^^^^^^^^ SyntaxError: 'return' outside function",crash,,,data/rq4/source_candidates/cpython-312/cpython-312-456d4a553284/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-4e261a8cfcb0.pyc,decompylepp,decompile,exit_1,expected_rejection,Bad MAGIC! Could not load file data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-4e261a8cfcb0.pyc,crash,,,,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-495a4a41f8d8.pyc,decompylepp,rerun,exit_1,translation_failure,"Traceback (most recent call last): File ""<string>"", line 10, in <module> File ""data/rq4/source_candidates/cpython-312/cpython-312-495a4a41f8d8/decompylepp.py"", line 10 ', '.join %= (lambda .0: if None: ^^ SyntaxError: invalid syntax",crash,,,data/rq4/source_candidates/cpython-312/cpython-312-495a4a41f8d8/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-59a3b8282769.pyc,decompylepp,rerun,exit_1,translation_failure,"data/rq4/source_candidates/cpython-312/cpython-312-59a3b8282769/decompylepp.py:14: SyntaxWarning: 'NoneType' object is not callable; perhaps you missed a comma? (Decimal('1.00000001e-100'), None('1.0e-100')), Traceback (most recent call ...",ok,,,data/rq4/source_candidates/cpython-312/cpython-312-59a3b8282769/decompylepp.py,
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-4c766bd41a3c.pyc,decompylepp,rerun,ok,translation_failure,behavior diverged from original bytecode,crash,,,data/rq4/source_candidates/cpython-312/cpython-312-4c766bd41a3c/decompylepp.py,data/rq4/source_candidates/cpython-312/cpython-312-4c766bd41a3c/decompylepp.pyc
cpython-312,data/rq3/cpython-3.12/unique_bug_pyc/cpython-312-532595dfc465.pyc,decompylepp,rerun,ok,translation_failure,behavior diverged from original bytecode,crash,,,data/rq4/source_candidates/cpython-312/cpython-312-532595dfc465/decompylepp.py,data/rq4/source_candidates/cpython-312/cpython-312-532595dfc465/decompylepp.pyc
